#Activity	walking 
#ActivityID	1 
#Date 08-20-12-54
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-15980	-32768	19356	4751	32767	32767	-32768	-5124	13980	-11027	26710	-5298	-31652	5336	11880	-8860	-12760	8888	-14180	6468	16016	-14965	12345	-16358	-23652	11732	-8996	-2427	16437	16885	-28328	-7228	-15836	-10492	17836	21532	142	164	1
-32768	-15220	24660	-14398	32767	32767	-29308	-2996	6732	-24290	29681	1022	-23872	-11976	1636	-30558	-13155	7534	-23048	1932	17368	-10403	3629	-10500	-13156	5264	-13304	13669	14229	8425	10636	-3768	-19788	27755	5269	16720	122	111	1
-32768	-32768	27828	-7973	15601	32767	-30656	-24076	5320	-5090	22210	-328	-27336	-13164	-15232	-21196	-13968	1302	-10544	6600	14540	-2784	163	-5291	-17536	8052	-5932	18995	10487	6687	-19428	29920	-12084	15700	8146	3364	127	142	1
-19984	-32768	24224	7341	-658	32767	-19440	-6588	-4356	18363	11424	-5247	-30008	-2180	-8836	-4205	-18769	-2225	-10412	5392	14760	-1860	907	-3769	-19000	6608	-5332	10917	9306	5299	-25372	15468	-10184	-16883	13125	4701	118	168	1
-29848	-32768	32767	4035	-22113	15755	-18072	-2128	-7740	-7917	8972	780	-28324	2812	-10660	5091	-22789	-3021	-8860	6512	13124	-307	1523	-1434	-16368	6444	-3508	944	8552	2596	-15124	-5256	-3220	-12006	13689	3736	134	152	1
3112	-31960	1768	-1744	-31874	-13349	-11456	2316	4668	-4800	2363	990	-27980	5664	-5280	4783	-23082	-2516	-7764	7384	12976	81	2034	-1509	-17656	2192	-1676	2146	7343	1989	-12152	-3076	-2596	-2660	13844	958	124	140	1
9056	-13276	-7224	2680	-21076	-16996	-9508	3084	4032	-7039	-7006	3522	-24852	-1688	-6364	261	-26639	-4125	-8088	7552	12852	423	2334	-2126	-16028	3996	248	7453	6203	2121	-15388	5424	-2024	2036	13786	2054	117	126	1
3960	-7820	-996	-8541	-12254	-18997	-7264	-2392	400	-4133	-14630	3977	-17360	-2344	-7988	3049	-20073	-5517	-8880	8072	12200	343	2119	-3695	-16072	4624	-816	13382	5576	2582	-19148	3576	-728	1186	12893	4669	127	140	1
-2624	-17192	4336	-15817	-10391	-23860	-8436	-4244	-304	5099	-21350	3360	-17416	-3028	-8112	3669	-19769	-5262	-8664	5952	13140	292	1612	-3564	-16812	5748	-2500	6570	5387	2307	-16004	-964	-528	7866	14712	7465	146	110	1
-5756	-18788	7776	-10470	-13083	-30672	-7884	-3292	-720	10104	-26902	2677	-13132	-2084	-9068	8930	-18096	-3866	-8692	6132	12984	417	2076	-2830	-16332	2316	-2664	3209	5202	1438	-14516	-1724	980	16569	16015	6858	140	108	1
