#Activity	cycling 
#ActivityID	9 
#Date 10-10-12-56
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-31904	220	9984	6436	10908	8367	-20668	-2532	-8048	-5099	12374	-2653	-16744	-2064	11084	1268	3760	-808	-11800	1844	2204	4024	-12569	9509	-5660	-640	-7952	2569	-13345	-3146	-4556	-1676	6732	1909	261	1161	125	144	9
-17452	-504	7392	4278	10055	6550	-18328	-3580	-9736	-377	14747	-2006	-16204	-1892	9900	1434	3252	-786	-11644	1880	1912	2940	-11480	7268	-4936	2076	-7688	-252	-13344	-1979	-5312	-1668	7052	2956	1751	258	127	97	9
-18732	1364	8864	6709	7831	6672	-17772	-5092	-9192	1711	14787	-3037	-17500	-1292	8908	2428	3097	-879	-6580	1392	2800	3347	-10182	5421	-4496	1836	-9616	-3138	-12831	-1143	-6524	-192	6848	3637	3496	-859	123	168	9
-29880	-940	7792	6902	5518	6787	-19324	-4304	-7168	5002	17510	-4429	-17948	-328	9268	3470	2287	-848	-8408	-3328	5820	4235	-8805	4303	-8144	-2848	-10376	-2028	-13721	-1161	-7540	220	7448	3671	4833	-1538	125	131	9
-27764	-2704	10956	8025	2179	8094	-17972	-5200	-10056	3839	15734	-5227	-18312	-836	10304	2811	1838	-823	-5956	-2448	6736	4724	-6420	4298	-8696	-1724	-10168	1977	-14080	-970	-7536	-244	7608	3825	5920	-2339	122	130	9
-19484	2680	11296	5490	3162	4337	-20464	-1484	-12208	4545	13981	-6793	-19956	-2828	10120	2961	1395	-587	-9252	1864	3388	4061	-4269	3850	-7844	296	-10032	2273	-13648	-265	-7912	-16	8388	4120	7288	-3097	122	105	9
-20348	5588	11392	3585	5018	1748	-22768	772	-12480	-1648	12637	-3832	-21620	-3160	10804	3797	-248	-1015	-9776	1784	2592	2508	-2579	1295	-9152	2800	-11072	-1573	-13132	315	-8884	192	8320	4730	8529	-3866	129	126	9
-17312	2948	11780	2276	5034	100	-20576	-3432	-10272	-1825	13504	-2508	-20844	-1648	9528	4481	-2169	-1994	-18860	1480	8528	1753	-1406	-883	-9348	3416	-13560	-4462	-12165	871	-11104	892	9188	5535	9766	-4590	134	144	9
-18688	-904	11008	2566	5424	549	-19644	-3512	-10228	-550	13792	-2521	-19328	-680	8888	5011	-4040	-2693	-17332	-2868	6928	2114	-130	-1519	-11276	368	-14984	-3611	-10586	1542	-12540	1256	9444	5948	10204	-5038	129	121	9
-14564	-2368	9364	2809	3881	670	-14972	-4064	-9976	4128	11468	-2982	-17964	-452	8844	4653	-4472	-2270	-20328	-1716	7568	1845	2272	-1993	-12844	-440	-13836	-325	-10005	1172	-13312	2072	9788	6292	10647	-5583	132	118	9
-14596	-1716	8196	1891	3262	905	-14608	-4008	-9480	4471	11112	-3024	-18572	-292	8528	3535	-4275	-1987	-13548	536	6860	1447	4056	-2467	-13048	1412	-11860	1296	-9376	1170	-13592	3188	8888	7850	11074	-6047	122	138	9
-15528	484	6328	1119	1195	635	-14084	-5188	-11880	1973	7245	-3369	-19060	28	7612	1744	-5132	-2241	-19348	288	7060	1371	5244	-2103	-13724	3616	-12592	278	-7681	1365	-13556	4028	9620	7983	11516	-6924	117	119	9
-17084	2560	8336	964	-2398	534	-12704	-5564	-12344	3766	6682	-3104	-19352	-2280	6860	611	-6508	-3105	-18320	1420	9656	1196	7997	-3776	-16228	4356	-11428	-1310	-6881	869	-14912	4756	10412	8122	11358	-7587	122	126	9
-11148	664	7736	-168	-4273	-1634	-11596	-4984	-12116	5139	6084	-1472	-19536	-3156	7124	1330	-7476	-4033	-18140	7120	9772	374	9628	-6050	-17340	4240	-10944	-524	-6183	1232	-16520	6180	11528	7547	11022	-7691	116	126	9
-9652	-380	7400	-1416	-5730	-3380	-12088	-4216	-11508	3626	3921	76	-19756	-1700	6880	1344	-8718	-4353	-14484	3936	8468	98	9807	-5912	-20396	3312	-9860	2082	-4756	1379	-17560	7040	11756	7238	10726	-7579	113	124	9
-9636	-416	6372	-2109	-7567	-4247	-11692	-4964	-9756	1735	1660	767	-19304	-1304	7044	994	-10480	-3986	-22324	1644	11808	-460	11721	-6641	-21952	3612	-10436	2771	-4135	1124	-18460	8696	13008	5233	9925	-7271	116	126	9
-10148	-580	5552	-1796	-9079	-3771	-10272	-5636	-8528	2212	-1378	1207	-18384	-936	6772	274	-11769	-4041	-23560	5088	8996	-529	13213	-7313	-20740	4400	-9128	2797	-2189	277	-17708	7868	12460	2747	9469	-6967	124	123	9
-11808	-620	4848	-2638	-11236	-3529	-9116	-6048	-10524	2575	-3763	2265	-16740	-1620	5764	-210	-12405	-5097	-22012	1268	7268	-743	13322	-8004	-19344	4656	-10168	630	271	625	-16696	6672	12212	664	9464	-6694	120	125	9
-7264	3040	4876	-3171	-11955	-3844	-6896	-3956	-9744	2182	-5312	3583	-15100	-2592	4180	320	-13184	-5601	-20472	-2400	5544	-1175	14947	-9121	-19692	4988	-11108	-674	2117	153	-16708	7108	12352	-259	9319	-6898	126	123	9
-1964	1832	2412	-5476	-11769	-5766	-6244	-880	-7736	549	-6559	5707	-13404	-2288	2528	1440	-14219	-5438	-18112	3484	6756	-1079	13461	-7328	-21308	2568	-6780	825	4475	426	-17196	7324	12176	-2055	8165	-6545	134	124	9
-8320	1100	2828	-5688	-11057	-7189	-4724	-2392	-7120	-2450	-8656	7149	-9712	-676	2008	1950	-14851	-4693	-28488	2332	9676	-951	14265	-8149	-22536	4544	-9116	-431	6376	-539	-18036	7240	13788	-4930	6194	-4968	132	126	9
-9192	-1164	796	-4896	-11148	-6026	-212	-4744	-6156	-1849	-9395	6993	-5360	1496	564	1726	-13881	-4101	-26084	924	5532	-1959	14573	-9102	-21232	5304	-8236	-1627	8292	-763	-18280	6932	13532	-5315	5931	-4597	117	125	9
-7864	1408	-1448	-4573	-15315	-6143	1836	-3388	-4940	-585	-9048	6223	-2368	3044	-260	744	-10995	-3856	-21740	4700	7788	-3171	11895	-8520	-19552	5528	-6268	-1995	10373	237	-16384	2252	12392	-4852	4147	-1399	125	126	9
