#Activity	walking 
#ActivityID	1 
#Date 09-23-17-55
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8000	-3476	13312	139	43	68	-16312	-2272	-1128	-310	674	44	-13448	-1392	1512	-342	2533	214	-8680	1528	17688	15157	-32768	10441	-11088	-872	-3008	-2008	-3870	-234	-13176	168	-7832	-380	-1782	1182	121	150	1
-8136	-3092	13320	108	46	49	-16080	-824	-1944	92	629	104	-14856	-2128	4912	-635	2981	307	-11680	784	19232	16915	-32768	12861	-11096	16	-3680	-2120	-4272	-411	-11888	-1664	-7984	-854	-1683	923	126	145	1
-8184	-2896	13368	76	49	32	-16056	-16	-1992	74	650	157	-16224	-4736	-448	-924	2518	401	-12392	-928	17720	19468	-32768	15029	-11512	536	-3368	-2870	-4754	-636	-7912	-3120	-9600	-1394	-1601	627	125	140	1
-8036	-3112	13252	64	27	33	-15216	200	-1576	-277	719	143	-17992	-2880	-5584	-448	2168	195	-11328	-3288	10672	23927	-32768	17038	-11712	200	-3192	-2988	-4821	-705	-6568	-4624	-9976	-1826	-1434	443	128	140	1
-7884	-3256	13216	116	-1	69	-15352	-856	-64	-335	827	107	-18600	-912	-2624	738	1328	88	-18032	-3344	18200	22753	-31997	17599	-18840	-376	-9312	-2253	-5158	-1349	-6536	-7544	-10480	-2078	-1227	245	132	132	1
-7580	-3516	13436	244	-34	154	-15848	-2632	-384	163	901	123	-16232	-3104	4112	872	1050	117	-22184	-4048	27768	22150	-32542	18697	-19104	2224	-8856	-1642	-5317	-1396	-5960	-9136	-8200	-1639	-924	-43	131	130	1
-7936	-3156	13440	309	-43	236	-16168	-1408	-1576	660	992	118	-16432	-2904	4280	37	1146	128	-28848	-872	32288	19942	-32768	19640	-30784	2984	-12408	-1391	-5449	-1439	-5560	-4800	-3200	-1397	-734	-36	130	130	1
-7908	-3116	13532	321	-9	290	-16392	72	-1392	587	1147	158	-16048	528	1368	-263	1015	66	-32768	208	32767	17109	-32768	22370	-27992	6376	-15000	-869	-5445	-1647	-7768	-808	-256	-1189	-553	121	130	125	1
-7884	-3460	13144	297	64	368	-16584	-640	-1528	393	1288	120	-16168	704	-512	-49	1104	25	-32768	-7104	27904	17204	-32768	26136	-27880	6808	-16104	-1161	-5269	-1749	-11680	3272	2096	-392	4	184	131	124	1
-7972	-2700	13532	289	195	424	-17832	-360	-3024	487	1386	104	-17192	-944	-296	-145	1002	-87	-32768	-16496	23128	15517	-32768	25048	-29840	4088	-16272	-825	-4770	-2103	-17632	8104	9816	-53	206	596	131	133	1
-8396	-2156	13632	277	306	427	-17240	696	-3824	360	1529	214	-16192	-2296	-792	-578	827	-56	-32768	-21336	12776	11276	-32768	15704	-27192	7000	-15824	971	-3960	-1810	-19584	6664	16400	-1564	480	1263	130	132	1
-7304	-1648	14620	396	481	493	-17192	664	-3936	322	1549	231	-18568	-3592	-1728	-640	929	-25	-32768	-30360	-10352	9828	-28053	-1284	-16344	11552	-25680	1590	-3078	-678	-16128	-3216	32767	-3208	808	1742	131	133	1
-8588	-1976	13968	429	708	523	-18784	880	-2632	156	1810	312	-17104	-4672	1104	-632	760	13	-32768	-32768	-32768	27113	-12987	-12358	-4664	6096	-29704	3018	-261	477	-15320	-4328	32767	-537	-1194	-48	132	125	1
-9804	-1892	14196	445	999	451	-17288	2088	-2640	238	2004	408	-16856	-3704	2048	-387	733	193	-32768	-16152	-29592	-3110	6073	-15656	-8776	13776	-21600	2103	1525	702	-19936	-6416	17832	2214	837	-1796	128	134	1
-8760	-1120	13748	663	1408	327	-19776	24	-3360	406	2203	525	-18624	-6016	1472	-344	761	372	-15832	632	11776	-27205	16457	-22134	-22456	11752	-4696	1016	2143	625	-11896	-4744	1440	3359	1180	-453	130	144	1
-10716	-1744	13036	772	2046	444	-22568	568	-3416	491	2347	555	-21024	-4552	2192	-386	421	381	4592	31712	18584	-24524	20656	-13886	-29200	-10112	17848	-2059	1544	405	-20792	7312	2584	3298	415	-146	124	107	1
-9508	-2904	14488	987	2866	773	-25856	2616	-768	-204	2516	549	-22464	-840	5136	-105	258	429	-18912	-3896	22352	-25500	32767	1065	-27712	-4224	-3096	-2581	2366	1205	-26024	30064	32767	2776	-288	592	126	23	1
-8964	-4236	17876	1115	3766	1184	-28264	1080	1848	-910	2676	580	-24368	-2792	9704	-178	-268	509	-19536	-32184	32767	-14112	24573	-2349	-32768	-1656	-11296	-3024	2962	737	-21728	11752	-3896	-4847	523	1	121	12	1
-11068	-4092	15376	1387	5035	1821	-32768	-904	6800	-1541	2642	704	-28864	-3512	15152	-148	-1469	576	-8920	11480	15424	-7225	18567	-3182	-15512	-4048	-2136	-2483	2805	480	-12024	-32768	-21400	-3294	483	526	116	0	1
-17460	-4680	20724	2199	6575	2832	-32768	-1704	8296	-2755	2410	778	-25456	2072	16704	-1273	-3837	603	-6456	736	17408	-9152	21468	1285	-5784	7096	-7104	-1871	1950	892	-6624	-25032	-15648	2540	605	1018	113	0	1
-29412	388	28884	2591	7090	3378	-21672	-7040	-5304	-2850	2849	530	-15936	7600	-1688	-1858	-1838	608	-21840	4824	21928	-5429	6326	-3156	-17960	8904	-12624	452	1782	1383	-11000	18616	-8128	4276	927	143	112	0	1
-21572	-2664	32767	1617	7375	3177	-27792	-2272	-7848	-1720	3139	922	-23160	-2096	-3792	-1506	-1845	-517	-8376	-8592	20992	-3769	3624	-2018	-31120	1616	-8792	320	1512	987	-30368	19096	-17080	28	2151	200	115	0	1
-17292	-9292	29080	-291	5425	3440	-29504	-1256	-1752	-1643	2771	1119	-29248	-6872	-11600	-2193	-1493	-1163	-10352	3120	16960	-2263	666	-1351	-29376	1440	-8432	450	1497	969	-22872	936	-9304	-1331	1451	-2	118	129	1
-32768	9388	23568	-39	4338	3544	-20824	-176	-2920	-899	2151	846	-28296	-5856	-14080	-981	-2306	-1111	-7704	1160	16248	-2008	-890	-1402	-16416	4040	-3360	-123	1097	145	-15680	928	-2752	-873	1309	-98	114	156	1
-22804	-24256	32767	-541	1888	1983	-15056	944	-7864	-492	1332	582	-26952	64	-10920	539	-2505	-927	-6272	-944	16176	-1769	-1089	-1064	-18232	-944	-3112	114	764	164	-16824	-1608	-472	-513	1520	-299	116	164	1
-12304	-23696	31300	360	-390	646	-13336	-2272	-4728	-938	577	133	-24752	3576	-4704	1238	-3157	-812	-6136	-504	15392	-1547	-1121	-749	-18568	1112	-3872	344	732	363	-17280	-3488	224	-44	1669	-500	109	159	1
-4140	-14104	18316	270	-1332	-265	-11912	936	-1584	-628	-281	-113	-24312	2848	-4040	1279	-3243	-788	-5840	0	15160	-632	-104	-182	-17512	640	-2392	333	714	329	-17352	-1352	24	547	1810	-475	116	159	1
-2748	-8676	15932	-690	-1610	-769	-8280	1744	-888	-1047	-970	-177	-23416	-2856	-8400	1291	-3027	-512	-6088	576	15312	-139	1413	291	-16776	1752	-1832	382	660	162	-16248	1688	-376	671	1733	-467	118	155	1
-8272	-9892	21304	-1266	-2497	-1110	-7072	-288	-5936	-1172	-1375	-547	-19328	3160	-3352	938	-2616	-726	-6240	1272	15232	49	2255	361	-16760	1696	-824	595	626	187	-15064	2504	288	631	1759	-558	127	160	1
-9628	-9020	20832	-1177	-3752	-1422	-7904	-2632	-4328	-754	-1924	-973	-17216	2648	-5320	699	-2362	-691	-6736	1600	15136	16	2882	-36	-16656	1624	104	1016	569	260	-16064	2232	864	684	1810	-593	126	154	1
-7684	-5760	14756	-1270	-4415	-1636	-9472	-1448	-1120	92	-2533	-1249	-17880	-216	-5672	622	-2444	-757	-6944	680	15176	206	3047	-527	-15752	1856	-288	1383	503	374	-14944	2224	1984	687	1761	-529	119	147	1
-7600	-4064	12428	-1650	-4563	-1802	-9632	1696	-1536	549	-3034	-1371	-13568	-1456	-5912	441	-2214	-621	-6880	920	15312	590	2940	-747	-15600	1944	-200	1438	508	379	-14520	1728	2232	640	1676	-576	126	142	1
-8292	-3848	12116	-1981	-4529	-1954	-11064	2048	-1992	483	-3546	-1486	-12832	-2224	-7256	651	-2014	-644	-6784	1152	15536	538	3240	-991	-16552	3496	440	1344	497	428	-15200	2008	1480	725	1645	-635	129	135	1
-9776	-3556	12688	-2235	-4406	-2135	-12496	1880	-1968	807	-4005	-1614	-10296	-1904	-7848	1150	-1721	-537	-7296	568	15120	653	3034	-1050	-16032	3592	-1168	745	515	413	-14896	3984	2136	792	1722	-680	127	135	1
-13556	-4572	17952	-2345	-4422	-2386	-12984	2392	-4768	1352	-4377	-1730	-9120	552	-8376	1853	-1530	-275	-7440	936	14904	877	2748	-905	-16008	2000	-952	483	639	308	-14744	4864	2800	523	2042	-600	127	133	1
-16100	-3620	20592	-2439	-4583	-2733	-13696	5664	-5256	1574	-4793	-1697	-7768	3104	-8760	2106	-1332	2	-7472	880	15280	1226	2764	-1336	-16448	1904	-1392	749	680	336	-14880	3520	3056	207	2443	-484	130	135	1
-17600	-3800	19772	-2614	-4500	-3134	-16744	6840	-5392	1009	-5086	-1611	-6888	5312	-10104	1743	-1050	127	-7672	680	15064	1307	2435	-1681	-16496	2248	-2296	992	745	366	-16224	2984	-3264	73	2442	-177	132	136	1
-21484	-7584	21668	-2196	-4328	-3606	-20392	3728	-7592	735	-5309	-1683	-6624	6264	-9736	745	-583	37	-7376	496	15128	1091	2294	-1673	-16488	2200	-2424	656	872	320	-16720	1784	-4136	-277	1875	-474	130	137	1
-25924	-7844	23532	-1696	-4198	-4172	-24456	2104	-9768	1425	-5546	-1770	-6744	5888	-9392	588	-518	20	-7448	384	15104	1177	2627	-1426	-16832	1832	-3008	335	813	293	-17632	3480	-1784	-582	1578	-452	128	137	1
-31428	-4324	26964	-1654	-3877	-4567	-28096	1096	-13288	1950	-5789	-1458	-5304	952	-4456	-458	-32	-156	-7664	280	14928	1183	3019	-1159	-17720	1400	-2528	67	977	265	-16744	2392	-280	-537	1548	-392	131	139	1
-32768	2340	32284	-2013	-3891	-4582	-30504	512	-19216	2074	-5738	-1139	-7944	-5584	-144	40	6	-314	-7528	704	14816	794	3240	-1289	-16816	2376	-1096	115	1052	236	-16160	1320	2000	-207	1483	-451	128	153	1
-32768	9812	24504	-2162	-3906	-4077	-30080	2648	-22320	2257	-5426	-856	-14504	-8528	776	921	223	-609	-8152	1056	14848	626	3778	-2030	-17128	4272	-184	225	1230	273	-17720	2392	3728	101	1418	-329	135	147	1
-32768	13416	4388	-1409	-2887	-3032	-26312	4216	-24408	1556	-4752	-520	-23288	-2912	14936	1621	67	-685	-6816	-144	15072	-3	5108	-3231	-20488	2896	-224	157	1346	325	-19736	2888	3488	294	1344	19	146	148	1
-32768	26224	7884	-966	-2401	-1967	-17880	7288	-32768	263	-3356	-506	-20728	1216	32032	2470	-34	-901	-7624	184	15120	-226	7615	-4354	-20752	1744	-128	149	1367	318	-19440	1352	2984	786	1195	114	150	154	1
-32768	32767	-19660	-3063	-1608	-329	-6920	6776	-32768	-1958	-1042	-493	-19624	-3952	32767	1855	491	-119	-7688	128	14584	-786	11657	-4266	-20360	-104	-2432	174	1883	263	-19120	1752	2016	1024	1036	-192	164	151	1
-32768	32767	-32768	-423	1005	1777	-5840	-2024	-26392	-2951	1258	-304	-22936	15096	24344	-228	324	1343	-9888	-392	14640	-2148	15909	-3532	-21032	952	-2520	-157	2129	168	-19048	5968	328	843	867	-396	157	142	1
-17296	25592	-4072	3451	1880	3859	-20104	-14456	-2576	-1732	2670	437	-18144	4568	4304	-1802	37	761	-10152	688	14528	-4624	20098	-3193	-22648	2824	-928	-258	2303	108	-21544	8480	2008	752	554	-604	123	204	1
-10948	-30856	22664	1663	3242	2104	-32768	5752	15040	2964	1707	620	-18560	-6528	3704	-2114	150	-269	-9280	2376	13240	-8758	23994	-4526	-26488	2184	1600	-11	2463	139	-24024	6576	4800	434	-6	-555	97	171	1
-26068	-176	26600	2455	4505	912	-24520	12008	-6600	3095	2482	309	-32768	-11632	32767	1129	-1678	-1076	-11480	1552	14992	-14478	29747	-7919	-29896	1480	4632	587	2534	225	-27848	7248	12840	396	-1218	-512	123	166	1
-12624	26212	32767	751	2521	1074	-25112	11880	-5160	1608	3101	1178	6488	-14088	-21960	2139	2113	-1879	-11536	4672	19008	-21653	32767	-12968	-32768	-1248	13808	1836	2854	224	-29168	3240	17152	945	-2560	-495	124	166	1
