#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-19
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-18384	4456	8908	2635	17274	10200	-19420	-4332	-8408	-9514	-5655	1504	-18288	-3132	7572	-4145	7796	11495	-6300	5076	6544	-700	-6626	11119	-7952	4920	-5736	-3734	-4918	-3514	-13760	2412	9224	-6398	-14068	7578	138	129	9
-20944	3312	14380	4138	17413	11465	-19160	-4920	-4080	-7859	-1840	2502	-18776	-5596	12072	-3731	7135	10817	-10840	6496	4616	-1308	-7561	11413	-7164	4468	-9120	-5143	-7408	-3710	-14320	1104	6928	-4342	-15446	8164	136	115	9
-22916	2668	13788	4981	15732	12543	-24952	-4480	-2532	-5398	1162	1010	-21296	-6636	14432	-2050	6257	9975	-4868	3060	396	-1293	-10843	12710	-3976	5188	-7916	-2048	-9633	-3430	-13208	880	4804	-2793	-16080	9000	129	120	9
-21524	4000	12896	5152	15203	13498	-27984	-1652	-2012	-6068	4122	1381	-22924	-5416	18340	-1925	5046	7942	-4208	4884	-1772	-2070	-13593	12488	620	7332	-6492	-2553	-11994	-3401	-10536	728	2376	-1170	-14984	9357	121	139	9
-23316	352	16300	4752	16780	13634	-27300	1752	1128	-8109	6299	1412	-21736	-5864	16896	-2285	2609	7612	-2628	6836	-1528	-2204	-13811	12453	2704	6436	-5516	-6434	-14249	-3399	-7596	836	1396	150	-12579	9467	121	134	9
-23280	6628	13056	7080	18365	15169	-23268	-3884	-2608	-7257	8355	423	-19488	-7868	16152	-1061	2476	7768	-5988	720	-4316	-2247	-17272	11518	3004	3504	-7748	-8092	-14717	-3203	-4040	-620	8	1625	-9376	9278	115	147	9
-29972	3332	11388	5718	13669	12763	-24480	-6112	-5268	-4695	12073	695	-18636	-6376	14548	1983	2390	5561	-5220	-324	-4552	-1081	-17636	12296	2728	224	-5728	-5170	-15131	-3333	-1204	-2288	792	3028	-6134	8478	118	150	9
-23880	6160	9424	6260	10558	11821	-23592	-5332	-6616	-708	16191	-469	-19064	-5336	9872	4036	1896	3030	-3880	-180	-3428	61	-16325	12197	2328	-648	-3340	-4201	-15547	-2840	-404	-2652	516	4044	-2652	6867	119	122	9
-19368	5008	12572	7661	9429	11272	-20232	-2148	-4440	313	18827	-181	-14892	-2532	9196	4490	-35	2641	-5304	724	-2484	1595	-13255	12322	2136	284	-5372	-7883	-14271	-2094	-1780	-1276	1908	4520	-326	5680	120	124	9
-17120	4308	10904	6553	8096	10187	-18208	-528	-4036	-680	19117	-1039	-13648	-756	9544	5790	-828	2956	-9024	2340	-1008	1577	-11496	12096	-1104	-572	-6364	-6108	-14368	-2073	-3300	-1284	2896	4876	1496	4361	119	161	9
-16740	2572	10664	6138	7599	9708	-17976	-1856	-5588	-2045	19093	-2358	-13336	280	10284	5574	-395	2434	-13228	-388	-1608	1428	-10416	9893	-1372	964	-8844	-6970	-13831	-1158	-3436	-1608	3324	5487	3475	2875	126	139	9
-16400	-244	13312	6674	6159	9010	-21156	-4452	-5720	-2701	19790	-3356	-15804	448	9248	3372	1140	1877	-6484	-1584	-3544	1409	-8843	8216	-704	1068	-8572	-5459	-12790	-553	-3900	-1056	2932	6104	5683	1072	134	126	9
-24760	3180	11772	7226	3368	8859	-22308	-3340	-5664	-151	20542	-3529	-18244	-1680	9616	1330	1096	1821	-9888	-2160	-1048	2671	-8196	6674	-2204	1324	-8548	-6864	-12212	409	-4260	-784	3524	5971	6034	654	129	124	9
-23872	1388	14540	6094	2601	6525	-22384	-2496	-5720	1424	19635	-2958	-19588	-3380	9872	2374	462	1509	-13356	-2840	1684	3198	-7320	5921	-4576	1956	-12004	-8615	-12260	442	-6128	1784	5736	5113	8959	-1927	122	139	9
-24224	920	17652	6084	2047	5583	-22164	-3864	-6272	-587	19131	-2729	-20580	-4492	10392	4084	-963	806	-15452	-1288	2356	4557	-5295	6159	-7940	424	-13580	-6742	-10558	-231	-8428	2440	7576	4584	10308	-2919	118	143	9
-18904	3040	16248	5951	-474	5197	-23840	-4332	-9272	-1729	19197	-3637	-21404	-3144	10432	4694	-1824	-92	-19192	-2796	4932	4898	-2827	5411	-12204	884	-13616	-3952	-10467	676	-11964	2388	10180	4829	11310	-4128	124	140	9
-19384	1860	17368	3950	-2538	2550	-24364	-2940	-8144	-1397	18283	-2613	-21640	-3532	9184	5722	-3704	-462	-21216	-1412	7944	4167	294	2608	-14328	2980	-15384	-3617	-10870	1099	-14600	3788	11808	5415	11506	-4861	139	124	9
-16972	-924	16356	3337	-1724	1286	-20344	-4372	-5272	-2850	16376	-1746	-20424	-3632	8560	7925	-5657	-1419	-19592	-1024	7516	4242	4622	76	-16000	2116	-16520	-2779	-10074	789	-16840	4056	12332	5726	11496	-5084	147	133	9
-11240	-2704	14452	3851	-599	1158	-18252	-6128	-6080	-1926	13812	-762	-20444	-4532	7420	8371	-6215	-2035	-19736	-332	4788	3830	6985	-1821	-15688	4036	-17124	-1605	-8679	789	-18228	2900	13016	5647	10896	-5506	116	126	9
-16052	1048	12368	4272	-1248	1153	-18216	-7508	-8744	1715	11214	-669	-22304	-5008	7136	7898	-7566	-3488	-23788	3124	7816	4109	7648	-4000	-16592	3564	-14780	1049	-8234	2143	-17784	2644	12888	7081	10085	-6721	113	121	9
-15648	-3328	15560	2661	-3674	-1219	-16812	-6796	-8896	5395	9054	421	-19988	-3712	7164	7001	-8431	-4783	-21820	6944	6320	3967	7903	-4080	-17976	2880	-13656	2795	-8469	3408	-17116	3044	11960	9287	9535	-7939	121	127	9
