#Activity	walking 
#ActivityID	1 
#Date 09-24-16-39
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-20268	-2600	18412	-15512	-32768	-9500	-19760	-260	-9572	-963	-32768	10372	-3880	3292	-10208	9625	-14252	-5234	-9448	3368	13388	-104	433	-1335	-16224	2576	-3788	3188	3179	2735	-14296	1656	1028	8021	15968	2299	129	138	1
-29492	-7384	24716	-15555	-32768	-11557	-25640	-3224	-11024	-2284	-32768	9813	-4228	3924	-5008	7422	-13996	-3190	-9324	3220	13596	-67	1037	-1653	-15996	1600	-3340	5055	3436	2943	-13804	108	2744	5907	16744	2775	126	133	1
-32768	-13204	26568	-10584	-32768	-13914	-30880	-6972	-11580	-959	-32768	9303	-9008	4440	4260	2861	-16727	-585	-9352	3336	13616	20	1752	-1675	-15284	2936	-1196	5990	4385	3122	-16356	3208	240	5770	17289	1203	126	133	1
-32768	-15948	17572	-5130	-32768	-20819	-26652	-9408	-16944	-18	-32768	7234	-13692	1752	6088	6323	-11803	-1814	-9528	3968	13648	-84	2511	-1992	-15368	4908	-88	4416	6256	3262	-20372	9660	-1176	4904	11456	-348	128	123	1
-32768	-5384	7760	-899	-32768	-28869	-19548	-5284	-16504	8099	-32768	5392	-13600	-812	9084	15114	-8036	-1585	-9248	3416	13928	-89	3719	-2356	-15612	3428	48	2533	8445	3151	-20208	9520	3152	1168	7946	1182	128	122	1
-32768	2776	252	-1898	-28510	-28667	-20980	-2740	-15964	4045	-30075	4977	-13768	8224	22888	13412	-10597	-152	-9328	3032	14580	272	5845	-2316	-16504	3220	-172	2152	11095	2837	-17396	6616	6168	-194	8985	1610	128	125	1
-32768	14252	-20268	2113	-19911	-16592	-10064	-4784	-17416	-1629	-16042	-1331	-14288	12396	32767	11089	-9638	-4016	-9496	3376	15052	548	8942	-2734	-17448	2884	-1220	358	13610	2926	-17836	3728	5696	1239	9392	1276	112	124	1
-32768	24988	-27324	-5454	-3405	1177	-1616	-9248	-20308	-2226	3284	-6061	-14096	7908	30080	4057	-2156	-4984	-9560	2756	15652	719	13372	-2749	-18508	1576	-2144	-72	16060	3017	-19296	1788	4464	2372	8696	654	133	124	1
-32768	11720	-10492	-772	5957	11957	-8808	-5112	-21528	2974	16125	-5089	-15856	5736	7864	-3212	7888	-8131	-9868	3832	16072	943	19051	-3054	-20812	408	-1876	1386	18255	3546	-21880	2016	4900	3015	6846	352	136	120	1
-30976	80	-448	4550	7676	16057	-12496	-1764	-16432	-1249	22745	-7437	-9144	8120	-3280	-8800	17923	-7172	-9472	4496	16152	621	26207	-4166	-22208	-1748	-1156	3236	20420	4567	-23592	404	7204	3536	2902	299	127	124	1
