#Activity	walking 
#ActivityID	1 
#Date 10-10-18-14
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	21092	32767	10038	31482	23511	-3544	19072	-5872	32767	16251	534	-32768	-19644	4364	11476	8136	-10711	-24608	9120	14540	9349	32767	-22423	-32768	7816	12640	32767	20498	-8501	-21332	-7696	14456	7725	-20013	-3300	90	103	1
-32768	-32352	15364	9469	8999	23827	-32768	6332	-10680	1142	23759	6411	-32768	15172	-11808	17094	11717	-286	-32768	21928	24624	22328	32767	-24895	-28544	16668	-3428	32412	22690	-8922	-24912	10600	-3720	12686	-20936	2232	60	92	1
-13472	22164	29160	14617	503	16829	-19672	-768	-11524	4885	16916	-3963	-17436	8240	-16548	-8697	10105	7586	-32768	17576	32767	27541	32767	-30808	-26184	9604	-12956	12909	20956	-11835	-28468	11048	-10480	7832	-21589	5204	173	105	1
-13516	-17764	7752	8205	422	6276	-14384	264	-10520	4032	18151	-1933	-3444	-11424	-13960	-2113	9671	10273	29312	28204	23004	30708	21127	-29065	-27260	-3568	-14632	-4579	20053	-9752	-32768	2436	-11908	-4365	-23592	6789	140	98	1
-13292	-4568	10676	4396	852	2977	-12740	-3724	-12320	471	13767	3851	-13736	-7140	-12072	14399	13219	1209	-32768	32767	32767	13319	-13420	-7150	-17092	-11996	-21916	-8480	10759	-5243	-30972	-6304	-6448	-16227	-29982	7442	134	55	1
-10540	-3696	12452	2573	494	2796	-11556	-3832	-9040	596	8971	1971	-18612	7708	-10340	12230	14585	2566	6144	32767	16004	-19578	-24940	156	-13956	-7040	-3884	22905	-484	1150	-25736	-3840	-5396	-2864	-31349	7181	140	173	1
-10496	-3724	12020	708	1258	2019	-27304	-272	-6452	1827	8067	-273	-16080	4820	-6132	1611	14939	4461	7548	4040	13952	-11163	-20998	5193	-10792	4660	-4168	22030	-7436	9623	-19360	184	-7504	8418	-24709	10748	147	195	1
-11180	-3624	11704	-537	1531	1339	-18756	1556	-3840	-3404	5748	2765	-17448	2992	-5452	-3525	15363	5597	2260	5896	14524	14811	-21298	19158	-1300	1876	-5904	-4162	-10721	14761	-19108	-276	-9076	7867	-22632	10048	166	198	1
-12000	-4192	10992	-646	1105	1122	-13856	-380	-2892	-6836	4572	685	-14512	1004	-3732	-7045	16433	6080	-4140	19124	13608	11891	-26069	20759	-3964	-3168	-5516	-14110	-15156	19039	-15068	-3056	-9448	5264	-19574	7485	186	183	1
-10488	-5000	10380	-180	803	1413	-13780	-5372	-444	-5015	3850	845	-14240	-2604	-2204	-4906	18336	6661	-8840	8252	15460	4509	-32768	21217	-4364	-5988	-7124	-13556	-20851	24402	-10536	-2136	-9884	5562	-16760	6172	137	139	1
-10356	-4404	10148	328	245	2286	-16056	-4256	388	-699	5077	793	-12816	-2884	212	2211	19849	5342	-7920	1840	15040	10609	-32768	26788	-5960	-6896	-5340	-10533	-25435	27561	-6568	-2224	-10604	6761	-11849	5624	125	146	1
-10036	-4180	10464	486	127	2342	-15440	-824	1268	-2007	5161	1722	-14228	-2308	892	7526	19667	2662	-8008	1836	15060	11530	-32768	27428	-8108	-5988	-6248	-9250	-29957	28419	-4056	-1916	-10388	6785	-6900	4133	141	142	1
-11296	-3224	10920	437	275	2496	-13712	924	60	-6026	6085	655	-16868	-2976	-796	582	16424	4520	-15668	1452	20972	12413	-32768	30339	-8664	-6328	-8100	-12836	-32768	28251	-4416	-1420	-11300	5456	-2941	2386	148	147	1
-10492	-3660	10876	257	120	1920	-14392	-1224	864	-7610	7713	1350	-18152	-3028	-2896	-2871	14397	6523	-22900	3284	25532	13175	-32768	31725	-12660	-6864	-10352	-16364	-32768	26959	-4596	-928	-12096	-2833	-169	2071	145	150	1
-12464	-4492	11300	119	756	2068	-14828	-1880	800	-7231	7958	1453	-18200	-420	-1792	7433	12712	5441	-32568	4816	27844	11787	-32768	32078	-17948	-7764	-12180	-13699	-32768	25152	-4880	-728	-12280	-4322	146	2140	135	183	1
-12348	-4344	11816	-92	1669	2189	-16476	-3388	780	4970	10722	2326	-18152	620	1112	5547	12350	2885	-32768	1944	26040	9823	-32768	31586	-21520	-6220	-13132	-9116	-32768	23925	-4688	-184	-9884	-11904	1004	4080	133	224	1
-10988	-3776	11948	-1207	2633	2794	-16952	336	216	3763	11658	2607	-16696	2768	2128	-1410	13517	1928	-32768	-5432	18744	8910	-32768	28883	-25348	-9568	-14524	-6379	-32768	20785	-9340	4180	-3384	-12965	-2001	7774	125	164	1
-11052	-4568	11820	-1007	4388	3821	-16772	1256	3212	-4537	12809	2405	-17984	4092	4116	-4349	12373	324	-32768	-11560	7516	6980	-32768	23347	-24392	-9308	-12916	2603	-32768	17549	-11428	4312	-2072	-13304	-2853	9685	128	97	1
-10240	-2760	13616	639	7619	3997	-16092	-332	3708	-9325	14798	3121	-18012	3768	4276	-4706	12036	80	-32768	-18752	-13988	3856	-32517	11803	-18732	-7888	-8992	7366	-25104	15235	-30544	6264	28840	-7356	-7550	12839	139	253	1
-11140	-4540	14216	1284	10992	5274	-18440	-1944	1600	-8833	17447	4607	-20256	-2896	-872	-9053	4746	329	-32768	-30928	-29580	12515	-16360	3202	-7640	-1160	-11052	1661	-9384	10207	-14200	3536	32767	1358	11368	-1895	139	253	1
-11168	-4748	14968	2819	15718	6802	-20524	-2768	-440	-3746	19317	4618	-19592	-5020	-1744	-7420	2778	3148	-32768	-20384	-32416	4222	1804	-1909	-6772	-1172	-7212	-1232	10150	-3419	-20644	-5832	20112	4828	-19	-11281	142	179	1
-10364	-5888	14628	4419	21817	10009	-21112	-1864	-1248	-1298	20841	5826	-20368	-4032	-1024	-4264	-1740	3821	13820	-5136	-1656	-30388	27807	-15665	-13216	-72	-8080	3135	25279	-13451	-23488	3324	12508	-331	-1931	-5798	142	101	1
-10428	-6976	15800	5467	31528	15455	-22212	0	380	-268	22059	5999	-23332	-2260	3596	-4252	-7883	4918	2624	25208	27012	-18661	20059	-7247	-32768	15108	24916	7830	12503	-5409	-4860	-444	-11720	23609	17358	104	137	97	1
-9436	-6584	19836	5262	32767	22561	-30752	1192	2664	-2928	22931	5755	-24252	-2484	4376	-4103	-9505	5104	-132	-21196	5968	-10843	32767	-10332	-12916	-11432	-7492	-24836	13873	-1945	-19916	-7496	1968	10073	9164	1099	137	53	1
-13668	-15596	15468	2274	32767	29107	-32768	7224	19252	-19954	21140	7214	-25976	10064	14860	-1890	-18133	7790	-32768	-6584	27672	-6212	18732	-19254	-21740	-15008	-12572	-6576	21014	-18246	-23056	-1396	6456	1874	7314	3591	129	71	1
-32516	-16440	16380	10804	32767	32767	-25880	-8256	10088	-32768	19750	6079	-23816	4132	10712	-8350	-17109	6058	-14540	23464	4804	-18478	5333	-14355	-29960	-1644	-17004	2517	16660	-6350	-26936	-21728	-9008	4741	16189	-2703	135	177	1
-32768	-4808	17540	1398	32767	32767	-25592	-24976	-4748	-21511	22363	7899	-24768	-18248	-7844	-14516	-16876	-1002	-17956	7156	14996	-9256	585	-5275	-15156	-6016	-15924	-9546	18529	-4178	-8816	7564	-12952	12689	8791	361	147	81	1
-32768	-28868	22872	4591	32767	32767	-25704	-23736	-7212	-16405	23270	8612	-30364	-11940	-12364	2168	-20071	-7864	-10668	-2380	18084	-5497	-1175	-3586	-15964	-1656	-12392	-6273	14423	-6151	-10516	13840	-12232	-2912	12402	-2682	148	129	1
30084	-30984	15356	4078	25685	32767	-23096	-6972	-16464	13463	14139	3439	-32404	2620	-8492	11649	-21797	-5963	-9516	3592	14968	-3033	-520	-2551	-14860	-668	-9924	1188	8455	-3978	-17804	2848	-10068	-9580	13235	-4265	128	115	1
-32768	-32556	23172	-5165	-10085	-4477	-13224	-716	-25712	14300	8207	3136	-25604	1324	-9868	14347	-22145	-7464	-9148	3284	14624	-1577	848	-1922	-22052	-1040	-8204	4848	6873	-2705	-17936	-5556	-4508	663	13804	-2762	122	100	1
-7004	-31072	12788	9635	-29351	-14987	-12268	5256	-5024	-7542	-2819	23	-24616	1884	-8300	2211	-22396	-8296	-9184	3272	14400	-306	2222	-1354	-19488	-2184	-3820	10491	4591	-3296	-18044	-1360	-2232	9652	15233	-3511	122	92	1
904	-8792	8408	10313	-28084	-13288	-9612	-6632	-9280	-14724	-11829	-3537	-19108	-2188	-10904	-5603	-20344	-8682	-9148	3792	13784	712	2904	-1008	-16552	2720	-2924	9668	3810	-1765	-14928	2068	-1940	12250	15703	-5151	127	110	1
-3144	-4380	7444	-4106	-25261	-20815	-3224	-9276	-10704	9158	-17410	-5697	-16212	-420	-11968	-3458	-18076	-10024	-9440	4744	13132	1013	2672	-917	-15516	8548	-2132	596	4466	-1912	-15136	4308	-2228	12016	17044	-5526	120	118	1
-9768	-14160	7600	-7316	-30142	-26292	-1944	-2480	-13376	25548	-22516	-9489	-13732	2516	-12416	-250	-16680	-9252	-9704	4872	13196	893	2556	-805	-15688	3704	-2564	-5679	4918	-2837	-13796	4768	-380	7340	17478	-4612	124	105	1
-10312	-10692	8380	-3298	-32768	-29701	-4072	3564	-9680	22848	-29608	-9962	-9312	1440	-12380	1243	-14990	-8610	-9432	4992	12856	360	2109	-1428	-16188	-308	-2224	2556	3259	-2733	-12864	4560	188	1865	17296	-3863	136	106	1
-10144	-6704	8884	-5178	-32768	-32768	-5104	4040	-10488	14665	-32768	-9374	-6744	1568	-13412	295	-11337	-8805	-9596	4696	12716	186	1202	-1897	-14724	1872	-1756	10678	4196	-2284	-13392	4664	804	-1647	18243	-3485	101	95	1
-14232	-7400	10168	-7458	-32768	-32768	-7304	468	-11108	9507	-32768	-7903	-4856	2412	-14732	-1046	-9263	-9120	-9704	4052	12904	-203	840	-2191	-15596	5652	-588	9475	5585	-2599	-17156	7212	-2288	2782	16114	-4496	143	97	1
-21460	-10420	12324	-5636	-32768	-32768	-7216	-588	-14316	12289	-32768	-8688	-3796	2448	-14212	2182	-3724	-6831	-9632	3932	12856	111	466	-2381	-16424	5256	96	1619	6418	-3442	-16476	4944	-4504	-1995	12453	-2561	150	102	1
-30228	-13496	13948	-1538	-32768	-32768	-9348	728	-13412	15506	-32768	-11121	-3536	1924	-15056	10448	-1974	-5580	-9500	4176	12936	748	274	-3198	-14932	3264	-1320	-4401	8128	-3776	-16676	1328	-1336	-5464	11366	-2406	142	106	1
-32768	-6808	13788	-1535	-32768	-32768	-14488	-1748	-12504	20934	-32768	-10402	-4292	4284	-11776	19147	217	-2724	-9504	4644	13204	793	333	-3333	-15304	3000	-1920	-4637	8171	-3930	-16072	776	340	-1342	12393	-2279	127	114	1
-32768	432	11216	-5319	-32768	-32768	-25528	516	-15068	31408	-32768	-5060	-2972	2524	-5648	22167	-883	-2198	-9952	3896	13208	459	2234	-3995	-17864	-564	-1368	4269	8745	-3372	-16576	456	1344	2011	12284	-1125	119	117	1
-32768	6304	5840	-9088	-31064	-32768	-27004	3128	-15396	17222	-32768	714	-9700	908	-2920	25360	-4078	-6070	-9512	2564	14280	-261	4348	-3403	-16696	2224	3308	9006	10099	-4219	-17636	-460	5120	4325	10886	575	137	113	1
-32768	15980	-2448	-4844	-22339	-32768	-22708	4184	-18068	566	-32768	-960	-29744	-7488	18076	25227	-29209	-17853	-9340	2928	15044	73	7247	-3694	-17344	5544	3788	6461	13136	-6716	-20648	1460	4256	6542	9344	-117	103	122	1
-32768	16472	-25672	-3367	-20669	-20361	-11612	6772	-17924	-12623	-24574	-100	-32768	11216	17240	10521	-4044	-12211	-9836	4044	15108	710	12245	-3905	-19988	2920	772	350	15654	-8549	-21172	8112	1908	9643	6869	-1023	0	118	1
-32768	32767	-29768	-16455	-16593	2010	596	-4048	-12256	-14022	-7701	-7905	-5440	1520	31336	-2760	10399	7319	-8940	3996	15824	1200	18057	-4572	-21368	1296	-744	3897	16455	-8969	-20608	6584	-856	7726	4053	-1394	25	119	1
-32768	21532	-32696	-22173	-5292	5387	-5304	1428	-10568	-8919	11993	-4768	-17028	11036	19580	-10225	5410	8870	-8356	5032	15140	353	25031	-5874	-21680	1544	-940	7423	16399	-9682	-20876	3596	968	7516	643	-1626	108	120	1
-32768	-7716	-10252	19559	7211	10211	-15292	-1592	-6664	-10477	22847	3379	-19480	7620	-592	-13659	8084	5214	-8920	5032	15000	-657	32638	-8877	-22576	1164	432	7007	18212	-10099	-21540	3108	4192	9773	-1433	-2856	134	123	1
6004	-20652	29812	23031	21793	4901	-32768	-2320	20236	-9459	13212	1701	48	2948	-19340	-31729	16582	1489	-11976	6264	16304	-1454	32767	-12495	-27756	1760	3672	9127	19237	-10589	-26152	5696	9140	9742	-6153	-2553	113	127	1
1208	9508	5088	16944	32767	11481	-32768	-7884	21964	-7807	11514	844	-13708	-4124	-956	-12420	10201	-4873	-13172	7164	16052	-409	32767	-19744	-32768	-488	4472	12700	19334	-10187	-31456	3640	22824	7875	-23552	-889	122	122	1
-32768	22540	24400	2638	16281	21277	-7084	10448	-10516	32767	16697	2202	-32768	-22420	3272	22339	11575	-11442	-25820	10356	18044	5754	32767	-25050	-32768	8764	11652	28752	18792	-8295	-25692	-4360	14560	6276	-17860	-4249	63	107	1
-23136	-28288	400	19159	-1597	17611	-32768	-2160	-14640	11854	23038	1759	-27144	12408	-13424	12452	12315	4614	-32768	22916	29068	19832	32767	-27913	-31460	14516	-2444	28666	20047	-9500	-28632	10168	-3416	10739	-21253	1181	89	89	1
-18048	8972	16600	6816	-572	7589	-15408	3672	-18324	19636	20634	-1095	-13392	7228	-9596	-2100	11316	9401	-32768	16012	32767	23889	32767	-32768	-24584	7996	-11304	17412	18234	-8988	-26344	6032	-8960	6432	-22187	3888	167	94	1
-10360	2564	15860	5669	-1501	4259	-12164	2020	-9280	2014	14485	-2093	-3024	-6736	-13832	51	10390	7308	11232	23184	26636	32767	25837	-23014	-24628	-3244	-11308	1265	18141	-9463	-30444	1064	-8944	-4125	-24487	5248	126	87	1
-10880	-5332	11096	3238	-867	2411	-11564	-3916	-10204	-12594	11072	3559	-14528	-7656	-11860	8627	13243	3384	-32768	32767	32767	25741	-9350	-5237	-16600	-14128	-24316	-6294	9655	-5594	-27396	-5540	-6076	-11477	-31153	4880	142	61	1
-10444	-4332	11540	2085	132	3228	-16268	-7240	-8352	-5999	8258	686	-17932	6324	-9476	9907	15306	800	1428	32767	15456	-14368	-25963	3205	-11200	-8032	-2736	28377	520	758	-21312	-6420	-5124	-1498	-29982	5475	146	128	1
-10572	-3904	11828	840	571	2594	-26240	1608	-5300	-1831	6398	226	-17088	9748	-5708	-2289	17030	2396	4844	5256	12396	-15591	-22525	3063	-10868	6128	-4820	28212	-4680	8568	-21144	1652	-7964	8788	-24594	8830	162	170	1
-9344	-3452	12268	-10	1127	1451	-17284	1992	-3880	-964	5405	2040	-18024	4484	-5508	-9555	18094	6417	2764	1112	13136	9266	-22568	15417	20	6876	-3552	-4820	-8392	13981	-17876	1004	-7884	7768	-22985	9584	164	191	1
-10992	-3948	11872	-624	1673	900	-14492	556	-1500	-3063	5426	231	-15200	-844	-1780	-6810	20693	7063	-672	17076	12308	12363	-25384	18605	-4092	-2688	-5340	-19544	-10412	16739	-15576	-1708	-8888	4551	-21051	7787	164	179	1
-12140	-4500	10972	-710	1982	880	-16264	-5872	-652	-479	4226	1072	-15408	-1368	-1440	-5730	21252	6890	-6628	11996	14244	3334	-30407	18552	-6068	-7288	-5800	-17250	-17651	21720	-11176	-1548	-9264	4587	-18665	6619	128	157	1
-9792	-6244	10248	-627	1839	1997	-14280	-2272	2032	-1012	5458	-315	-13292	-3572	-1824	9172	19886	3344	-6928	3868	14840	7437	-32768	25500	-6200	-7608	-6708	-11349	-23537	24244	-7208	-1736	-10416	5603	-13722	5734	125	148	1
-9388	-3832	10072	-235	1059	2792	-13756	-2160	-1104	-5651	6107	1137	-16156	-3660	-1224	2765	14665	1152	-8312	4848	15056	10832	-32768	30285	-6908	-6592	-6104	-6334	-28563	25447	-7604	-1356	-10580	7185	-8734	4106	144	148	1
-10516	-3456	10716	-105	948	2539	-14356	-1704	-152	-6073	7007	698	-16972	-3016	-2548	-2037	13517	2867	-13960	4996	19068	9215	-32768	31814	-7836	-5132	-8112	-8848	-32768	27359	-6796	-872	-12104	8379	-2945	2405	161	139	1
-10396	-4636	11336	-138	1043	2728	-14788	-1800	-108	-5753	7183	829	-17816	-2252	-2584	2421	15025	4491	-21508	6016	24040	9650	-32768	32767	-10816	-4828	-11524	-15157	-32768	27702	-6568	-1136	-14248	3664	1364	1955	153	156	1
-11716	-4832	11956	165	2016	3551	-17736	-3020	-820	877	8826	1433	-17236	-1584	-3164	1969	14569	4474	-31208	11260	27940	7667	-32768	32767	-17068	-6828	-16124	-20149	-32768	26635	-5276	-156	-15364	-4240	3143	2628	131	176	1
-10656	-2824	12136	-490	3478	4084	-17492	-212	-776	-790	9422	1635	-16984	3512	-1848	-2486	13545	2680	-32768	8800	27056	5013	-32768	32767	-23228	-3200	-14184	-16644	-32768	23695	-5192	1232	-13888	-14102	1748	3828	114	215	1
-10504	-1744	13144	7	5728	3596	-17324	36	-428	-1530	9531	1566	-18200	5424	992	-3975	12220	1003	-32768	2084	20508	2143	-32768	32767	-23764	-3456	-14512	-16810	-32768	23593	-5808	1876	-12976	-15146	1814	4212	133	182	1
