#Activity	walking 
#ActivityID	1 
#Date 08-27-18-08
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-3052	-11596	12896	8221	-5424	-11106	-10080	-6660	-328	2996	-136	4051	-23440	4384	-6400	1648	-3172	-2009	-9848	6192	12488	57	207	-21	-14968	5176	-4776	-426	581	246	-18512	-192	-1336	1789	1857	226	127	128	1
-6188	-4168	13492	4996	-14451	-12879	-4928	-2804	-5700	12017	-8823	2995	-20888	6720	-4208	1346	-2891	-2118	-9960	6912	12000	115	234	31	-18024	2192	-5136	-537	540	207	-10216	8488	424	1438	1742	-443	127	139	1
-5040	-6444	12268	920	-29619	-16341	-5776	-1352	-6096	15184	-17819	3884	-18128	6664	-4104	1081	-2460	-1654	-9696	7688	11232	119	224	34	-17312	1952	-4432	356	586	121	-8528	10888	488	622	2101	-137	127	129	1
-3664	-6180	9212	981	-32768	-15566	-8820	1784	-3716	13791	-24656	2749	-17072	5656	-5016	989	-2044	-1232	-10168	7688	10904	60	176	-2	-17088	2560	-4608	512	564	136	-16096	2552	-1928	-35	2058	333	127	126	1
-3588	-5312	8096	291	-32768	-16122	-8240	6156	-4844	6781	-28998	-305	-15536	5408	-5912	857	-1850	-1014	-10040	6896	11440	15	111	-42	-14568	4816	-3640	997	248	288	-21392	-3376	-1744	642	2376	590	127	118	1
-5980	-6836	7956	-199	-32768	-18179	-7164	5948	-5388	-2697	-32768	-3956	-12272	4160	-6800	972	-1611	-863	-10032	6232	11808	71	120	-29	-16920	2880	-3568	942	321	249	-17856	-4184	336	1902	2366	712	126	126	1
-8316	-6836	9472	-217	-32768	-22343	-9996	3784	-5152	-4662	-32768	-6842	-9376	4144	-7576	1399	-1496	-607	-9800	6912	11512	102	138	-10	-16840	4544	-2720	993	397	156	-14392	3088	2200	2589	2181	323	127	133	1
-12828	-7540	12168	-482	-32768	-27120	-12920	2732	-8268	-3269	-32768	-8041	-7536	4136	-8120	1939	-1472	-243	-9584	8080	11144	105	158	-38	-15616	5232	-1992	959	415	129	-14112	10056	1712	2026	2168	247	127	134	1
-16708	-5700	13984	-1157	-32768	-28524	-14856	2048	-8848	-3506	-32768	-8382	-6016	3840	-8024	2219	-1390	22	-9704	8064	11064	63	112	-90	-14472	6080	-2216	863	543	7	-14504	11456	1128	849	2175	233	125	127	1
-20024	-5792	14444	-2886	-32768	-25881	-17200	1908	-9788	-2704	-32768	-8919	-5784	3952	-6584	1983	-1069	55	-9832	7440	11256	22	98	-160	-15192	5416	-1960	629	698	-36	-17360	4944	-208	122	1851	352	127	131	1
-22220	-7712	15284	-3484	-32768	-22742	-19972	2784	-9988	-2118	-32768	-10359	-6256	5112	-4528	1505	-738	-121	-9672	7360	11808	30	124	-179	-16224	4152	-1304	453	905	-140	-18384	2168	-704	374	1259	414	127	131	1
-29284	-11160	18700	-4881	-32768	-24354	-25344	2380	-13040	-1289	-32768	-11281	-7424	6888	-3264	541	-141	-346	-9448	7288	12352	88	225	-234	-17112	3360	-2952	270	1081	-156	-17816	3344	-1176	177	951	239	128	130	1
-31808	-13772	18028	-4659	-32768	-28467	-27028	792	-13472	1674	-32768	-11095	-8560	8304	-336	-729	433	-390	-9984	7056	12392	167	379	-284	-17360	2456	-4136	345	1187	-127	-17656	3752	-1064	97	911	172	127	127	1
