#Activity	walking 
#ActivityID	1 
#Date 10-06-18-13
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-1708	-9192	9048	-7627	-29579	-4660	-5704	-516	-1328	-1852	-21120	-6966	-15072	-1748	-7452	9186	-16210	-5861	-11564	1144	12096	-407	694	-985	-16300	-4284	-2740	-2492	4225	1574	-14668	-2644	-1988	-4604	11798	4984	135	133	1
-6852	-10352	8644	-7105	-32220	-13005	-5848	2440	-3400	-932	-27537	-7549	-12612	-1320	-7932	13116	-14476	-4889	-11016	2576	12148	164	1061	-777	-16032	-3608	-820	4620	5630	2677	-16020	-3728	-592	674	12037	6381	126	132	1
-9876	-10272	9224	-4689	-32768	-20075	-8836	2956	-4564	-5776	-32759	-9181	-11920	-1860	-7608	13920	-12459	-3783	-11416	3100	11520	375	1193	-814	-15752	-1800	-28	7910	6737	2978	-14860	-1952	1860	5606	13679	5732	121	131	1
-12856	-6964	10332	-4129	-32768	-24875	-11824	3348	-4488	-6684	-32768	-11363	-11136	-3280	-8076	14840	-10423	-4007	-11228	3456	11644	-342	1046	-1008	-17380	160	656	6324	7035	3191	-15868	120	2524	10127	14138	5731	122	133	1
-17580	-5080	11892	-6769	-32768	-27771	-12572	3464	-5244	-4660	-32768	-12582	-9244	-1556	-9672	19724	-9378	-3405	-11828	2568	11780	-1699	701	-2070	-16000	476	-1244	1512	6653	2383	-15364	448	1848	10786	14577	5920	126	134	1
-21208	-6028	12976	-8866	-32768	-27690	-15632	3972	-6016	-4088	-32768	-14481	-7908	1300	-10764	21512	-8745	-2570	-11896	2012	11800	-1798	662	-1803	-16588	-2252	-1148	3478	8512	2189	-15680	-536	332	8625	14820	6385	125	130	1
-21528	-8112	14528	-8080	-32768	-27061	-21016	5044	-6628	-2203	-32768	-15581	-8492	1588	-10100	14720	-6727	-3193	-11964	3392	11712	-1538	98	-1520	-16388	-1444	-732	5566	10046	3430	-17060	304	2784	1202	14637	6019	128	134	1
-26024	-7780	19148	-7574	-32768	-27208	-26188	8944	-8876	-387	-32768	-15224	-9164	2012	-6448	6236	-3330	-3406	-12280	2756	12088	-2003	106	-1845	-16504	24	-2168	3383	9972	3010	-14860	2204	-2124	3481	15742	6789	127	130	1
-32768	-5596	23728	-11568	-32768	-29915	-31196	13524	-14096	-4536	-32768	-14427	-10096	4344	-1268	3680	-2422	-3121	-12072	1868	12396	-1063	625	-2009	-16720	-1064	-2580	1717	9610	2048	-15980	2920	-1892	2101	13959	4436	127	131	1
-32768	-1424	18080	-13683	-32768	-31257	-31024	10620	-19320	-10945	-32768	-13899	-13212	4060	2936	6433	-4922	-4229	-12264	2768	11968	-1143	1714	-2138	-17240	-476	-1432	2261	10415	1945	-18384	1780	1088	-586	12247	5130	124	133	1
-32768	1424	2560	-10013	-32768	-27733	-24752	9044	-21612	-10026	-32768	-13344	-18572	-4040	10324	-10	-1573	-6250	-11988	3272	12676	-1089	3094	-3283	-17252	-124	352	2415	12354	1617	-17688	-2336	6076	641	11765	6913	128	133	1
-32768	11448	-11072	-6032	-28586	-20999	-19848	9924	-25860	-8253	-27300	-13618	-19620	2632	23928	671	-4582	-5561	-10188	3132	14860	-2305	5342	-4846	-19148	-2056	352	707	14333	929	-19116	-4000	5680	5574	11215	6551	126	134	1
-32768	30680	-25400	-11633	-16830	-13418	-6264	8852	-27512	-4503	-11616	-9544	-16108	804	32708	-1971	-787	-2611	-12088	1468	14796	-3736	9074	-5716	-19060	-3020	-1440	-1939	16458	540	-19088	-1320	2744	5178	8919	4559	120	132	1
-32768	32767	-27636	-13181	-14147	-12018	-1768	5772	-23904	2276	8546	-791	-15428	-840	24940	-3915	-6246	-348	-12384	1864	15008	-5672	12916	-6531	-19664	-1264	-1948	-7016	17748	-524	-20048	2556	2352	3531	4444	1998	121	130	1
-16560	-3068	-5572	12860	15072	5821	-13416	6708	-16868	4118	19732	4275	-11828	-4528	10836	-3628	-3364	-1003	-11128	3628	15968	-7241	17058	-8680	-21620	-3116	-2636	-8258	18565	-481	-20540	2836	2880	5000	1654	408	119	127	1
7480	-21764	32767	9734	23759	9655	-32768	-2332	32767	-2756	9763	4430	-16248	-1648	-6540	-4533	11623	-286	-10808	3816	16660	-9260	22483	-10054	-21952	-3120	-2844	-7960	18801	-394	-24128	568	5848	7257	-3804	-733	119	124	1
-16768	18436	3208	12710	22148	19004	4064	22080	-11868	27590	6652	-127	-22452	-1200	5432	887	1687	2393	-8976	4224	17704	-9969	30748	-13949	-26684	-7476	4612	-1349	22682	1037	-22592	-4920	12592	3423	-13784	-2939	123	127	1
-16768	-4812	20460	-274	29946	3154	-25020	13440	300	6194	17480	8948	-11796	2936	7592	22961	3700	2761	-7708	8528	20208	-11934	32767	-18481	-30908	-15732	11448	5418	26200	2823	-18904	-21848	13668	4072	-14784	-10636	123	126	1
-27668	-2176	17664	-2089	18421	16500	-25456	3660	-8044	2731	18083	1445	-23228	11532	4556	9706	9894	2435	-15428	6788	19648	-14028	32767	-24014	-31124	-15668	12868	13286	28906	3833	-19916	-17840	12292	11276	-18073	-16492	128	129	1
