#Activity	walking 
#ActivityID	1 
#Date 09-30-14-31
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	-6280	18108	-18817	-32768	-16349	-22556	-2572	-14208	-27014	-32768	-1946	-14196	-5300	5288	6957	-7642	-3620	-8192	4716	14292	-258	3113	-2935	-15272	-24	-908	199	9950	2907	-16684	2444	4300	-2051	9318	3105	188	196	1
-32768	-568	7724	-13127	-32768	-11853	-20968	-2504	-12140	-19049	-32768	-4230	-19368	-10264	14060	-656	-7201	-4331	-7816	5320	15648	-434	6905	-2767	-17316	2824	-40	-366	12269	3100	-17644	584	5720	-1204	10326	2618	252	253	1
-32768	7964	-3464	-8382	-25895	-9441	-16360	-6392	-10500	-8316	-25829	-3836	-19312	-9960	26460	-2066	-5812	-636	-7364	5172	16608	-391	10450	-3804	-18448	1496	292	-1917	14329	3456	-19904	-632	3624	2059	7184	1864	252	253	1
-32768	12284	-14408	-99	-11310	-6086	-9368	-1372	-10232	4391	-10257	-1628	-16036	-15040	24512	-11411	4091	346	-7880	5380	16820	-293	15031	-4772	-19500	-260	-736	265	16832	4093	-20028	-572	3336	2757	6539	1647	252	253	1
-32768	18044	-15140	3024	3577	-3652	-4860	-1256	-11024	4281	7081	-712	-12776	-10348	13080	-11362	-1106	1930	-8284	5172	16748	-356	20082	-6082	-19468	492	-412	1831	19119	5047	-19492	3788	2472	7500	3559	469	232	253	1
-32768	912	-10728	12585	19281	6521	-11288	-3696	-15152	10957	19270	-735	-12348	-6396	6000	-12723	351	2571	-8536	6128	17496	-442	25699	-7954	-20392	2064	204	669	21756	5344	-20504	3172	4900	7917	1458	-177	190	253	1
-16692	-3576	28516	8619	17330	4674	-16360	1464	3884	15762	19822	-3	-9152	-5892	72	-21442	9041	1423	-8904	7060	18888	-123	32767	-11536	-24272	916	1636	1850	23854	5784	-23396	3176	11708	7247	-4480	-497	144	248	1
9796	-4632	10204	-1453	21163	589	-32768	19252	3740	27381	13061	-1386	-18108	9988	1416	-7020	2933	7275	-7856	7240	19824	-401	32767	-12337	-32768	-2748	3952	4593	25886	7327	-25532	2132	13024	4355	-9099	-2815	99	227	1
-31652	16344	32767	2094	32767	9567	-19336	6272	-8232	12741	11798	2312	-28100	-20344	5396	10130	204	3359	-16584	12132	22876	-66	32767	-26504	-32768	-2468	3448	8580	26487	9726	-27048	-7776	9956	-38	-12071	-7733	45	205	1
-26756	-11620	20556	5053	12008	9586	-13224	-5932	-11800	-1027	17557	-1377	-20240	-152	160	6704	10039	2110	-23440	10364	21788	4014	32767	-28110	-32580	2528	-1784	10235	26772	9751	-25284	2016	1628	8353	-21313	-8659	28	170	1
