#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-22
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8044	-1020	13168	-121	305	-228	-15744	-932	-4508	441	62	-194	-15888	3336	520	-4	-208	-473	-9044	4832	13100	34	-239	-153	-15996	3736	-4652	-548	419	-43	-16292	-108	-2788	-201	-72	-3	127	130	9
-8124	-1048	13284	-191	294	-286	-15760	-688	-4948	-163	-128	-262	-16476	3964	-176	-428	-132	-164	-9048	4828	12852	-2	-184	-177	-15736	3584	-4880	26	285	-31	-16160	-208	-2664	-145	137	-239	131	127	9
-8204	-1164	13304	-248	328	-347	-15712	-696	-4660	-639	-327	-314	-16240	3264	-48	-718	15	100	-9072	4788	12944	-13	-203	-150	-15728	3604	-4428	663	192	25	-16328	-136	-2392	-38	-11	-366	127	127	9
-8104	-1216	13200	-285	330	-384	-15692	-1148	-4324	-574	-278	-344	-16220	2560	620	-449	5	101	-9040	4848	12992	-5	-215	-191	-15736	3820	-4284	630	283	-63	-15996	-488	-2116	34	-261	-189	145	124	9
-8164	-1288	13216	-290	337	-342	-15648	-972	-3788	69	-113	-374	-16060	2392	828	-89	-29	-21	-9028	4744	13008	-13	-296	-182	-15648	3772	-4620	119	425	-80	-15748	-832	-2548	661	-229	120	150	128	9
-8128	-1320	13132	-253	328	-232	-15588	-1036	-3920	510	74	-429	-16048	2528	268	281	-39	-93	-9068	4808	13068	-61	-258	-201	-15912	3552	-4892	544	296	-37	-16072	-668	-3304	1011	-132	138	137	131	9
-8080	-1064	13264	-175	284	-238	-15500	-1048	-4072	609	189	-474	-16112	2476	260	279	-127	2	-9044	4720	13016	-53	-294	-158	-15668	3372	-4772	1061	163	77	-16080	-960	-2476	1042	-254	110	125	128	9
-8124	-1184	13280	-132	299	-265	-15772	-1112	-4304	659	255	-454	-16092	2564	220	387	-127	58	-8844	5284	12956	-52	-241	-257	-16084	3740	-4604	347	-154	121	-16268	-840	-3188	1465	29	128	126	124	9
-8140	-1192	13148	-96	338	-258	-15972	-1212	-4448	385	314	-313	-16288	2956	-240	642	-29	64	-9056	4468	13088	9	-28	-244	-16108	3548	-5412	-255	-217	128	-16188	-976	-3240	1342	101	-39	128	125	9
-8188	-1184	13036	-59	371	-311	-15672	-1252	-4568	173	214	-303	-16156	3224	-232	415	62	116	-9148	4748	13032	62	-100	-204	-15604	3620	-5040	189	-372	-44	-15908	-452	-2892	1132	278	-262	137	126	9
-8228	-1208	13140	-44	367	-290	-15552	-988	-4848	-243	36	-356	-16324	3336	912	49	-28	288	-9044	4736	13004	115	-108	-179	-15712	3592	-4496	862	-457	149	-16212	-84	-2352	1053	291	-289	134	136	9
-8144	-1196	13228	38	392	-380	-15992	-1024	-4532	-612	-14	-334	-16348	2944	-100	126	168	391	-9024	4752	13000	114	-134	-172	-15904	3788	-4136	686	-329	54	-16276	-20	-2136	1052	281	-264	147	124	9
-8148	-1188	13312	20	455	-365	-15720	-1168	-4332	-442	9	-274	-16128	2824	-40	403	156	453	-8984	4760	12944	77	-118	-198	-15644	3720	-4096	110	-207	22	-16108	-192	-1992	646	127	-8	136	132	9
-8228	-1244	13228	-68	350	-273	-15340	-1352	-4264	225	39	-251	-15768	2532	364	580	114	282	-9068	4620	12896	41	-80	-223	-15700	3388	-4556	-179	-26	6	-15932	-400	-2108	670	99	-2	120	127	9
-8152	-1152	13092	-88	253	-307	-15404	-1172	-4032	563	163	-217	-15752	2392	480	572	84	161	-9020	4772	12940	86	-83	-248	-15964	3628	-4596	-273	-118	40	-16100	-592	-2308	627	210	-126	120	127	9
-8080	-1256	13124	-18	189	-254	-15704	-1084	-3932	107	286	-178	-15780	2572	-2000	1008	146	173	-9036	4704	13028	127	-24	-210	-15804	3516	-4572	-9	-60	58	-16292	-296	-2520	629	278	-165	132	127	9
-8176	-1332	13092	103	193	-266	-15652	-1208	-3984	146	522	-156	-15908	2304	348	859	75	-67	-9096	4708	12944	95	-17	-228	-15700	3608	-4608	43	-41	4	-16112	-36	-2624	416	268	-216	123	126	9
-8104	-1272	13144	202	203	-300	-15620	-1160	-4208	233	578	-167	-16356	2848	48	949	-29	-88	-9012	4764	12968	49	-21	-254	-15752	3840	-4444	-275	-30	33	-16260	16	-2312	145	268	-344	119	125	9
-8084	-1144	13192	326	335	-373	-15928	-988	-4624	103	576	-193	-16236	3432	-516	1046	70	-20	-8972	4788	12856	59	-66	-202	-15780	3668	-4476	-467	120	-98	-16176	4	-2228	12	210	-361	138	124	9
-8236	-1168	13220	324	315	-336	-15660	-1032	-5000	78	412	-228	-16188	3984	-684	690	105	83	-9088	4792	12992	47	-54	-223	-15668	3592	-4412	-641	216	-104	-16308	-440	-2296	-131	172	-340	124	129	9
-8288	-1036	13188	229	289	-397	-15460	-924	-5084	-142	155	-303	-16200	3908	-496	-54	105	230	-9032	4636	13004	87	-1	-266	-15904	3424	-4668	-455	276	-65	-16060	-944	-2368	6	201	-344	120	124	9
