#Activity	walking 
#ActivityID	1 
#Date 10-06-18-21
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-16108	-4108	10432	-3920	-32768	-30130	-11960	3220	-4564	561	-32768	-9787	-10228	-2360	-8864	23335	-12531	-4794	-11188	1916	12144	174	860	-1275	-16648	-2224	-1008	8213	6446	2945	-16112	524	116	11824	14552	5644	118	134	1
-16968	-5052	10720	-5089	-32768	-26871	-13828	4496	-5304	-1452	-32768	-11224	-9060	1184	-9792	26443	-11853	-3793	-11376	2320	12008	132	1035	-908	-17120	-452	-596	5016	6473	2648	-16580	580	528	9645	14287	5483	122	134	1
-19324	-7220	12408	-5019	-32768	-24483	-16860	5196	-6956	-2823	-32768	-12202	-8448	2728	-8912	19295	-9078	-3018	-10868	3124	11748	-333	981	-1453	-16220	-1704	1168	2483	6764	2326	-16932	-1528	3156	7188	14713	5160	122	133	1
-23468	-8148	15676	-4995	-32768	-25386	-20652	7132	-8112	-2382	-32768	-13235	-7608	3424	-6732	9567	-3848	-2326	-11608	3272	11672	-1509	927	-2414	-16092	-140	724	3929	7910	2946	-15580	1024	3876	4068	16790	6138	119	132	1
-27288	-5728	20388	-8042	-32768	-27276	-26376	11888	-9096	-6203	-32768	-13804	-8768	6120	-2884	4136	-563	-1653	-11780	3356	11864	-2762	168	-2090	-16424	120	-168	4812	10147	2869	-14988	504	2260	-1826	15855	8931	124	133	1
-32768	-3848	21260	-12258	-30360	-27708	-31340	11708	-13324	-9358	-32768	-14543	-10004	5936	824	5163	441	-1881	-11372	2284	12604	-2468	-34	-2596	-16208	-604	996	3135	11849	2281	-17168	-372	3292	-2454	12561	7847	121	129	1
-32768	1112	14280	-11938	-29868	-24165	-27792	9668	-17264	-11287	-32768	-13233	-14392	-600	6212	-109	-1916	-3860	-10888	3016	12240	-3022	203	-1888	-16404	-128	2132	1352	13845	1985	-18608	200	5996	1249	9707	5448	120	131	1
-32768	7076	2824	-10599	-29169	-22053	-22792	11384	-21232	-9386	-32768	-10781	-20224	-4572	16748	2015	-5058	-7591	-11960	2600	13024	-2759	996	-3972	-17680	664	-228	836	16025	1080	-17672	448	4976	1594	8614	5199	121	132	1
-32768	6856	336	-10175	-29228	-21896	-15524	9192	-24672	-11050	-22892	-10088	-18312	5596	27792	1348	-3708	-6581	-12312	2312	13444	-2733	2824	-5124	-18568	-1148	-2208	-1245	17238	382	-17632	-392	492	4534	7419	5500	121	132	1
-32768	32767	-28836	-14499	-19302	-13525	-3072	7736	-22416	-10701	-3593	-6156	-13980	6508	32592	-10955	-4844	-265	-11908	2464	14588	-4019	5925	-6252	-19440	-1992	-4024	-1525	17989	358	-17580	1804	-1160	6590	5571	4001	121	129	1
-32768	20520	-26736	-8303	2593	-3882	-6680	2932	-18172	2380	11951	1288	-13772	-1920	21368	-10703	-7626	3226	-12256	300	15920	-4916	11023	-6779	-20400	-4648	-5808	-3189	18364	-353	-19780	3172	-2544	6950	4451	1683	115	127	1
-20016	968	11972	24338	8284	13789	-21704	5760	4344	-2541	17860	6559	-14480	-8988	5696	-8002	-2219	1835	-11624	2160	16976	-6769	15297	-8535	-21940	-3284	-4756	-5476	18131	-383	-20936	2908	-104	6703	2078	-617	116	127	1
10992	-20984	32644	9405	20199	19503	-32768	-3296	24392	6881	8656	99	-19708	-3700	-364	-1246	8751	206	-10216	2736	17700	-7985	20946	-9595	-25052	-3576	-2744	-7193	18146	-997	-24152	1056	6036	5050	-3249	-998	121	129	1
-19004	12836	8916	10374	19742	17627	-1580	20908	-9664	25781	7502	2966	-14932	-1464	6248	12241	6843	1215	-9408	4200	17712	-8839	27136	-11647	-26944	-7352	2976	-2987	20173	233	-22980	-3864	11652	257	-9557	-2731	128	132	1
-13096	-7832	14772	-933	26019	488	-23888	18684	-2160	6118	15960	9246	-14708	8532	3668	20958	8261	2832	-7312	7644	19188	-11117	32767	-18310	-29080	-10848	8976	2136	23203	1800	-20616	-14200	14392	206	-12409	-7415	119	131	1
-25732	544	19316	-486	18391	10525	-22500	5252	-6416	2357	16858	534	-19732	7260	5328	10169	9327	3500	-6292	6832	21988	-14573	32767	-23214	-32768	-19404	15576	11075	26696	2838	-21992	-18052	15356	7168	-15395	-15101	129	129	1
-17288	-18816	9120	-20	14405	6268	-21924	2060	-4412	3658	16076	1884	-20912	-4032	-7152	-4971	13458	1829	-27160	7204	14992	-16302	32767	-32381	-25660	128	-2384	9630	27600	3375	-18880	-6492	7128	13820	-14343	-13959	125	133	1
-11428	-4552	9852	10592	5978	8571	-17480	-5204	-8064	11974	10375	-53	-14840	-10872	-5684	-6566	13628	-4070	-32768	1808	3804	-11483	32767	-32768	-24248	2972	-8392	8123	27714	3669	-21360	5776	-4644	32767	-6784	-12046	129	127	1
-14804	-5528	11768	6185	1392	6323	-15116	7764	-6200	10496	6905	1408	-16276	-3676	-7028	3180	12223	-4767	-32768	5516	18836	-9606	32767	-32768	-22592	5104	-5912	-6444	19208	4654	-30352	3976	-14340	32767	-11929	-1443	128	134	1
