#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-33
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8232	-376	13232	-29	181	-167	-15352	-1900	-5352	-35	-140	-160	-16324	2968	496	-263	-205	-20	-9560	4884	12496	136	-187	-94	-16092	3052	-3832	420	190	49	-16172	-780	-1664	-162	70	-56	124	130	9
-8244	-236	13252	-146	157	24	-15220	-2020	-5392	460	-169	-141	-15972	2980	-392	-251	-165	-105	-9560	5056	12276	127	-185	-45	-16044	3128	-3960	766	118	112	-16004	-508	-1708	-188	129	-156	130	125	9
-8208	-88	13188	-207	114	33	-15444	-1600	-5568	701	-192	-131	-16008	3452	-388	-417	-48	-113	-9528	5048	12312	96	-211	-118	-16048	3372	-3724	692	207	37	-16252	-40	-1444	-351	143	-190	125	129	9
-8144	24	13204	-199	167	-23	-15408	-1316	-5448	257	-227	-152	-15960	3572	-736	-520	-51	-29	-9504	5000	12320	45	-269	-141	-16028	3184	-3564	524	322	3	-16304	-344	-1128	-821	18	-123	127	127	9
-8204	28	13220	-258	193	-124	-15236	-1684	-5536	90	-309	-266	-16196	3672	-336	-631	-144	-122	-9520	5044	12296	9	-263	-174	-15984	3180	-3592	166	493	-33	-16132	-496	-1204	-874	-18	-128	123	128	9
-8248	-24	13204	-298	186	-226	-15272	-1516	-5400	-59	-366	-210	-16024	3488	-1224	-894	59	-53	-9524	4932	12312	8	-313	-135	-16056	3080	-3840	-57	579	-16	-16188	-592	-1352	-945	18	-171	126	133	9
-8108	-188	13232	-212	249	-307	-15436	-1816	-5292	-165	-372	-354	-16044	2480	-248	-1029	11	-69	-9528	4904	12320	-21	-277	-136	-16012	3080	-3848	-229	610	38	-16240	-488	-1576	-1021	84	-271	127	129	9
-8240	-344	13208	-178	295	-329	-15608	-1920	-5116	-321	-225	-316	-16064	2464	-204	-984	112	-47	-9456	5108	12348	31	-208	-205	-16208	3388	-3736	-839	598	-1	-16384	-632	-1868	-1107	94	-314	111	118	9
-8348	-352	13200	-89	306	-231	-15192	-2048	-5252	-265	-208	-272	-15924	2824	-1020	-465	-57	-66	-9588	4880	12392	53	-221	-194	-16100	3260	-4144	-1374	554	-40	-16244	-1012	-1940	-1196	88	-361	124	118	9
-8304	-80	13156	-67	179	-228	-15016	-1784	-5464	-128	-216	-213	-15884	2712	-252	-695	-58	24	-9492	4736	12304	29	-240	-183	-15892	2788	-4328	-793	464	-92	-15920	-1708	-1840	-911	172	-305	128	126	9
