#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-06
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-16568	2464	9016	3743	-222	1647	-14352	-5180	-12364	2549	9924	-3023	-18288	-2808	7428	1293	-5752	-4339	-12520	-868	6244	2008	5561	-1482	-13564	4368	-12352	-1382	-8736	-1177	-14040	4008	9124	5761	11519	-7345	131	119	9
-13300	2148	9644	2445	-2645	-130	-12932	-4980	-11884	2339	9219	-2497	-17896	-3740	7132	2804	-5263	-3765	-13976	2676	2064	1949	6889	-2736	-14908	4004	-11640	-1894	-7538	-1094	-14752	4344	8728	6049	11967	-7641	125	115	9
-11700	1536	8528	508	-4934	-2111	-13788	-5812	-11780	4879	9107	-1480	-18692	-4248	6776	3846	-5335	-4208	-21788	192	7008	692	7477	-4557	-15868	4252	-13120	-1104	-6815	-1326	-16004	5144	9436	5448	11917	-8114	124	123	9
-9880	-792	7836	-490	-5934	-3430	-13220	-5504	-8492	5889	7583	-102	-19624	-3324	6940	4356	-6896	-4768	-21516	-168	8420	967	8923	-5102	-17376	2700	-11820	1598	-6023	-1680	-16988	5292	10292	3985	11676	-8502	126	113	9
-9444	-1032	8648	-559	-6781	-3361	-13540	-5944	-9296	6077	4597	389	-20700	-2136	7448	3932	-8531	-5362	-20896	976	7572	688	9336	-6334	-18552	3912	-10984	3425	-4868	-936	-16660	5176	11912	2646	11887	-8678	123	118	9
-10708	-376	9264	-1153	-7133	-3336	-12048	-3884	-9100	5623	1751	1405	-18420	-520	6556	2769	-10460	-5941	-19700	360	8476	394	9633	-7291	-20292	4800	-10448	2861	-3274	-731	-16616	4844	13600	1619	10634	-8368	118	118	9
-10068	1108	5876	-2352	-9361	-4043	-9036	-4140	-9824	3257	-118	2629	-16872	708	5408	1392	-12028	-6625	-27112	3460	9824	16	11263	-9198	-22136	2376	-8504	3267	-1560	-762	-17672	4536	14748	1474	10011	-8021	103	118	9
-8368	1312	4160	-3846	-12559	-5565	-6076	-3832	-9208	1418	-1797	3586	-14548	-312	4464	964	-12350	-6574	-21868	264	12136	242	11427	-8871	-22368	1284	-7984	4259	681	-339	-17780	5172	15732	715	8909	-7825	117	117	9
-7612	764	6516	-4076	-13311	-5762	-5888	-3048	-6876	781	-4224	4393	-13504	-696	4040	1113	-12400	-6447	-23560	996	9308	118	13171	-10443	-22804	3640	-6968	3417	2328	93	-19080	5224	15376	-306	7480	-7782	111	119	9
-2424	-1036	2700	-4039	-14281	-5791	-5564	-3096	-5100	1196	-7055	5520	-12868	-304	2384	1278	-12803	-6511	-18636	3640	6592	-617	12901	-9528	-22312	3808	-5700	2435	4562	275	-17796	5424	14676	-1037	6417	-7055	118	118	9
-6160	-756	3348	-4970	-16594	-6344	-4144	-3460	-6992	1360	-9308	6012	-9520	1588	2432	849	-12581	-6294	-26896	6324	9604	-852	12719	-10034	-22260	4296	-6240	1483	6505	221	-17512	6872	14220	-2699	5427	-5239	115	118	9
-7628	3460	4076	-5852	-17357	-6062	-1832	-1428	-6772	846	-10512	6079	-6976	2168	1516	-11	-11521	-5375	-29388	1108	7920	-2098	12148	-11342	-21928	6196	-7688	-134	8488	292	-17860	6536	14416	-3729	4589	-3629	143	123	9
-5280	3016	972	-7737	-17562	-7692	-600	-132	-7456	751	-11773	6087	-6092	1372	1692	109	-9665	-4109	-26280	2924	5756	-2956	10741	-10628	-21960	4264	-5844	527	10149	-40	-17120	5788	13840	-3761	3515	-2319	143	121	9
-5424	1504	6312	-11839	-18947	-10881	-2800	1416	-4988	-3436	-12137	7500	-6912	1528	2400	684	-8281	-2607	-32140	3644	7756	-2040	13434	-12292	-22144	4672	-9120	-146	13066	427	-16388	5600	14952	-3591	2342	-474	156	123	9
-8268	8040	-344	-9834	-15800	-8124	-5400	-2848	-8556	-1880	-14188	7689	-6272	1636	2660	-92	-7243	-2160	-18160	748	5116	-5060	11341	-11603	-22880	4064	-5880	2087	14132	875	-17216	2336	12500	-2028	1571	438	111	123	9
-2712	4608	940	-8178	-15540	-8204	-3968	-1036	-5852	-2355	-14721	6368	-4600	2836	3812	-795	-5428	-1692	-28668	10324	7380	-4159	10531	-9991	-20076	2688	-3948	900	14408	1941	-15444	1980	11776	-1964	668	875	139	124	9
-5332	-6468	472	-7059	-12810	-8309	-3668	-808	-5060	-932	-14595	5874	-4376	3316	3976	-1341	-3546	-1087	-18048	712	10592	-5136	10485	-11730	-19752	2688	-7452	-1928	15073	2347	-15480	3188	10540	-1874	117	1782	138	122	9
-10332	-2476	4408	-6991	-11278	-5618	-4312	-1544	-6340	1249	-15132	4412	-3284	4332	3036	-2462	-2122	-529	-23088	-1452	7352	-5217	11508	-10386	-19396	2432	-10732	-1255	15510	1391	-14868	4896	11028	-1653	-505	2451	160	128	9
-8544	5720	1328	-6390	-9866	-4070	-2556	20	-10540	1275	-14737	2565	-3048	3224	3368	-3932	-1013	732	-20532	2620	5944	-4242	9481	-7758	-20288	3212	-9800	1273	16339	1263	-16688	4204	11340	-3490	-1034	3218	110	127	9
-5732	5332	2868	-7895	-7702	-4999	-2328	2716	-8164	-2280	-13895	3096	-3224	2624	3072	-4060	-660	908	-24892	2232	5512	-4168	6757	-6832	-18536	5108	-10268	964	16969	2628	-16600	1456	11700	-3450	-1258	3240	147	125	9
-7956	6076	3788	-7406	-5680	-4272	-6444	-2104	-9532	-3460	-14426	2766	-7236	636	4992	-4483	3233	4081	-25108	2088	9332	-4277	5051	-5883	-18936	2932	-9116	-308	16859	3128	-16580	1164	11392	-2989	-1231	3194	148	126	9
-11988	1248	4888	-5628	-3912	-2967	-9152	-3808	-10596	-2077	-13619	1002	-10392	772	6252	-4829	4381	4831	-22760	2580	9604	-3632	4757	-4029	-20228	1488	-9820	-84	16569	2842	-17424	2876	11392	-2208	-3419	3610	152	128	9
