#Activity	cycling 
#ActivityID	9 
#Date 10-10-12-53
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-14392	-96	10628	138	-388	492	-13980	-1408	-6808	-519	70	367	-14672	-1552	6404	568	-541	571	-14912	-1032	5892	-111	286	541	-4432	2788	-15468	-993	-37	183	-11752	2228	9120	261	277	522	130	125	9
-11248	164	7744	169	699	429	-14044	-2608	-6992	-214	6	523	-13364	-16	6848	132	-582	691	-16736	340	7904	148	-291	268	-5592	2864	-15388	-501	56	63	-13920	3292	8916	132	86	581	136	124	9
-15892	-1952	9324	-217	709	360	-13336	-3564	-7192	-326	23	314	-14700	-984	6436	286	-721	686	-14996	-132	6100	-118	342	463	-5272	2216	-15364	-357	151	69	-12756	2608	8796	174	-96	641	127	127	9
-13020	892	8604	-297	-62	170	-13832	-3220	-8068	-482	52	-328	-14008	-652	6232	175	-628	704	-14012	-852	5796	-226	366	197	-4208	3368	-14732	50	190	155	-13900	4236	8312	88	-63	553	122	127	9
-12780	-948	10744	-301	-1359	39	-13680	-2888	-6068	-889	153	-246	-14588	-912	5648	-421	-474	647	-14480	3216	6876	441	170	837	-4508	3224	-14928	-216	-3	-146	-12428	2596	8448	166	66	583	122	125	9
-14480	296	9528	-491	-1316	-243	-14068	-1904	-7620	-906	-41	148	-15168	-2388	5804	-259	-385	666	-13520	-880	6192	-133	-256	563	-4540	3576	-15424	-876	-140	-42	-12456	2824	9156	417	262	638	126	125	9
-7576	-312	8996	-343	-1339	-300	-14756	-3476	-6416	-609	-298	808	-14044	-1328	7200	-676	-420	709	-17224	-1192	7236	195	-876	589	-5632	3288	-15944	-455	-110	-224	-14736	4324	9296	354	124	721	128	125	9
-10612	-992	8836	-141	-601	283	-15356	-3352	-7320	-271	-226	60	-16040	-2128	7400	-521	-560	631	-17056	1764	7620	310	-604	732	-5732	3184	-16544	-781	-78	-155	-14260	3476	9736	373	-104	903	124	126	9
-15056	-1256	10540	148	24	617	-15936	-3384	-7900	-489	-272	346	-16724	-1820	6736	-195	-528	664	-14528	-2056	6012	-31	-30	750	-5980	3360	-16632	-292	-84	-246	-14612	3436	9816	158	-223	999	127	125	9
-11168	1412	10216	506	-283	556	-15420	-2588	-7296	-424	-234	598	-15192	-1584	6492	-142	-456	574	-15996	-1156	6436	56	427	-111	-5296	4100	-15720	-651	-377	78	-15368	3724	9176	217	-345	799	129	125	9
-11540	-2232	7980	98	-169	-26	-13872	-3308	-7504	-644	-343	582	-15052	-1388	6692	256	-553	583	-16352	1164	6580	175	565	80	-4268	2440	-16640	-873	-226	50	-13420	3064	8676	379	-87	784	125	126	9
-14064	1796	9220	153	47	240	-13568	-3356	-9308	370	109	199	-14736	-752	6120	499	-330	650	-12588	-1420	5072	-53	797	93	-4516	3088	-15360	-221	-329	13	-13292	2844	8916	302	77	721	126	125	9
-13392	196	9200	274	-400	168	-13524	-3384	-7888	354	201	90	-14772	-984	6236	61	-469	680	-18544	968	7756	365	294	235	-4696	2520	-17364	-1423	106	260	-12540	980	8968	341	174	494	129	124	9
-15424	52	8392	100	898	338	-13936	-3672	-8544	-687	60	368	-15032	-1576	6496	179	-266	823	-13208	-1212	6400	-12	216	230	-4264	2256	-15348	417	220	434	-13756	2768	8700	306	183	422	130	126	9
-13256	2464	8960	675	439	1060	-13772	-4440	-7548	-550	25	57	-15088	-1244	6400	256	-251	741	-14128	1676	7164	627	43	655	-4684	3260	-15408	534	247	385	-14708	3644	9052	288	153	253	123	125	9
-15808	864	8740	672	1222	902	-14748	-2484	-8152	163	267	608	-15788	-1844	6240	868	-297	587	-13904	-1320	5712	324	59	406	-5096	3456	-15276	-687	72	501	-13812	2848	9108	109	18	386	119	126	9
-9276	728	8880	957	719	810	-13768	-2284	-6880	-464	178	631	-13684	-912	6448	695	-479	710	-14084	2700	6576	687	861	210	-4308	3376	-15264	-1190	-42	787	-13752	2764	8544	508	-79	357	127	126	9
-17284	-112	9340	592	112	81	-12968	-3468	-8404	95	282	471	-14720	-1424	5880	880	-429	775	-12984	-2492	6048	276	845	-33	-3376	2840	-15112	-491	36	978	-11772	1972	8316	912	101	435	131	125	9
-10444	104	7764	274	-628	-78	-13092	-2868	-6896	-182	633	466	-13388	-408	5368	299	-117	940	-14544	688	7652	977	-131	301	-3860	2204	-15592	-331	238	742	-13168	3228	7848	839	162	334	126	125	9
-14764	-2096	8336	-496	-199	-790	-13068	-2556	-7236	-185	710	559	-14988	-2680	5712	738	-17	913	-14100	-2244	6532	309	168	474	-4772	1820	-15228	-157	238	550	-12488	3008	8884	656	488	191	124	126	9
-8852	-1428	7240	390	238	95	-14284	-3976	-6200	83	-35	317	-14072	-1944	6952	540	92	716	-15660	3272	9152	903	-654	632	-5700	3428	-15120	73	135	448	-14672	4172	9088	334	201	53	127	125	9
-17208	-972	10692	479	352	360	-14500	-4016	-6832	205	88	414	-15900	-2236	6720	628	-149	245	-11220	-2100	5380	479	270	544	-5644	3148	-16052	-381	150	364	-12988	2808	9604	425	-74	358	122	119	9
-8736	468	9416	847	68	433	-14828	-2092	-6572	254	185	560	-14032	-1084	6796	75	-369	144	-15476	1680	8064	940	-98	476	-5676	3476	-14596	56	-155	337	-14180	3376	9444	453	-322	372	126	127	9
-14912	-236	10364	674	169	225	-14284	-3076	-7176	-241	175	761	-14992	-2188	6548	409	-538	290	-14272	-1288	5292	589	899	-105	-4864	2988	-15760	-542	-219	327	-12548	2540	8848	649	-146	443	134	127	9
-15084	-684	10276	254	-587	-586	-13752	-3540	-7328	-206	38	170	-14564	-1276	6140	955	-405	373	-16476	-2404	6152	539	680	-394	-4068	2548	-15484	-604	-226	444	-12660	2848	8600	709	-83	427	121	123	9
-12484	-56	7880	204	-1750	-651	-13568	-4056	-7752	-313	156	21	-14780	-1316	6472	296	-375	320	-15508	1312	7288	1111	73	539	-3900	2480	-16344	71	172	297	-13832	2928	8476	615	286	332	131	126	9
-17088	-1996	10724	406	-1154	-874	-14876	-2644	-6984	108	531	148	-15828	-1900	6092	149	-142	269	-16280	-532	5656	868	107	347	-4532	3236	-16220	659	89	294	-14396	2716	9724	764	200	221	129	127	9
-12544	-688	9784	353	-782	-1220	-15620	-5080	-6804	517	-334	694	-15120	-1668	8184	420	-200	26	-16504	480	7224	992	-795	-138	-6092	2668	-16224	477	-258	487	-15788	3964	9864	750	7	-90	134	122	9
-12888	-2376	9376	538	45	-418	-15600	-5032	-7116	897	-327	610	-16928	-1988	7852	599	-347	-123	-15284	-32	7972	888	-525	119	-5936	2840	-16052	769	-366	381	-14244	2896	9900	469	-84	-140	117	124	9
-14340	788	9524	908	970	-149	-16024	-2416	-8216	478	-358	279	-15372	-1160	7116	571	-540	-449	-16328	496	5732	780	462	-824	-5500	3052	-15772	198	-415	642	-14668	3736	9392	354	-356	-359	133	126	9
-16468	-1176	9812	824	694	-296	-13544	-3808	-7080	-399	-585	308	-13576	-1140	6464	232	-469	-500	-14848	1316	6456	965	924	-1056	-4528	2228	-16096	234	-237	892	-14136	2132	8860	608	-405	-572	124	119	9
