#Activity	walking 
#ActivityID	1 
#Date 09-23-17-58
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-11788	-2808	17500	-2158	-4542	-2358	-12616	3864	-4712	1816	-4654	-1659	-7768	1504	-9944	1688	-1602	-276	-8048	656	14664	-688	-423	-1225	-16592	2008	-2296	686	573	126	-14712	3728	4152	473	2444	-1020	124	113	1
-16048	-3284	19812	-2502	-4702	-3045	-13936	6424	-5080	1704	-5121	-1571	-5736	3096	-10728	2260	-1261	-34	-7768	1264	14528	-888	-889	-1973	-16032	3144	-1944	858	582	219	-14216	1728	72	1012	2694	-704	126	127	1
-18052	-2792	21868	-2655	-4608	-3470	-16760	6832	-5528	1002	-5437	-1501	-3944	4608	-12208	2286	-875	146	-7904	1232	14632	-732	-918	-2377	-15272	1608	-2280	732	634	207	-16512	632	-4720	-113	2076	-281	126	128	1
-21780	-4528	26408	-2460	-4599	-3758	-21736	3144	-6984	587	-5721	-1632	-4256	6152	-12232	1763	-261	119	-7728	1016	14560	-435	-409	-2163	-17048	1280	-2712	320	598	73	-18176	2768	-1280	-1125	1621	-418	127	132	1
-26872	-5988	28764	-2261	-4573	-4113	-27520	1880	-8904	1307	-6074	-1797	-5144	4824	-10176	1092	339	146	-7736	616	14720	-146	433	-1753	-17576	896	-3288	128	787	209	-16552	3344	1024	-809	1656	-498	127	138	1
-32768	-3612	32024	-2307	-4195	-4560	-32768	2624	-13696	1870	-6299	-1460	-5624	2464	-6904	883	466	104	-7744	840	14480	167	1408	-1489	-17864	1640	-1848	-22	925	162	-16400	400	1600	-476	1768	-519	127	138	1
-32768	4064	32767	-2428	-4069	-4715	-32768	-600	-20184	1892	-6159	-1085	-9240	-3440	-2768	958	98	-38	-7880	592	14688	311	2307	-1813	-16704	1976	-160	-34	1078	146	-17416	392	4072	-421	1592	-444	126	140	1
-32768	10488	23544	-2007	-4005	-4226	-32768	744	-23608	2305	-5697	-556	-23096	-5632	12120	1258	-1076	-549	-7968	1792	15000	-166	3235	-2734	-17392	3576	1040	112	1351	176	-18232	2328	6176	98	1447	-269	131	151	1
-32768	25228	3040	-1470	-3064	-3207	-22032	7504	-31008	1668	-4558	-351	-26824	-4832	32767	3118	-1550	-1863	-8072	928	15032	-782	5130	-4027	-21120	1776	-200	-158	1564	181	-20752	1232	4712	439	1400	49	147	150	1
-32768	32767	-22620	-3160	-2088	-1270	-5920	10040	-32768	-1254	-1656	-624	-14800	1872	32767	1773	-257	-734	-7648	624	14928	-942	8367	-4886	-19448	-1232	-2144	-304	1832	206	-17744	416	2128	855	1189	-15	180	145	1
-32768	32767	-32768	-1166	-49	1753	1440	-1544	-31440	-3755	1217	-167	-20408	16448	32272	-592	134	1879	-8456	-888	15056	-1709	12123	-3878	-19592	328	-3448	-352	2117	96	-18896	5688	-1288	762	1135	-432	176	147	1
-32768	27568	4260	2474	582	4086	-16328	-4848	-31672	-1180	2718	382	-14040	12728	1472	-1474	371	1359	-9768	1368	14480	-3481	16866	-3636	-23528	3864	-1720	-540	2321	54	-21536	7400	-832	688	750	-616	136	150	1
-14060	-25752	20600	1692	463	3838	-26080	-2472	24064	-1853	2482	1188	-8144	-2960	-3696	-4368	-107	131	-9600	1512	15040	-6522	21520	-5113	-24416	352	-672	-268	2398	149	-22648	3256	3928	354	262	-635	112	145	1
-5396	-32336	-25944	1140	4552	1984	-32768	14192	13616	1520	1965	106	-17152	-9040	19128	-2689	-2235	-194	-10488	2416	17224	-12621	26571	-7457	-27832	1152	2248	472	2604	161	-25424	4960	9032	369	-447	-595	110	80	1
-30440	21980	32767	1334	5947	507	-21296	1744	-9472	914	2749	512	-28960	-15696	-1728	2875	895	-1417	-11504	3200	15728	-18174	32767	-10747	-32768	184	8888	1091	2740	221	-28656	5728	16240	608	-1772	-569	90	0	1
-8660	4176	32767	783	4344	1648	-23408	6600	-11992	2191	2653	954	-19976	6256	4960	3024	1040	-1472	-14792	3792	18120	-27279	32767	-17281	-32768	-3032	15440	2092	2903	318	-29272	-1600	20968	1840	-3244	-555	134	0	1
-29500	-21720	14720	2879	1278	920	-22008	4016	-11736	1796	2539	915	-19800	28016	-13904	-1401	1587	-627	-27144	-2488	32767	-28863	32767	-23000	-28768	4832	-792	2773	2961	757	-16816	-5576	8424	1464	-3093	-507	134	0	1
-16024	-7444	15196	1770	237	578	-11992	4952	-15640	2788	2095	1	-3688	-3992	-20088	-4836	-144	556	-27648	2712	32767	-12597	32767	-19620	-30976	7080	-1776	3223	3286	530	-22008	336	1440	2455	-1737	269	110	0	1
-8496	-1020	16184	1059	-135	358	-17240	9528	-11912	-396	1897	125	-15544	-28080	-15600	-1831	926	363	-28712	4848	32767	-10567	32767	-18163	-30464	7232	1288	1720	2300	289	-29888	1760	-13040	2294	-887	986	112	20	1
-8836	-3268	14532	526	-204	115	-13328	-3568	-3104	-1408	1353	-112	-24256	-9512	-13256	1501	2050	-803	-6056	4904	18624	-21375	32767	-20291	-24960	4848	2800	61	2019	337	-31560	-2496	-10088	1006	-1814	1176	157	253	1
-7940	-3220	13956	301	-133	53	-21232	-272	-4720	-1093	1171	-68	-24904	6824	-5672	1143	1959	-31	-26544	10440	32767	-9150	21843	-23146	-15136	8048	-19288	-894	1593	688	-27128	-4200	-7576	-92	-2456	1340	164	253	1
-7128	-2848	13716	190	-22	49	-16984	2368	-2896	-382	813	83	-16216	3056	-232	-210	1955	471	-16440	21864	32767	6978	-6377	-7613	-16688	-2504	-5208	593	1105	-185	-27560	-4536	-4176	-526	-2869	1471	140	254	1
-7496	-2096	13856	138	56	-22	-16608	1000	-3400	325	563	148	-15624	240	-64	-52	1865	645	-4008	16776	18416	7335	-15491	4500	-15536	-4840	1776	1539	212	-115	-23800	-4920	-5312	-179	-2885	1692	132	253	1
-7668	-2788	13572	84	108	-84	-17344	648	-3672	861	449	-34	-15976	2344	-96	35	1824	910	280	8704	10336	3734	-16733	9292	-8752	1264	840	1883	-535	-47	-23312	-2592	-4792	-170	-2918	1698	138	253	1
-7928	-3096	13616	54	134	-120	-16976	208	-3752	920	406	14	-15168	1568	-680	-256	1874	688	-880	3296	13216	3611	-17609	9531	-6808	5256	-1152	951	-1347	286	-17600	-3256	-3960	-145	-2833	1645	140	253	1
-7888	-3204	13704	36	138	-127	-15808	872	-2152	431	444	50	-16480	-592	-624	-634	1876	459	-2344	496	15912	6225	-20645	7605	-7544	6680	-1496	-333	-1934	341	-17184	-3296	-3920	156	-2118	1726	134	253	1
-7792	-3340	13580	40	123	-91	-15584	1128	-1664	322	454	18	-15088	-2800	1056	-809	1921	402	-3680	816	17160	9878	-23938	6281	-8384	1784	-1760	-1381	-2564	225	-16752	-1864	-5760	108	-2227	1447	124	253	1
-7892	-3576	13552	87	72	-9	-15224	-2120	-624	-1328	612	-8	-14080	-3904	920	-738	1906	298	-6352	1496	18392	11411	-28054	6585	-8960	-704	-2240	-1742	-3114	102	-14840	-400	-6432	-66	-2078	1297	117	253	1
-7888	-3360	13528	178	-10	77	-15376	-4712	-288	-854	637	-38	-14224	-3072	728	-479	1976	255	-8576	896	19528	12724	-32517	8376	-10264	-1656	-3080	-1595	-3582	21	-12688	272	-7232	-18	-2007	1274	125	253	1
-7936	-3016	13680	199	-54	98	-15496	-3048	-992	54	588	23	-13080	-1816	2104	-259	2120	245	-10136	-56	19560	14923	-32768	10954	-11632	-1600	-3304	-1369	-3975	-92	-12896	-80	-7512	-351	-1864	1168	123	253	1
-7896	-2740	13612	162	-42	69	-15816	48	-1808	626	618	149	-14688	-1256	6736	-134	2745	292	-12040	-1344	20024	16299	-32768	13168	-11848	-472	-3152	-1675	-4407	-215	-10200	-1320	-9024	-849	-1788	916	128	247	1
-7904	-2456	13632	119	-33	40	-15520	1608	-2024	448	692	186	-14696	-3608	4776	-816	2690	531	-15840	-3096	23944	17283	-32768	14787	-12744	424	-5808	-2356	-4942	-457	-8160	-3272	-9608	-1386	-1774	586	126	230	1
-7744	-2172	13712	152	-90	42	-14448	1176	-1904	-103	828	106	-16296	-1688	-3000	-1058	2530	288	-17560	-5216	23488	18023	-32768	15485	-14016	-768	-5320	-2670	-5255	-932	-6472	-5520	-11112	-1905	-1623	341	128	228	1
-7488	-3168	13548	205	-117	110	-15392	-1280	-1152	-318	914	-7	-18752	2160	-5448	312	1682	-10	-16768	-7480	16744	19296	-32768	14885	-20264	-1968	-5264	-2650	-5570	-1265	-5984	-6008	-11128	-2054	-1339	240	131	219	1
-7432	-2980	13540	238	-78	175	-16864	-1880	-2288	250	966	27	-16016	-3560	-928	1160	1321	37	-24392	-9512	29880	16388	-32768	12306	-24928	1128	-12216	-1958	-5768	-1354	-6632	-5816	-7968	-2011	-985	77	132	217	1
-7452	-2236	13812	235	-39	182	-17040	552	-3848	782	964	122	-14960	-6520	296	531	1639	234	-30608	-11232	32767	21227	-32768	11787	-27424	1872	-13408	-1179	-5692	-1600	-3920	-4584	-5048	-1619	-797	61	130	218	1
