#Activity	walking 
#ActivityID	1 
#Date 10-07-18-01
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-13488	-16584	14572	5465	24258	32583	-29776	-1356	-348	-8920	22819	9752	-23588	3208	6004	-3249	-7037	1056	-15196	6752	10900	1513	16019	-11312	-15112	-2948	-6204	-3262	16642	7311	-20832	-18320	-9064	-32768	12144	645	113	107	1
-27080	-21760	15780	4726	29665	32767	-26456	-2940	-1808	-4795	22646	12036	-21616	-7228	-632	-10899	-15333	-3597	-9532	5992	10852	-15192	6125	-10585	-22292	17900	-5964	-3266	15487	14927	-5112	-7140	-1200	8968	6558	-6201	142	123	1
-23756	-19880	14128	10147	23760	32767	-30092	-1460	-4692	-9165	23183	10227	-22932	-8616	-2652	1115	-20229	-8752	-15392	7144	11648	-7921	312	-6189	-15596	1668	-6064	-7528	11089	4681	-17592	14216	-10512	32767	3219	21	139	122	1
-19228	-27616	15128	15684	21063	32767	-26228	288	-6288	467	16141	11336	-28036	-164	-6892	8726	-24569	-12129	-12376	2508	13592	-6054	-738	-5168	-15628	-2156	-5748	1650	5989	5524	-15656	18696	2384	843	9895	18483	126	114	1
-25120	-1336	19188	24347	16759	32767	-20364	2204	-9912	9208	10488	9660	-28468	7448	-5312	14060	-25680	-10006	-10196	1152	14616	-1863	-391	-2201	-17632	360	-6248	1070	8974	5386	-18320	708	-692	-7345	12614	7100	96	98	1
-13572	-16036	19616	-647	-8449	15911	-14276	11116	-19112	873	10318	9595	-26320	8164	-3552	10305	-24185	-7315	-10260	3208	13516	-328	967	-935	-17480	876	-3900	-1885	9974	5413	-16904	-7316	2660	-4011	8790	-4525	130	114	1
-2888	-17044	7540	-6236	-12147	1715	-10800	12016	-5572	-11054	3335	3261	-25148	6936	-4872	2029	-23750	-7990	-10284	4264	12680	503	1802	-639	-16148	-2144	-1768	-248	7508	5210	-13804	1148	3228	5087	10944	-5385	122	113	1
1984	-13660	4704	6411	-6981	-4457	-7304	6420	-7716	-13762	-3503	-2130	-21528	6524	-4868	-4110	-21647	-9179	-10524	4880	12104	627	1788	-774	-15400	860	-1352	5918	6257	3155	-15220	8696	1220	3907	12688	1131	132	117	1
460	-5744	5556	6240	-2054	-14665	-6864	4804	-7252	-6219	-8708	-3375	-17692	4564	-6068	-9222	-18769	-9803	-10724	4968	11912	211	1272	-1442	-15712	2112	-1508	8666	7779	4033	-14980	7184	964	887	12100	1291	127	111	1
-2220	-7872	6720	519	-2894	-22591	-4444	2784	-9320	393	-15903	-4441	-15804	2368	-6388	-11255	-17038	-10385	-10636	4060	12568	-168	911	-1405	-17576	2540	-3116	4094	6931	3582	-15692	3304	1604	-2269	12141	247	127	116	1
-5032	-7020	7628	-2051	-8493	-26694	-4392	4064	-9028	7578	-21899	-7136	-13448	1784	-7144	-6074	-14106	-9301	-10864	3688	12780	152	1376	-763	-16312	-544	-2992	-295	6012	2451	-17552	-44	2380	-1617	11622	-936	114	109	1
-6256	-4480	8740	-7045	-14388	-29702	-4108	4764	-9296	9890	-26714	-9819	-13288	1892	-7564	-6331	-12192	-7004	-10932	4068	12420	382	1520	-473	-15600	508	-2976	1636	5737	2353	-15704	572	2232	2761	14976	39	125	119	1
-7768	-3784	8984	-13376	-19537	-31101	-4868	5460	-8820	9909	-31770	-12146	-11636	500	-7020	-1397	-10058	-4555	-10784	4192	12308	473	1533	-434	-15524	1228	-2828	3655	6406	2882	-14676	1692	1620	9175	18341	2388	116	112	1
-10484	-4788	9676	-17794	-22831	-30593	-6252	6660	-7780	7876	-32768	-13060	-11420	292	-6860	-81	-9709	-3968	-10696	4324	12304	599	1687	-590	-16568	1584	-3060	3850	6407	3260	-14444	3572	1892	11885	21824	1669	107	106	1
-13416	-5756	10888	-19981	-24452	-29656	-7464	9460	-9400	1126	-32768	-14250	-8128	3692	-7768	12193	-7941	1244	-11004	4164	12268	733	2092	-729	-16428	848	-3452	3171	5788	2863	-16080	4280	404	10510	20424	-828	110	108	1
-16428	-6836	12800	-21001	-25069	-30415	-8336	8980	-10168	-7345	-32768	-15551	-6364	4720	-8196	15534	-6330	2686	-10784	4300	12272	1263	2724	-1013	-16412	1376	-3700	3363	5757	2905	-16684	6236	-2836	8001	16492	-2536	112	110	1
-18620	-8124	15016	-21380	-24086	-32225	-11204	7032	-10924	-10835	-32768	-17291	-5576	5872	-8260	13952	-4513	3846	-11016	4216	12224	1822	3224	-1606	-15772	672	-3648	3510	5645	3172	-15768	5520	-4264	4912	14707	-1035	113	110	1
-23132	-10744	17800	-21662	-22513	-32768	-15296	6884	-12364	-10396	-32768	-19023	-6768	6020	-7068	5946	-1626	2773	-10860	4160	12088	1753	3566	-2096	-15864	944	-3304	3624	5982	3201	-14820	2164	-1580	693	13553	-168	119	115	1
-31520	-15976	19388	-19892	-23041	-32768	-20376	6224	-11532	-10850	-32768	-21423	-8656	4864	-2520	851	-59	2811	-11200	3844	12000	768	4239	-2064	-15900	672	-2952	2485	6463	3073	-16176	1700	1328	-3249	12073	-17	112	109	1
-32768	-10240	19640	-15198	-20362	-32768	-23852	3368	-13108	-6030	-32768	-21481	-12624	-1064	2248	-892	-2057	727	-11012	4236	12112	466	5050	-2024	-16492	736	-928	1108	7571	2899	-17012	1952	3580	-2804	10968	-72	117	112	1
-32768	-496	13520	-15456	-13361	-32768	-23668	-1640	-9428	1122	-32768	-11272	-22088	-8248	12664	2204	-4612	-3795	-11312	4480	11728	-279	5805	-2563	-16204	1380	948	-923	8947	2846	-16460	3540	4928	-446	9928	-144	112	105	1
-32768	9152	-784	-8131	-7817	-32768	-17856	5456	-9744	12029	-27315	-8978	-22544	-9048	27664	5154	7015	-5418	-11364	5244	12080	-842	6951	-3426	-16240	1492	1144	-1285	9275	2850	-17284	3492	4548	-7	7555	601	137	119	1
-32768	32767	-7208	-11128	5002	-26208	-16048	8652	-8948	14490	-25487	-8206	-23176	-5972	32767	8102	-753	2256	-11760	4888	12184	-1580	9144	-4692	-17908	1512	-820	-1348	14030	3273	-17100	2672	3544	2425	5203	86	118	106	1
-32768	29216	-8300	-7589	8596	-9502	-1796	-5604	-5092	-4522	13928	683	-17820	-5012	19848	4873	-1337	1861	-12608	3688	12384	-2501	13114	-5468	-18560	676	-2340	19	15488	3829	-17780	4212	764	8412	4566	-1573	111	105	1
-32768	8256	-2368	15131	10395	14091	-13616	-6988	-13364	7804	25341	4852	-15964	-3316	8788	-1763	3450	-1205	-12896	4620	12672	-2525	16957	-7548	-19680	-1268	-2328	3634	17288	4038	-19652	2568	12	10499	3999	-1283	122	110	1
-32768	7228	-1600	17342	10731	16215	-32768	2084	32767	-5175	13370	3258	-7840	-840	-1268	-6751	7559	-7315	-12452	4260	13696	-4265	21099	-10588	-22072	172	136	5624	19419	4544	-19676	2048	1256	10251	3829	-1167	104	98	1
1976	-540	10684	21912	30147	32767	-20688	5848	-1856	14049	3801	-3301	-19112	10148	-4592	-6787	13713	2673	-14492	6716	12804	-5274	27107	-14327	-22524	-5496	2804	5568	21101	5298	-21984	2156	11144	15174	-3263	-1360	145	123	1
-16200	2088	21540	4399	24938	10626	-11056	14140	-4884	19222	12211	9965	-32768	-5404	6716	32767	-7109	-172	-14288	4932	14292	-8795	31652	-19965	-24692	-3616	4176	3699	24498	6339	-19656	-4312	12812	5473	-12806	-3047	128	115	1
-17352	-1444	17916	-5825	13083	15471	-22072	15252	-6612	-1818	19332	5281	-15936	9772	7940	19964	3580	-101	-20700	3244	16276	-9483	32767	-24370	-24264	-1672	2756	4237	27961	7218	-21844	4476	10880	12433	-14572	-3721	118	114	1
-31260	-32768	-15072	2640	11677	2606	-19620	-7576	-16504	-12004	18363	-2702	-10888	16192	-12436	-16005	12852	5008	-24244	9804	16528	-9313	32767	-30209	-28468	3428	-1544	2552	30450	7520	-20068	10052	-1052	10416	-18608	597	73	79	1
-13968	-8688	6460	6374	2763	9023	-15136	-16392	-11680	16651	12688	1996	-16140	-13672	-16996	-24950	19982	-2316	-32768	17884	26096	-5293	32767	-32768	-26804	6340	-4660	2561	28107	5029	-27244	8992	-1668	-5823	-24514	4583	110	107	1
-11452	-6828	11152	5431	772	6213	-17644	7508	-11408	27565	4239	5884	-14232	-18408	-7000	3022	11701	-6412	-5512	23800	19684	-16437	31903	-32768	-23580	5860	-7196	-1084	18638	1529	-30524	2584	-6668	-14292	-27149	5694	137	128	1
-10940	-6976	11420	5342	187	4013	-14984	10600	-5428	1038	5760	37	-19664	3744	-2328	12887	9263	-577	-32768	8636	32767	-17772	14476	-32768	-16084	6860	-14152	-1077	-16949	8033	-29292	-1784	-7008	-12690	-27688	4185	126	115	1
-10128	-6796	11300	1970	339	1400	-16540	6832	-2752	-9496	9990	-837	-17680	10080	1472	9755	7434	5596	-20596	6072	30116	6666	-19931	-27125	-9464	-6076	-14408	-3747	11312	-5833	-28712	-2992	-3876	-4943	-29605	2282	147	127	1
-9700	-8420	9860	-3	917	140	-17516	-1884	-3412	-7517	9173	-987	-15820	4736	900	970	9028	6556	-6672	8888	11676	24452	-25294	-14968	-7720	-3736	-14044	11466	1357	-4508	-25992	-204	-4292	1050	-26423	4259	153	131	1
-9488	-10136	8264	-111	942	81	-18544	-7692	-2500	8800	5253	2951	-14740	-3176	-652	-7043	12098	4138	-3188	15556	4840	19360	-23841	-4420	-6896	-888	-12768	15020	-5194	-5684	-23780	928	-4528	395	-27508	5111	149	134	1
-9500	-10184	8080	928	424	766	-16960	336	-2576	12754	3084	2089	-14756	-6320	-1876	-6493	11565	2186	-1664	13196	3112	6730	-20862	6777	-6656	-408	-12616	12344	-16221	-2712	-19496	-1076	-5288	2562	-24564	5154	142	130	1
-9408	-9736	8408	1897	-406	1386	-14880	6692	-2204	-5022	5656	1511	-16520	-4260	-1648	1475	9157	1410	-1912	5524	6796	7947	-14853	20216	-4424	2780	-13240	5247	-20455	-4416	-15640	284	-5160	4152	-20074	4240	129	117	1
-9400	-9028	9004	2058	-478	1409	-15604	3628	-2564	-15773	8107	-21	-17304	3000	-1032	3141	9428	1536	-6248	3456	8932	15410	-10732	30602	-4688	888	-11068	-1166	-25012	-4787	-13188	1536	-4936	1449	-18928	3889	113	108	1
-9696	-8720	9352	1480	-44	1168	-17716	-3136	-2904	-9559	6597	-267	-15656	6416	-792	-5031	12675	2057	-10568	2832	10516	16045	-12751	32767	-5224	4	-10632	-4232	-28707	-6178	-11564	1112	-5744	-3631	-16234	2934	125	113	1
-9888	-8692	9352	844	290	778	-17300	-2228	-3580	3361	4170	1713	-14080	2272	-1708	-13200	17174	3622	-12780	-1016	12272	15178	-17378	32767	-4360	-1232	-10776	-2348	-32768	-4684	-9668	-4	-5460	-6853	-13442	-224	105	103	1
-9784	-8916	9080	339	432	553	-16100	3852	-4224	3274	3458	2224	-13488	-2664	-1112	-12597	20961	5573	-15560	-4468	12944	17390	-22559	30227	-4632	-52	-10424	-1021	-32768	-6125	-8716	-536	-5500	-10734	-10820	-2354	109	105	1
-9744	-8816	9144	57	483	561	-15308	4452	-4888	-5102	4672	951	-17212	-1636	-1860	-4719	19656	5509	-15912	-4584	12776	18945	-27264	24158	-5804	176	-11180	1368	-32768	-6695	-7056	16	-5964	-12206	-9617	-3500	127	114	1
-9772	-8728	9100	-306	629	543	-16548	2228	-3048	-8678	5370	-331	-17292	-2868	-8544	4146	16233	5104	-15444	-3580	12580	19981	-28896	19660	-6812	-464	-12116	5822	-32768	-7053	-6232	164	-6488	-11660	-5052	-3596	132	118	1
-9680	-8380	9440	-804	1026	531	-17328	-24	-596	-5254	4688	378	-16008	-4696	-7392	4785	10855	6667	-18316	-1744	14396	21262	-27641	18092	-9144	712	-13716	10603	-32768	-7184	-6476	-456	-6640	-8184	-661	-3572	141	123	1
-9640	-8528	9180	-1276	1597	275	-16124	-1380	1556	137	5162	2229	-16516	-3284	140	8669	6419	7856	-25132	792	15736	21143	-26617	20528	-13272	3420	-14528	8199	-32768	-7322	-7860	-936	-6340	-3933	3313	-3410	134	119	1
-9760	-9476	8528	-1150	1782	538	-15292	-2468	2028	2655	7131	2974	-17348	-1164	6168	12890	5367	5524	-31400	-672	15936	17661	-24250	24781	-18488	4860	-15344	6378	-32768	-7973	-10384	1876	-1812	3325	4300	-2548	130	116	1
-9672	-10320	8348	-830	1286	1777	-17004	-2584	324	3212	10242	3945	-18300	3324	6324	10359	5434	2289	-32768	-9524	16048	17647	-21366	29032	-21444	8644	-13584	2457	-32768	-8983	-15760	6292	4976	12785	5188	363	114	107	1
-9976	-10256	8904	-1089	555	3857	-17384	-1980	-688	4512	11705	4903	-16856	3764	3504	-14	6830	30	-32768	-16088	10784	19060	-19275	30444	-24204	5972	-11424	-1601	-32371	-11742	-21140	4848	15064	19569	4624	4894	115	107	1
-9220	-10688	10712	-1153	852	6083	-17992	-616	-2484	4166	13564	5270	-17104	2308	536	-8639	6213	-380	-32768	-16772	8764	18381	-18979	29933	-18332	1484	-10432	-2027	-21140	-7538	-23376	6296	24444	11103	10401	12585	126	114	1
-10576	-9068	10708	1341	6322	7670	-18888	2844	-1160	1116	14448	7230	-17388	2096	392	-9247	6090	-323	-32768	-32768	-19504	8615	-9596	9319	-10672	844	-2360	8523	-4441	209	-20060	10300	30820	3251	8859	11560	132	117	1
-10288	-8660	11560	1316	8661	7948	-16604	-1700	-1164	2754	16059	8199	-16424	-4136	-1824	-11314	2282	1473	-32768	-32764	-18800	13496	3848	-4836	-9164	12140	-6444	3407	11064	9937	-14076	668	21308	1349	8368	-1919	141	122	1
-10668	-9792	11216	1441	10845	9238	-18756	-16	-2972	3853	17504	9648	-18624	-6280	-1604	-8644	-673	2086	1372	22064	32767	-17485	-475	-12742	-22040	-15208	14880	-13608	11399	7177	-10000	1864	1760	-2794	12080	-2516	111	107	1
-10896	-11540	11456	1541	14086	12841	-20912	2304	-3124	-4126	19429	9751	-20472	-3400	3580	-5735	-6487	1402	3860	9880	412	-22450	11279	-15951	-21484	5800	5620	-24364	1826	3669	-15412	4576	1608	1385	18448	1566	104	102	1
-11256	-15260	10500	3405	16009	20095	-22672	2896	2652	-7510	21770	8396	-17948	3520	9264	-3427	-10369	1448	-12720	-7344	20576	-12653	18325	-7805	-10220	-14832	-1264	-24593	-2620	5607	-24528	16212	11252	-26108	-440	5708	117	109	1
-12240	-13836	14112	5264	20035	26671	-22388	3736	1480	-8688	24680	8695	-17412	9072	9476	-1083	-8820	925	-14708	-11060	24296	-2057	18412	-9453	-20572	-12896	-3880	-11768	9911	5125	-25848	-10776	12828	-32768	-4036	171	111	106	1
-13632	-14944	15572	3514	25836	32403	-26428	1808	-1344	-5604	24555	10917	-22704	-1176	2116	-15436	-10684	-3298	-15092	-8308	22444	-949	17630	-10202	-15984	-184	-320	808	12410	8378	-14236	-29096	980	-12110	12679	-4271	122	112	1
-27504	-26680	14400	6175	26963	32767	-25964	-1388	-7532	-5441	26053	12201	-20368	-7928	-2376	-12253	-16724	-8103	-9316	14152	3700	-11172	5573	-6520	-22124	17648	480	-2618	13358	11534	-12180	6232	-1572	29568	8288	-2757	158	131	1
-21696	-21640	17276	11752	23875	32767	-29188	-3452	-8988	704	23061	12833	-26584	-10268	-6968	741	-20655	-13443	-14120	7788	10272	-8584	1335	-6493	-15420	5752	-2740	-9471	10560	4448	-14252	28972	-9756	29401	7449	10803	119	111	1
-4560	-23220	15888	14185	24223	32767	-23164	1060	-8644	16586	14699	15961	-30276	-2308	-8116	13434	-24719	-14111	-13168	2852	13400	-8077	-729	-6246	-16220	164	-4072	-5840	5411	3353	-16164	14412	-396	-13584	6474	11825	85	92	1
-26820	-16984	16456	24590	21285	32767	-14756	5488	-18172	17407	4979	10646	-29164	5636	-7248	15457	-25491	-9279	-10568	708	14704	-2881	-446	-2243	-16876	-3160	-5580	-3882	8552	4895	-19192	-2100	696	-17232	9054	963	127	116	1
-14276	-11516	19604	11302	-9389	12047	-7420	9288	-18872	4656	5697	9937	-24276	7196	-3592	8261	-22152	-6508	-11012	3068	13376	-1449	239	-1338	-16904	496	-2268	818	7962	5952	-15532	-5756	848	-8177	9102	-4380	142	122	1
-1328	-10436	7708	-944	-16315	-1285	-10284	10092	-7048	-6071	233	4786	-24776	3424	-5604	73	-21278	-7847	-10540	4300	12436	-1068	225	-1161	-16268	2340	-520	791	7961	4402	-13472	2708	2168	897	9304	-2297	111	104	1
2640	-10572	3700	2810	-13101	-4289	-7104	3280	-8728	-14866	-9036	1594	-21472	1108	-7272	-4217	-18138	-9112	-10468	4692	12368	-1318	-287	-1771	-15528	1396	368	2981	7302	3660	-15340	5904	1460	2554	9091	1406	107	104	1
