#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-16
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8192	-2432	11144	-193	-331	-1591	-15968	-956	-4468	2385	-94	-564	-14656	-308	7356	1231	104	-866	-15320	-36	5080	728	2143	-1184	-3820	4548	-15008	99	-514	0	-13212	3060	7088	96	-710	-107	125	127	9
-11408	-2716	11692	-1028	-715	-2164	-15864	-880	-4680	907	-63	-135	-14908	-236	7212	49	-155	-1100	-15472	-164	4088	707	1120	-1767	-3000	4340	-14580	-340	-392	580	-13236	2972	6548	419	-524	-503	128	126	9
-8744	-3724	10168	-857	925	-1646	-15284	-1596	-3408	-950	-382	-382	-14912	-888	6976	-360	-260	-551	-16040	-1568	4104	700	-632	-1464	-2568	3056	-16032	1059	54	694	-12756	4360	6372	458	-13	-731	129	126	9
-8988	-1664	11340	172	2106	-401	-14920	-1572	-4044	-593	-934	-1022	-14320	-1616	6516	30	-274	-100	-14604	-2304	4224	1168	-1502	-462	-4592	3492	-15040	1619	433	302	-13536	4680	7188	127	485	-539	128	127	9
-10060	-208	11592	-278	1836	-723	-14616	-1620	-4312	-274	-627	-764	-14264	-2592	6496	989	-322	-196	-13864	-784	4492	1159	-1483	-66	-6492	3836	-13944	242	259	114	-14436	3836	8388	76	296	-297	127	126	9
-10808	-2104	13212	-675	1019	-1430	-15496	-2696	-3308	192	-158	-194	-14220	-2108	6756	1386	-504	-575	-13264	216	4876	867	-1192	-422	-6476	3784	-14328	-136	-189	441	-14128	3348	8800	585	-132	-248	124	126	9
-10912	-2164	12488	-545	280	-1612	-16020	-3436	-4360	1850	-37	-426	-14520	-1652	7164	1001	-563	-953	-16816	-440	5092	325	-398	-1419	-4940	3628	-16988	-170	0	850	-13884	3516	8244	1304	-322	-261	124	127	9
-11448	112	10532	-546	-991	-1117	-15648	-3284	-5996	2355	427	-738	-15228	-664	6512	432	-88	-1046	-18768	2224	4272	442	-338	-1136	-3872	3932	-17736	1201	358	997	-14444	4428	7388	1483	95	-355	126	127	9
-8284	2136	9484	-632	-1189	-827	-15656	-1584	-6276	1128	879	-586	-15988	-864	5124	144	332	-287	-13608	-372	5240	792	-1128	-482	-4640	3784	-15496	1512	259	743	-15256	5380	7340	888	586	-616	129	127	9
-6308	100	10360	-702	-67	-852	-14940	-344	-4316	-1083	299	289	-15260	-2328	5764	1109	615	463	-15492	-1112	5520	452	-1607	-258	-6188	4384	-16220	-542	63	234	-15284	5576	8656	503	592	-531	128	126	9
-13188	-1752	12684	-739	40	-1137	-15460	-2312	-4628	-1805	-222	13	-15416	-1996	7144	2076	239	54	-14056	-996	4896	188	-1070	-233	-7340	3988	-16268	-174	23	150	-15344	4788	9156	594	213	-157	126	127	9
-13512	-2752	11664	-629	-188	-1114	-16500	-3528	-5272	732	439	-77	-15568	-288	7344	1274	-6	-488	-14944	-84	5368	-120	-327	-649	-6256	3732	-15964	494	-24	276	-15168	4560	8900	618	-49	-215	129	127	9
-11472	-2756	11516	977	1330	324	-16848	-2576	-4552	3219	825	-293	-16360	-232	6472	959	-15	-696	-16304	664	3560	-126	511	-688	-5744	3708	-15628	993	-109	388	-14840	5336	8084	-18	-22	-484	133	126	9
-13680	-1116	12208	1245	2258	520	-15140	528	-5840	1620	555	33	-15280	220	6272	1189	-171	-188	-16688	296	4552	-324	428	-749	-5568	3720	-14488	371	-296	432	-14340	4792	7504	-483	85	-532	128	126	9
-14596	176	14648	477	1476	99	-13432	-548	-5784	-1823	327	384	-14144	404	6112	955	-236	358	-17532	1752	5588	-163	557	-309	-5552	3992	-15132	-303	61	79	-14016	3160	7252	-448	224	-149	126	126	9
-9776	-436	13472	-112	496	-318	-14356	-2728	-4156	-1730	369	-245	-13516	416	5636	517	201	434	-16428	2444	5656	83	-109	255	-5388	3144	-14840	124	175	-77	-13112	2012	7784	181	217	82	121	126	9
-7600	-436	11652	-394	120	-746	-14520	-2812	-3652	300	8	-115	-12876	-156	6192	-195	537	263	-14532	2284	5948	-20	-29	-2	-5580	3368	-14788	180	49	113	-12276	2676	8056	349	157	-84	122	127	9
-5820	1348	11164	-644	-926	-522	-14324	-2076	-4360	1046	-253	-266	-13716	-640	6520	-436	369	11	-14384	936	5140	44	-255	-281	-4948	3808	-15852	435	215	523	-12752	3816	7988	307	111	-240	124	126	9
-4980	1352	10024	-590	-2243	-414	-15332	-1500	-4876	349	103	-480	-14628	-900	6080	-774	329	348	-13028	692	5348	121	-152	86	-5712	3668	-15116	813	269	361	-14044	5492	8156	10	179	-149	127	126	9
-4352	-352	8032	-305	-980	89	-15784	-564	-4332	-144	55	-263	-15064	-2364	6620	-526	373	679	-16580	1436	6836	228	-184	129	-5804	5048	-16060	-719	327	191	-15028	5972	8496	32	38	61	127	127	9
-2260	1744	8472	9	-560	13	-15964	-644	-3156	-2062	-227	369	-15360	-2156	7248	228	231	749	-16796	-216	3712	118	-22	-390	-6884	3692	-15484	-905	370	183	-15116	5152	8244	128	-163	386	125	127	9
-16464	-5832	13756	-383	1484	-800	-15588	-4352	-3132	-1403	-42	-91	-15552	-1368	7464	569	-47	475	-16844	148	4160	96	77	-173	-5972	2728	-14744	438	207	-226	-14332	4452	7484	-121	-161	408	125	127	9
-13844	-1464	18024	304	444	-39	-15696	-2928	-3284	1689	728	-579	-15072	-920	6972	174	95	60	-16060	2116	3800	334	287	106	-5492	4460	-14044	982	22	-196	-13524	2824	7252	-417	0	248	128	126	9
-10332	80	16132	668	-93	-252	-16324	-1004	-3532	977	637	138	-14248	-788	7020	-544	87	-124	-17412	2052	5424	116	-232	-14	-4564	4488	-14772	-211	214	71	-12776	2028	7364	-24	242	216	126	126	9
-6028	604	13104	-305	-736	-783	-16036	-1284	-3688	-1151	66	464	-14096	-972	6616	-683	127	142	-14784	264	6176	-69	-369	-349	-5372	3024	-15236	-471	186	15	-13500	1964	7304	328	337	326	126	126	9
-5076	1268	11184	-407	-988	-481	-15580	-3072	-3652	-1029	-281	-166	-14500	-1416	7084	-468	142	349	-15084	1504	6464	12	-573	43	-5300	3088	-15660	226	227	-165	-13644	3292	7856	536	295	270	127	126	9
-3804	2040	11608	115	-786	236	-16256	-2032	-3784	993	-158	-325	-15172	-1664	7672	-396	-69	105	-16412	1348	5848	82	-705	72	-5384	4496	-16728	190	289	172	-14748	3936	8180	349	154	196	127	126	9
-3848	980	9656	968	994	719	-17868	-576	-4168	1221	-452	189	-16060	-1524	7248	25	-173	104	-14024	-160	5540	127	-478	-39	-5880	3940	-15812	165	134	425	-15324	4268	8372	294	17	142	128	126	9
-10116	-1508	11008	936	1961	360	-16524	-1020	-4640	-614	-558	457	-15716	-1620	7476	526	-502	234	-14376	-644	5256	210	83	-479	-6000	3828	-15240	-534	-108	474	-14980	4332	8176	180	-129	160	127	126	9
-14344	-2488	13148	873	1990	245	-15124	-2528	-4552	-365	-237	89	-15164	-1080	7176	1115	-720	374	-17252	-408	5128	188	575	-641	-5064	3052	-16000	-872	-209	550	-14260	3884	7724	347	-230	121	127	125	9
-15004	-2252	13264	295	1288	-207	-15156	-2676	-4216	673	309	-164	-14752	-636	6316	1293	-666	209	-16936	-1864	4300	415	438	-490	-4620	2872	-15632	-243	-216	572	-14088	3076	7176	336	-213	41	125	126	9
-16244	-1260	14008	167	714	-561	-14416	-2472	-5128	395	283	-67	-14388	-236	5988	832	-433	187	-17368	-36	3824	931	-205	303	-4052	3296	-14436	973	-54	604	-13920	3324	6876	435	109	-224	125	125	9
-12780	-776	14036	-290	-447	-767	-13740	-1676	-4240	-347	419	-16	-13364	-356	6000	387	-104	377	-16692	1776	3724	1037	-129	422	-5380	3864	-13744	270	-89	640	-13516	2180	7048	563	237	-284	126	125	9
-12008	-564	13388	-567	-913	-1029	-13844	-2456	-3984	-465	359	-44	-13388	-624	6032	468	20	490	-15852	2484	5488	883	-801	489	-5460	3620	-13752	84	14	811	-12168	2284	7392	867	435	-144	125	126	9
-7236	896	11948	-335	-680	-698	-14732	-2040	-3636	-303	-4	95	-13344	-1204	6788	434	-211	263	-16848	1548	5976	620	-417	143	-5544	3800	-15944	-285	376	696	-13576	3620	7768	811	273	3	125	127	9
-5428	1708	10168	-130	-592	-413	-15508	-2868	-4176	529	-47	-31	-14568	-2220	6684	503	-122	153	-14068	1320	6332	570	-614	360	-6180	3672	-16708	290	493	653	-14436	4804	8080	439	-68	174	127	126	9
-5240	1364	11356	-352	-1505	-533	-16368	-2020	-4900	1004	471	402	-15328	-2660	6484	592	39	-65	-17612	2528	5444	934	-710	805	-5896	4788	-15784	892	149	496	-14848	4800	8192	455	-132	306	125	126	9
-4724	524	10476	-392	-1630	-768	-16876	-2240	-4768	1020	432	769	-15540	-1952	6404	933	107	-167	-13460	344	5056	166	-270	-130	-5464	4608	-15708	-443	-43	282	-14752	5104	8172	570	5	405	126	126	9
-11524	-3996	11156	-430	-2150	-1279	-16068	-3204	-5044	592	261	633	-15784	-856	6456	895	86	-36	-13596	-1128	4852	93	2	-712	-5336	3700	-15700	-575	-269	318	-14568	4680	7808	625	55	356	127	125	9
-15628	-2612	13260	-883	-3532	-1628	-14736	-3464	-5356	1080	414	-2	-14988	-1132	6376	765	293	174	-16684	-1092	4744	155	221	-820	-5028	3392	-16028	-240	-227	206	-14532	4248	7752	559	40	284	129	125	9
-13784	-1652	12316	-1494	-4172	-1946	-14880	-1548	-4316	846	854	-57	-15140	-1596	6612	1016	456	101	-19952	-632	5228	385	-735	-289	-4520	3612	-17076	-87	-11	244	-14192	3060	8252	621	100	200	128	126	9
-12772	-4884	13244	-564	-1814	-1734	-16684	-1652	-3156	-139	340	354	-15576	-696	7184	772	338	-75	-15972	-232	5072	924	-1530	563	-5712	3320	-15724	887	184	293	-15372	3772	8360	402	230	23	126	125	9
-12856	-3232	15508	768	11	-750	-17216	-1624	-3216	53	-20	389	-15636	-516	7868	470	-90	-64	-16488	1560	4032	998	-136	-50	-7020	4180	-15492	-31	-113	528	-15960	3212	8648	473	-179	-109	129	124	9
