#Activity	walking 
#ActivityID	1 
#Date 09-24-16-55
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-24512	-968	24352	-7561	-32768	-10545	-25076	4204	-6388	-4551	-32768	9210	-2832	-424	-11808	13389	-14979	-4340	-9580	3980	12872	-987	-692	-1482	-15776	2180	-3804	5285	2677	1955	-13328	2376	-1700	9328	18405	4276	123	131	1
-27588	-2624	23996	-14706	-32768	-9117	-29868	3276	-8256	-8348	-32768	9528	-3408	944	-6840	12017	-13008	-5321	-9104	3564	13676	-968	-345	-1703	-16056	568	-1664	7858	3604	2090	-22764	3508	-2400	9297	14507	2055	126	126	1
-32768	-10784	25244	-16394	-32768	-10627	-32768	536	-12368	-11461	-32768	8344	-11196	3812	6848	11079	-16122	-640	-8924	3760	13888	-836	1032	-1660	-15108	2536	4	6624	5982	2107	-21900	5440	1936	2149	6252	677	127	122	1
-32768	-11908	12700	-8699	-32768	-15209	-32768	-3752	-21320	-10911	-32768	5941	-19760	5036	19164	6849	-14672	2536	-9140	4196	13876	-813	2461	-1584	-15836	5576	392	2190	8878	1435	-18112	7720	8576	-469	7642	1632	122	124	1
-32768	-3124	-3460	-7229	-28094	-16767	-24592	-6408	-28172	-10942	-32768	1441	-16508	8064	24456	-2746	-13463	774	-8772	3840	14456	-658	4257	-2469	-16360	3736	340	147	11625	784	-16960	6448	7992	2067	12847	2124	127	133	1
-32768	6492	-21264	-11157	-22828	-9208	-13212	-11052	-32196	-15330	-18407	-4446	-9780	16996	31008	-5775	-1709	1806	-8780	3812	15424	46	7630	-2985	-18024	3636	-464	-467	14628	-64	-20488	3700	6024	3005	13051	1555	134	140	1
-32768	14336	-30452	-9145	-9478	2407	-7168	-8280	-32072	-11664	1673	-8140	-15384	12472	25832	3717	2519	-3395	-8812	3688	16800	521	13375	-3450	-21052	1504	-1400	-1352	17486	-563	-22880	2200	4952	3222	10077	1256	125	145	1
-32768	10468	-18396	420	3878	10533	-10868	-8540	-31900	-2393	16752	-7303	-13400	-412	14496	1249	-225	-8640	-8944	4324	17352	589	21245	-4110	-22588	-396	-1104	254	20267	-513	-23592	-52	6164	2106	6037	705	125	148	1
-22384	-8712	-32	32767	18124	8944	-18824	676	-19676	15117	26266	-13991	-13480	-4012	7276	-794	12368	-12397	-8544	3620	17592	971	30748	-4712	-23380	-2916	-1464	1044	23245	-202	-24692	-548	8808	1813	1533	89	139	154	1
29380	11748	32767	17249	29719	-16967	-32768	32767	27520	32767	24539	10930	-16500	-14840	-5520	5628	17197	-17482	-7288	4680	19508	2558	32767	-4623	-32572	-4684	1348	4712	26047	-667	-29548	836	14036	-234	-7613	-723	125	155	1
-32768	32767	17752	1686	29396	9299	-18984	7940	-22696	32767	7982	4768	-14492	5140	17836	31501	2240	2872	-7544	14900	18864	1093	32767	-9893	-32768	-10052	7880	12693	25801	519	-31804	-2560	23892	-3162	-22971	-4138	138	153	1
-12892	-19636	13620	-2084	16907	13373	-22884	17336	-6692	9963	23491	-4098	-19232	22688	-16984	21612	7676	-1040	-19364	19100	18888	695	32767	-24560	-32768	6088	8516	21415	25037	1541	-21840	-12360	19196	-9004	-20575	-12166	121	159	1
-11768	-5184	14112	5640	22238	4671	-15460	-12032	-6268	6146	18612	-9314	-17596	9364	-9568	-17769	6549	2064	-32768	10572	19832	-5516	32767	-32768	-26508	20072	-10212	7815	27920	2362	-21804	3076	-872	13675	-9866	-4198	129	150	1
-20484	-13820	13676	7921	11516	9474	-15380	-4128	-11804	-3844	15970	-5730	-10468	-8108	-10216	-18091	7592	-1831	-32768	20460	27420	-7508	32767	-32768	-28044	8620	-8740	1757	24954	1616	-29012	15972	-15092	17851	-12080	-2562	128	156	1
-12580	7020	19328	6863	2897	5645	-23468	7672	-11280	-7954	14858	-5594	-27644	-4476	-8412	-11292	12749	-7288	-20368	15880	27640	1427	32767	-27272	-24716	4076	-9052	-5248	20821	937	-32116	7140	-11112	863	-18682	-421	103	136	1
-10360	-1612	14744	3367	2108	1998	-21620	-4352	-7020	-9068	12246	-2878	-20160	-3328	-5796	-4246	13490	-2179	-32768	21040	32767	16999	3994	-11155	-17708	5068	-14072	-4044	14137	-325	-26700	3324	-5180	-2119	-22226	2507	108	122	1
-9024	-3140	13940	900	2064	553	-15960	-2540	-6016	4503	7828	-2436	-18160	1868	-5264	4122	13419	-1308	-3508	26432	25692	10238	-22129	-1865	-15924	-696	-3344	8092	3994	-972	-27768	4288	-8384	-4373	-22301	604	121	114	1
