#Activity	walking 
#ActivityID	1 
#Date 10-20-15-40
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-26880	32767	14308	3778	5996	5015	-32768	-32744	-18880	5868	2652	-1317	-32768	-32768	24120	-1209	1093	-681	-2408	12192	21176	220	5857	-4041	-32768	-4128	14656	2582	3919	-536	-27496	-14552	23032	-2149	-1723	-803	23	11	1
-32768	-10668	24764	1452	3490	2586	-14880	28576	-27304	5084	4254	1509	-25720	15328	-7552	4496	741	452	-32768	13424	23440	169	8430	-5523	-32768	10768	-6584	2485	4121	-454	-17720	2024	3200	5098	-2094	-811	17	16	1
-12952	17456	26192	1647	1638	1111	-23360	-9568	-20952	1481	3289	-1208	-9408	20808	-14704	2571	2142	-1080	-32768	28976	31720	797	7725	-5332	-32768	20144	-3072	1021	4258	-1224	-32768	19352	-21584	4481	-1640	-291	52	48	1
-16904	17984	30352	1344	1364	1020	-9824	10488	-16072	-478	2580	-809	-3096	12496	-21864	-531	1035	974	-24320	32767	32767	-353	4987	-5644	-32288	11432	-9720	-798	2888	-558	-29184	4672	-17008	1480	-2851	950	181	186	1
-11084	-4808	14540	124	188	115	-14200	-2640	-18336	-2448	2118	-835	-23016	2336	-20536	-1590	1591	317	-32768	32767	32767	58	-1103	-1546	-17320	-1672	-25048	-1719	2463	-519	-32768	3104	-10104	-922	-3657	1179	193	196	1
-8436	-7068	13064	-31	128	7	-19712	-7424	-11152	-3086	1419	-1082	-18760	-10744	-12896	-1572	1910	-427	8576	27424	18984	-468	-4091	1347	-15304	776	-504	599	336	-852	-32768	-2744	-14376	-912	-2955	644	180	179	1
-7628	-5524	13992	-30	178	74	-18736	-12840	-7704	-1160	1004	-464	-20248	-8024	-8592	152	2052	554	13256	17160	11648	-79	-3968	2130	-12088	-1184	-576	777	-1268	250	-24976	-5800	-16720	-114	-2970	683	168	178	1
-8408	-4760	14028	-154	235	54	-15016	-4184	-6640	406	1007	50	-18720	2352	-5352	436	2338	759	7968	15752	12624	286	-4140	2472	-5392	1712	-3384	617	-2459	402	-23144	-2984	-15112	99	-3448	668	170	175	1
-7944	-5324	13860	-179	294	48	-17832	-4080	-4648	259	927	25	-14872	-2392	-2768	131	2325	302	1064	12144	12064	746	-4618	2798	-5008	1392	-3848	332	-3621	827	-13104	-744	-17336	-766	-3055	227	160	147	1
-7852	-6400	13400	-109	332	106	-16448	-2696	-4256	-197	726	-150	-16288	-768	-3096	258	2369	286	-4024	9432	11832	1356	-5126	3276	-7080	-368	-5656	-173	-4423	1155	-8440	-2296	-15776	-1150	-2839	221	148	137	1
-8060	-5648	13552	-79	417	169	-14440	-2856	-4512	-846	616	-208	-17416	3056	-3288	-178	2340	235	-6480	9704	12072	1657	-5472	3704	-6336	-2400	-5848	-151	-5061	1405	-6368	-792	-15632	-1351	-2187	219	143	140	1
-8092	-5516	13708	-79	424	178	-14872	-3448	-4664	-874	608	-198	-16256	2560	-2984	-610	2316	250	-9072	9192	14704	1505	-5598	3903	-8496	-1688	-6776	8	-5749	1597	-3312	664	-15296	-1249	-1666	216	142	135	1
-8528	-4748	13628	-60	533	296	-16496	-2376	-4520	-469	567	-97	-12928	928	-1464	-719	2020	584	-14360	7688	19184	1913	-5648	4064	-11992	-3488	-8984	-111	-6321	1857	336	288	-16264	-1811	-1201	78	140	133	1
-10780	-8508	13060	-142	542	402	-13000	-2888	1400	-775	1037	1126	-15072	520	-1088	-856	1991	685	-21000	10216	24040	2224	-5796	4232	-15128	-6496	-11416	-43	-6700	1964	2512	656	-15848	-2554	-842	-180	127	123	1
-9184	-4624	12736	-145	655	278	-15048	-960	-3872	-524	761	163	-15824	184	2472	-702	2290	514	-26064	10096	26264	2494	-5786	4345	-20104	-4104	-12072	365	-6889	1947	832	136	-13728	-2281	-858	-257	125	125	1
-9352	-5656	12204	-145	611	325	-15544	-3720	-3008	-682	762	-85	-13048	-1272	776	-718	2655	442	-32768	17864	28536	1917	-5445	4621	-29256	-1024	-16952	-148	-7015	2229	-2600	-2080	-6344	-948	-1121	-75	129	147	1
-9460	-6032	11896	-99	602	424	-13520	-2752	-1432	-982	904	-163	-16520	-784	48	-840	2074	502	-32768	12008	23456	1580	-4974	5023	-29128	-5592	-19896	-824	-6513	2021	-4272	-2456	40	-368	-1198	99	145	147	1
-9240	-5600	13096	-48	670	500	-14264	-3688	-384	-1180	1185	-189	-21104	-2232	6352	-729	1738	525	-32768	2552	12472	1526	-3760	5111	-22456	-672	-20240	-2398	-5647	1396	-11408	872	4232	-694	-1376	532	139	143	1
-9392	-5504	13524	-75	897	548	-18128	-3552	1456	-1077	1563	-107	-20760	-640	10760	-971	2063	300	-32768	-5744	2232	252	-2209	5212	-20168	-2704	-27512	-2814	-4002	419	-32768	-1816	23576	-1747	-4132	477	135	142	1
-9352	-5376	13692	-73	945	560	-17568	-2880	3440	-815	2039	20	-19056	336	12416	-1072	2110	174	-32768	-23008	-15456	-443	-832	4030	-7416	-1440	-32768	-2640	-2436	-169	-32160	-21336	16424	-1039	-2217	580	97	93	1
-9088	-4648	15852	-75	1976	714	-18368	-3224	3640	-217	2652	122	-24320	-2352	12192	-747	1328	135	-32768	-26568	-16032	173	12	1422	2704	-1584	-32768	-2202	246	-195	-8680	2096	26976	-1472	199	-296	81	48	1
-8876	-4656	17024	-110	2813	875	-20864	-2776	1472	436	3212	137	-25744	-5128	12184	-315	524	257	-32768	-19232	-10680	576	539	-457	-2832	-7168	-32768	215	2629	143	-16480	-8048	5568	-1894	2158	-573	45	36	1
-7620	-8448	18424	-129	3899	1308	-26784	-1680	3016	444	3619	16	-25720	-5144	12328	-236	386	268	-32768	-3856	-840	626	1069	-1464	-11360	3216	-27584	1504	4164	37	-12424	-14976	-10328	-2468	205	-228	55	49	1
-5120	-11772	19924	-381	5236	2374	-32768	768	5608	-232	3890	-343	-26072	-3856	32767	584	-2052	271	32767	27960	18832	-2260	2426	-1988	-32768	4568	32767	3619	2369	-729	8000	22504	-32768	4303	3378	553	113	117	1
-732	-14932	21992	-858	7193	4082	-32768	2904	13736	-1939	3922	-686	-23752	3712	-216	678	-172	530	-32768	-32496	32767	-3860	5393	-4981	-27184	12856	-32768	-5555	1875	1288	-32768	30400	25864	-3451	-1452	1726	181	201	1
-24164	-10776	22568	-1426	9432	5647	-32768	2680	15520	-2336	3873	-704	-29864	13856	17072	-1912	-1346	904	-32768	24056	27664	-2466	3628	-2013	-14408	-23072	-22128	-3452	4289	-3009	-32768	-32768	-16080	-3845	982	1395	173	215	1
