#Activity	cycling  
#ActivityID	9  
#Date 10-10-13-46
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	-32768	-32768	-1013	-2075	2173	-16508	-2152	-2920	-3972	-1816	999	-15640	-2036	6964	-2924	-2174	1855	-14108	-1236	7968	-1728	-33	2436	-8464	1116	-14496	-2526	-1676	-2355	-13512	1792	9544	-1257	-57	3388	141	125	9
-32768	-32768	-32768	-121	-524	2355	-14916	-2772	-4380	-3002	-1616	701	-13960	-2688	6172	-2387	-1984	1666	-15196	216	7524	-1304	56	2261	-7500	924	-14284	-2648	-1238	-1894	-12200	820	9600	-1101	-300	2921	138	123	9
-32768	-32768	-32768	-342	-278	1928	-14248	-4100	-4256	-2695	-625	419	-14572	-2532	4032	-2149	-1869	1378	-15828	-720	6792	-783	367	1931	-7400	648	-14156	-2101	-851	-1446	-11836	876	9276	-881	-369	2628	127	122	9
-32768	-32768	-32768	-306	-593	1515	-14616	-3960	-2764	-1990	-114	595	-14632	-3016	2648	-1478	-1608	1255	-14476	-1036	5376	-576	492	1383	-6924	544	-14380	-2209	-594	-981	-11796	864	9172	-491	-296	2194	122	124	9
-32768	-32768	-32768	-445	-1529	1017	-13720	-4312	-3144	-1747	-348	747	-14416	-3360	2520	-536	-1263	1006	-14264	-1664	6032	-463	1066	957	-6656	604	-15108	-1914	-45	-521	-11996	1076	8888	-470	-255	2086	125	125	9
-32768	-32768	-32768	-831	-2883	281	-13996	-3232	-3292	-343	9	967	-14372	-3096	3416	364	-861	721	-14628	-1432	5800	-130	516	824	-7216	1372	-15164	-1100	105	-66	-13120	1680	9452	22	33	1341	125	124	9
-32768	-32768	-32768	-232	-1693	-288	-14992	-3064	-2904	438	-61	1368	-14884	-3052	5144	1292	-771	477	-13936	-1124	7748	-194	60	446	-8472	1348	-15572	-1092	126	226	-13932	2104	10244	504	-34	1140	133	124	9
-32768	-32768	-32768	-44	-1497	-451	-16308	-3016	-2912	1388	237	1282	-15680	-2244	5632	1875	-668	42	-13476	-532	8216	-148	-152	131	-9064	1060	-14864	-192	-198	237	-13552	2580	10140	886	-64	1006	127	124	9
-32768	-32768	-32768	682	-122	-330	-16560	-3348	-3256	1346	-49	1182	-15772	-920	5588	1874	-723	-253	-14556	736	8532	14	-322	-176	-9052	1100	-14216	100	-334	246	-12208	1828	10064	1002	19	728	129	123	9
-32768	-32768	-32768	429	-202	-618	-15160	-2224	-3464	1096	-496	824	-14596	-200	5520	1161	-756	-492	-13464	4	7964	226	-150	-336	-7676	492	-13524	266	-643	193	-11376	1036	9900	1204	314	286	126	125	9
