#Activity	walking 
#ActivityID	1 
#Date 09-09-17-58
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9632	-1596	15712	-246	3869	181	-21824	-1168	984	-1356	2818	920	-21528	-1488	9816	-1505	40	199	-32768	32767	32767	-3318	1009	-2069	-29920	-2416	32767	4982	3179	-1235	-8816	9184	5864	341	1147	-440	111	200	1
-8680	-4380	16756	-389	5103	179	-25104	-1632	3800	-1869	2910	950	-24872	-1488	21432	-1439	-1454	212	15456	11592	-20872	2043	5208	-3049	-14128	3048	-25280	-1183	536	1185	-21288	-2632	1144	-263	1883	259	97	152	1
-4332	-7724	19004	-350	7375	235	-32768	-4072	10976	-2504	2862	1198	-16560	-4328	18464	-2077	-1411	471	-18560	32767	-4072	-768	3850	-2052	-3176	13720	520	-134	2776	-243	-29640	-5408	26352	-494	-729	134	144	51	1
-15532	-10976	13952	-860	9311	867	-28008	-7248	9072	-2619	2863	1262	-14280	-616	6736	-1859	167	1129	-32768	23400	-10608	-2435	4050	-2128	-32768	-2016	-32768	-4227	2515	-830	-27040	25760	7240	469	2325	564	226	111	1
-32768	-6760	11988	-791	8638	2093	-22800	-18624	-13040	-1326	3499	1383	-22752	-9280	-3856	-2166	393	375	-24464	-176	13056	-903	1401	-1436	-21744	-10096	-18320	-5328	2408	-2022	-21456	-4056	-21848	-1446	1584	834	253	89	1
-32768	-19512	23544	246	7716	3607	-32768	-8168	-1488	-1438	3087	1035	-32768	-1224	-13368	-820	-474	-583	-14856	4976	12416	-473	216	-814	-8568	-14432	-19344	-2141	2431	-784	-5456	-12512	-19880	373	1308	235	112	204	1
-24288	-16856	32767	-78	7062	3682	-30960	-7760	2984	-1857	2345	709	-32768	4896	-7184	667	-2353	-1199	-13024	4656	10136	-164	-83	-423	-7872	-8448	-14584	1421	2302	411	-5768	1768	-11712	1054	775	-551	125	128	1
-32768	-17520	24576	-1587	3601	1181	-15408	-4112	-31808	1950	1599	637	-31248	-3080	-6248	1428	-3365	-568	-13032	3832	11232	120	-163	-311	-22144	-1408	-9584	2736	1797	277	-21264	9856	-12576	363	1982	-154	73	20	1
-29500	-21832	29948	-731	-3711	-784	-17056	5720	-9344	1034	1208	427	-32768	11224	-11400	1674	-3000	-559	-12808	5184	10200	145	18	-207	-22016	4504	-8664	1271	1373	-22	-22448	816	-8440	-78	1565	117	86	70	1
520	-10896	21448	-51	-4407	-721	-17928	-2640	-680	-2588	-671	-218	-30672	12576	-14800	41	-2538	-894	-12624	5752	10272	10	19	-222	-17360	4272	-5184	-575	717	-32	-19936	2024	-3376	37	1722	-154	0	116	1
