#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-32
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-14936	3984	11208	5187	9247	6719	-20040	-3908	-3764	-2332	9035	-1315	-16568	-3408	11176	3912	3803	2806	-8912	-120	3400	1376	-14271	7541	-2528	2204	-6784	-1331	-12428	-2025	-3816	636	4508	745	-7198	3694	117	119	9
-16712	5364	11048	6379	8840	7470	-19768	-4288	-4392	1135	10629	-1902	-16204	-1560	10824	3836	3303	1778	-7720	60	1492	1612	-13839	6737	-2616	1952	-7544	-1787	-12491	-2335	-3332	1204	4412	1194	-5027	3522	118	145	9
-17320	7584	5784	7757	8789	7993	-21244	-8240	3384	-2522	4434	-2990	-16252	-1136	11384	3054	2632	1324	-8996	1316	1552	2175	-16165	8345	-2836	1480	-6084	386	-12477	-2471	-2752	712	4696	1610	-3072	3029	121	140	9
-18292	6816	14756	5669	8795	6744	-21404	-928	-3552	-6069	8937	-2971	-16648	-1152	10440	1921	2610	1330	-8304	-148	3712	2046	-14773	7152	-2772	1248	-7428	-182	-12226	-2377	-3164	1372	4876	1566	-1293	2219	121	126	9
-24016	1772	13236	5973	10356	6677	-20964	-2400	-3644	-8536	10193	-3274	-16572	-1348	10064	1657	2022	844	-10080	1788	2000	2735	-14595	7771	-4216	920	-6832	338	-12278	-2615	-3916	644	6368	1936	665	1675	126	138	9
-13444	6424	10188	4932	9501	6119	-21008	-2788	-5448	-6064	11503	-1778	-16924	-1000	8504	1302	1892	28	-5460	-2052	3276	3329	-14219	7465	-4320	860	-8132	-421	-12201	-2727	-5196	572	6772	2115	2012	991	125	137	9
-27092	632	14052	6364	10830	6334	-18836	-4372	-5376	-5113	14021	-1791	-17080	396	8168	1554	1308	-499	-9236	1892	4772	2737	-11866	6767	-7212	1072	-6992	1600	-12212	-1915	-4880	568	7484	2290	3281	188	129	125	9
-14400	6116	7264	6294	9037	6290	-19000	-3444	-6128	-4632	14120	-1783	-17180	1668	7264	886	1058	-293	-5144	-928	3092	2164	-10342	5521	-8232	1528	-7404	969	-11983	-1397	-5924	1328	7476	2498	4520	-632	127	122	9
-26604	5752	11876	5592	6282	4300	-16736	-4212	-7768	-1412	15620	-3376	-17172	260	7476	436	1140	-343	-9840	1068	5992	1273	-7751	4214	-9040	884	-7964	-544	-11865	-999	-6484	1016	8360	2556	5453	-1332	127	129	9
-18296	5240	11032	5068	5141	3967	-18236	-2068	-11840	-2009	16857	-3654	-18212	-904	7332	1168	1042	-328	-9192	-2392	5128	1297	-5620	2750	-9600	356	-10104	-1632	-11171	-839	-7512	2392	8732	2924	6521	-2031	125	112	9
