#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-29
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-13088	2576	8400	1115	8662	1607	-14416	-5208	-8164	-156	-6686	1035	-14292	-4172	7488	-3724	4292	6237	-18288	852	8824	-2825	-13104	2244	-14484	2664	-10768	3253	10687	2338	-14392	5320	8892	-3222	-7066	2925	127	127	9
-13684	1060	11140	1592	7807	2343	-14120	-4904	-7324	-557	-5377	662	-13372	-3596	8804	-2914	5253	5951	-10816	1856	7944	-1686	-13083	3424	-14792	1312	-10580	1869	9904	1317	-14812	5056	9968	-3834	-6742	3262	123	129	9
-14380	2228	11260	3445	8306	3449	-14828	-3876	-7708	21	-4558	569	-14076	-1912	6940	-3311	6515	6182	-8572	1904	10740	-214	-8797	4332	-15656	292	-8836	863	8211	-48	-15668	5280	10296	-3866	-7162	3479	127	127	9
-14760	3800	9632	3671	7498	4132	-15624	-4760	-8536	-1599	-4489	336	-15300	-1904	7072	-2863	6357	5735	-11388	564	9228	1221	-5793	4453	-14836	1708	-8184	-64	6254	-1016	-15640	4632	10500	-4283	-7608	3956	92	128	9
-12144	108	10156	3624	6060	4501	-14972	-4444	-5788	-2102	-3172	-11	-14812	-2896	7956	-3049	6242	6394	-14496	1516	8344	1602	-6502	4628	-12996	3464	-12636	-2009	5444	-1135	-14896	4136	10580	-4221	-8022	4564	109	130	9
-15044	1336	10156	4577	8555	4780	-15140	-3984	-5180	-2054	-3164	-56	-16384	-4280	9896	-2749	6910	6395	-10380	1792	7808	1524	-6285	4446	-12772	3600	-12484	-1791	5319	-1194	-16492	3768	10076	-4214	-9082	4449	116	129	9
-13416	16	14564	5210	10756	5398	-21080	-3864	-4816	82	-2148	-355	-18688	-3644	9332	-1075	6839	5958	-12376	2264	7280	525	-8606	3548	-11796	3868	-12328	-1181	2469	-973	-17508	4268	9588	-3830	-10093	4515	134	127	9
-17480	3692	13748	4501	10301	4569	-20136	-2396	-5824	-2309	-1089	116	-18036	-3100	9012	-1398	6345	5683	-11288	2948	7932	-625	-9244	3244	-11564	3260	-11312	-599	-204	-1526	-18488	3436	9940	-3622	-11146	4549	124	123	9
-13840	4556	10972	4142	10281	4220	-17764	-3736	-5576	-3598	-647	631	-16248	-3484	7604	-2090	6298	6124	-10868	2332	7040	-51	-10616	3324	-11344	2896	-11404	91	-2786	-1918	-16524	3132	9648	-3584	-11968	4723	122	122	9
-19836	-176	14048	4199	9298	3809	-16908	-6624	-3792	-3315	154	157	-16616	-5092	8492	-1261	6312	5907	-11012	2636	9440	-690	-11532	3268	-10088	1732	-12140	775	-4624	-2160	-16424	2864	9444	-3407	-12201	4766	133	128	9
-14000	2720	9572	5018	9323	5010	-18916	-6620	-4272	690	1221	-241	-17932	-5668	8084	48	6016	5784	-11080	108	5772	1203	-13336	4562	-8608	1412	-11452	1744	-5755	-3103	-12528	2980	9060	-3070	-11991	4747	128	119	9
-17636	2688	12384	5543	9829	5433	-21020	-4152	-2596	1234	2451	97	-18704	-5124	11096	920	5170	4858	-9916	2036	6836	594	-12819	4865	-7692	2196	-10488	664	-7700	-3609	-12624	2668	7752	-3204	-11791	4584	125	119	9
-16828	4152	10252	6570	11780	5723	-22188	-2520	-4244	-650	3602	-324	-19248	-5080	12376	1620	4483	3835	-7080	320	3332	843	-11857	4410	-6532	2112	-9640	-791	-9129	-4014	-11652	1232	6732	-3192	-11498	4805	123	114	9
-19488	4756	12612	6464	12833	5697	-22384	-2172	-3592	-1927	5260	-694	-19988	-3756	11520	2005	3944	3474	-7996	1132	5288	5	-13103	4198	-4920	2176	-9268	222	-10466	-4318	-9936	692	5732	-2269	-10217	4746	112	102	9
-21264	8920	9920	6398	13916	6029	-21620	-2392	-5660	-1855	6478	-785	-19172	-4188	12176	3205	2952	3275	-10136	980	1556	-515	-14512	3804	-2944	2368	-9668	284	-11002	-3815	-7148	-436	5072	-1224	-8670	4420	121	122	9
-14908	3668	10264	4441	13331	4304	-21800	-2392	-4764	-2619	8503	-841	-18396	-4064	9684	5586	2122	2639	-8052	-948	4496	-727	-17811	3667	-2544	1152	-8208	1519	-11693	-3460	-5252	156	4980	-146	-7064	3423	128	165	9
-21824	3628	9628	5098	15298	5516	-19060	-5564	-3232	-1802	8815	-1191	-15908	-2868	8224	6053	1661	1726	-8136	-660	2392	-159	-18022	4395	-3408	336	-7216	364	-11944	-3391	-4636	1012	4768	90	-5247	2497	121	101	9
-13920	6940	7032	6202	13890	6219	-16400	-3468	-4688	-636	9220	-1160	-14640	-1240	7764	4998	1434	164	-7892	-2168	5072	39	-17208	4267	-4192	972	-8064	-1254	-11895	-3613	-5832	1156	5440	-344	-3735	1961	131	135	9
-21672	5460	9124	6219	14202	7700	-15884	-3260	-5780	-2985	10210	-1849	-14816	-68	8664	3928	1094	-651	-6592	-1392	3480	1482	-16714	4405	-4744	316	-8348	-1679	-12083	-3608	-5520	408	6200	-29	-2333	1146	124	78	9
-20820	1252	7336	4754	11420	6767	-16568	-3232	-5956	-8969	6709	-4950	-14860	-596	8736	3136	1717	-225	-8296	-2928	5888	2314	-16967	3589	-5616	-1060	-9036	-471	-12573	-3349	-5184	-172	6204	-283	-927	318	123	145	9
-14612	4616	9388	4950	11184	5495	-17208	-4116	-6552	-9075	9303	-3222	-14996	-1352	7988	2101	2458	339	-7732	-2352	5504	2615	-16963	3542	-5064	-1736	-7956	4180	-12719	-3278	-5004	-676	6060	-292	769	-632	119	150	9
-25480	5096	7844	5197	9868	4786	-18488	-5872	-6652	-3050	11515	-3025	-16720	-2028	9352	2433	2330	-325	-9684	-3148	5916	4704	-17737	3792	-5296	-760	-9180	5266	-12521	-2302	-5580	-956	6636	329	2234	-1352	122	113	9
-18044	8756	10660	5444	5102	3801	-19084	-5936	-10792	1278	13369	-2665	-18472	-788	8064	2902	2648	-1588	-9256	-1180	8004	5359	-17906	5388	-7416	-92	-8976	5643	-11654	-1922	-7032	-28	7100	869	3438	-1858	126	120	9
-24732	2540	7256	4567	2386	2448	-19864	-5048	-8928	2670	15344	-3824	-17780	628	7560	2959	2217	-1940	-6676	1160	6988	4599	-17056	5038	-10152	1088	-7068	1998	-12168	-1841	-7932	1592	7760	1574	4587	-2281	128	106	9
-20728	7220	10144	5598	-397	4175	-19080	-4124	-7780	1914	14430	-5343	-18316	1528	6792	1194	1975	-1607	-8332	4288	5728	4898	-12973	4826	-9908	240	-8480	-2754	-11439	-2119	-9376	2448	9988	1986	5830	-2320	130	141	9
-19956	3876	10352	4385	2452	2114	-15868	632	-6672	2773	15061	-3729	-17128	-116	7092	455	1322	-841	-7836	1124	11556	3333	-8088	3368	-13608	120	-9684	-5345	-11342	-2231	-11020	1800	11600	2141	6090	-2341	127	138	9
-15644	5488	10632	4908	1076	2148	-15092	-1388	-9784	6196	12570	-7606	-16952	-1680	7856	886	793	-1130	-9956	-484	9488	3674	-4799	2604	-14332	-3308	-9884	-977	-10901	-1167	-11124	-552	10696	2838	6320	-2733	124	132	9
