#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-36
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10340	1512	11988	-4202	-4858	-2978	-13356	-4068	-5052	-72	-412	-1163	-14900	-324	3248	-57	949	-1031	-19092	2028	9192	446	-613	-840	-5788	3652	-16048	1126	-1686	1975	-11816	5528	9696	1417	-2064	-2258	125	127	9
-44	-2140	8832	-762	1375	-210	-17348	-1968	-1984	1536	-1478	-876	-17916	-2644	5776	202	483	-1178	-19240	-488	7480	1432	-3119	848	-8340	4876	-16912	1700	-1189	1158	-14020	6448	10384	858	-1690	-1840	130	127	9
-10844	3116	14792	2355	6222	1645	-19996	-1872	-5528	1060	-1947	-1100	-18352	-1004	6504	835	317	-752	-11668	-856	3964	1068	-863	240	-9376	4592	-13704	1563	-1166	1062	-14100	6600	9060	757	-1645	-1468	120	127	9
-8368	3980	13556	1552	5493	1524	-16028	184	-5392	-1132	-611	291	-15804	216	6740	1047	-145	-912	-11808	636	3632	-538	2365	-1956	-6984	4276	-12848	0	-1464	1074	-11388	5572	8272	326	-1527	-1410	142	127	9
-7008	1596	12396	869	6227	1290	-14372	-1524	-3796	-1450	-242	-505	-13960	2048	5656	5	105	149	-12896	-1924	4056	-1282	2728	-2429	-5624	3276	-13392	-638	-1160	602	-9776	5168	7284	-112	-912	-1153	124	127	9
-7980	468	11008	817	6403	1360	-12160	-1576	-3860	-438	-496	-1200	-12492	1868	4712	-966	315	641	-11872	-3304	4992	-1779	3334	-2638	-5568	1920	-12008	296	-849	-47	-8752	4024	6636	-668	-540	-856	130	126	9
-9068	1492	11896	-52	4895	1248	-10988	-2028	-4036	-1307	-285	-1592	-11844	1016	3372	-1869	561	649	-14340	-1576	5344	-1752	2338	-1535	-4472	2484	-12264	377	-63	-590	-7652	3452	6896	-1066	69	-844	129	127	9
-8660	2920	11904	-1167	2724	1226	-11304	-2380	-4680	-2082	26	-2057	-12124	468	3068	-2757	669	758	-15056	-1700	4164	-1529	776	-671	-4540	3700	-12796	154	849	-504	-8204	3788	6808	-1445	821	-763	127	127	9
-9656	2140	12948	-2374	146	446	-12400	-2060	-4560	-3369	129	-2143	-12764	-536	2488	-2975	948	1213	-14684	-388	4332	-1512	-507	203	-5540	3524	-12240	279	1638	-678	-9408	3780	7396	-1753	1143	-544	124	127	9
-13744	3524	14136	-4174	-4358	-791	-12232	-3916	-5212	-4256	906	-2117	-13384	-1780	5164	-3418	913	1086	-16304	-1220	4992	-1941	-890	27	-5696	4604	-15208	-867	2737	-869	-10780	5776	8260	-1544	1726	49	117	127	9
-5964	-428	12408	-5487	-6976	-1319	-14856	-2868	-1972	-2206	1767	-2092	-15692	-2856	5100	-3182	761	1195	-17076	536	7516	-1928	-2560	948	-7340	5320	-15256	297	3357	-1450	-13148	6624	9336	-1789	2071	944	130	127	9
-5240	-3928	12596	-2524	-2165	301	-20420	-2952	-980	-688	1039	-1509	-18216	-3248	6192	-2398	790	809	-15332	508	7692	-1788	-4430	1672	-8792	5680	-16568	-776	3526	-1994	-15368	7440	10788	-1661	2273	1748	124	128	9
-7848	-1780	16532	-27	850	2114	-21080	-1788	-2660	-602	-106	-839	-19512	-2932	7096	-2091	437	437	-11500	524	6272	-2139	-2526	1087	-11220	5196	-14792	83	2716	-2798	-16972	7376	10824	-1947	2103	2399	123	127	9
-9444	-1132	18208	-389	1079	2077	-19852	-1076	-3508	-2433	76	-399	-18968	-1904	7176	-1579	-23	442	-12320	1376	7912	-3268	-184	-228	-9020	4424	-14848	-1151	1614	-3126	-14584	5952	11656	-1789	2063	2326	119	127	9
-9608	-1312	14944	-654	1535	1955	-19184	-692	-4372	-2621	-518	504	-17280	-380	6900	-1560	-374	501	-14460	280	7384	-3717	1727	-1226	-8532	3992	-15820	-1570	1153	-3359	-14596	5496	11644	-1902	2142	2247	134	126	9
