#Activity	walking 
#ActivityID	1 
#Date 10-10-18-19
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-11772	-3932	12104	1043	8701	4228	-16928	-2204	-1832	-1694	13511	3597	-17624	-1340	-3672	-3853	4675	1797	-32768	-28176	-29848	10288	-9860	-2913	-5856	-1892	-5020	14663	-2708	4979	-20240	-2220	26140	-3645	3840	-2345	132	209	1
-11296	-3960	13208	1248	11485	4673	-17648	-1168	-2924	-244	14759	4125	-16708	-1848	-4988	-5006	3560	2394	-26260	-10632	-14304	-4189	6334	-7881	-4660	4604	-5792	6445	13298	-6008	-19388	-4944	18484	2931	-96	-6856	135	175	1
-11080	-4232	12940	2253	14750	6411	-18232	112	-3696	-2244	15065	4514	-17128	-1496	-5696	-3964	1535	3404	-11708	7312	32767	-11111	7215	-11892	-25252	5664	14576	11490	14566	-8565	-17180	-228	2052	12764	6552	-6675	136	132	1
-10980	-4536	13408	2591	19734	8304	-19404	-1676	-4588	-4310	15314	4799	-19340	-3880	-4736	-3261	314	4333	7316	3544	-6368	-5808	18622	-16840	-32768	7080	11972	-4129	5151	4415	-16612	-5624	5440	17982	7749	-5250	132	119	1
-11584	-5508	12496	3292	26353	11536	-22764	-1972	-2272	-3867	15486	5371	-21272	-2560	-1812	-2345	-2684	4433	-28976	5548	25244	-5279	31130	-8644	-5524	-6932	8232	-5926	11639	-5366	-18124	2716	8048	311	2336	4581	130	92	1
-12008	-5848	12344	3190	27071	12271	-22888	-1004	1432	-5574	15753	5570	-23376	-636	4380	-3668	-8144	4926	-20348	-10552	18524	-2535	20645	-10722	-24264	-1908	-3924	-343	15671	-9311	-23604	7580	5048	-5756	2969	5197	130	58	1
-13772	-7972	13280	3567	32767	20491	-25560	1576	3468	-10540	15809	6070	-25332	-1300	12496	-5061	-20101	3708	-13016	10064	10092	-13100	3213	-10639	-26840	3336	-11716	3726	15533	-6399	-19580	-4520	-6700	13487	7460	-3771	126	102	1
-20216	-12612	10092	6515	32767	26573	-26660	-2068	10276	-20799	16802	6306	-21628	3996	9468	-5995	-16896	5466	-17536	-1924	15980	-7329	542	-5691	-15344	104	-9328	-8329	15907	-7120	-12368	-280	-10116	15883	12913	-1018	127	78	1
-29712	-2576	7292	3440	32767	32035	-25932	-2828	8356	-21323	17026	6257	-21416	-1524	4608	-6634	-15615	4045	-11508	1388	15708	-4250	-727	-3480	-13572	-936	-8280	-13206	14052	-4797	-8044	11720	-11860	1575	10890	963	130	151	1
-32768	-12920	14620	-1533	32767	31941	-21328	-12052	-5172	-12057	21442	6500	-20140	-6824	-4224	-4134	-15263	-940	-10684	6708	12380	-2032	-472	-1784	-15672	-3060	-9276	-2638	8910	-5705	-14816	7148	-9200	-7369	9220	-3418	137	111	1
-28304	-13284	14840	2043	28138	32767	-23728	-2668	-8180	-1681	18884	4310	-22340	-3728	-9140	1260	-15681	-5065	-9824	5588	13028	-1773	-135	-1719	-18832	1288	-7260	2043	7786	-2261	-17180	-2456	-6220	-6900	11815	-2446	136	91	1
-2116	-13324	12112	-572	27351	32767	-18508	-212	-6484	-466	13304	2630	-25236	2908	-8352	6631	-17476	-5319	-9508	4404	13612	-1455	-134	-1593	-17728	364	-2856	3097	5598	-2775	-18532	-3008	-2096	-358	11976	-1539	134	93	1
-32768	-12784	16084	-7645	21203	16333	-16548	1660	-20732	2814	6923	4526	-21300	4228	-8940	6263	-17924	-4932	-9572	3840	13552	-607	160	-1175	-16296	436	-2164	2491	6206	-2278	-15864	536	-648	4501	11263	-3500	126	99	1
-22036	-24184	15664	-5047	-8007	-6995	-10928	4096	-15616	-7966	5063	-10	-21348	3180	-7180	3722	-19232	-6823	-9604	4608	13480	19	803	-824	-17352	3812	-2328	10	5440	-2146	-16512	1820	-760	5850	10614	-4009	130	121	1
