#Activity	walking 
#ActivityID	1 
#Date 09-07-16-25
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-8572	-5532	12080	131	65	160	-11664	-10480	1800	-364	600	555	-12304	-2912	4776	288	2413	1436	-16360	-472	21384	1852	-5622	1480	-20808	-672	-4392	-379	-5022	3164	-4208	4600	-13136	-1270	-1739	-244	132	142	1
-8808	-5904	12120	181	103	285	-12776	-10416	456	-509	719	579	-16704	-2232	2208	-614	2433	1350	-16560	2664	20120	2011	-5167	1425	-22592	2104	-3088	-549	-5233	3442	-2760	3208	-13368	-1036	-1279	-293	130	138	1
-8880	-4624	12288	247	103	371	-13376	-9504	1080	-792	701	699	-19680	-2840	-5040	-429	1967	1219	-24104	4840	26656	2345	-4214	1726	-27408	976	-5456	-922	-5100	3552	-2256	1200	-9992	-433	-908	-311	130	140	1
-8856	-4560	13144	203	195	455	-14424	-9184	120	-884	702	748	-17848	-1720	-200	27	1723	1034	-27992	10008	27624	2054	-3864	2381	-32768	3352	-7712	-1493	-5074	3705	-7760	-2000	-3456	-280	-1265	-504	126	142	1
-9200	-3860	13068	147	289	428	-14760	-8992	240	-907	774	798	-14800	-1392	-1272	-54	1771	1121	-32768	6504	32767	1762	-3428	2776	-32768	1264	-12624	-1938	-4688	3625	-18392	-5720	3432	-665	-1982	-480	122	121	1
-9156	-5004	12808	130	443	453	-13704	-9736	320	-896	912	872	-14816	-2184	1128	-399	1595	1183	-32768	7800	28624	1443	-4424	3628	-32344	2560	-17424	-2383	-4302	3093	-22096	-7544	-2992	-244	-1904	-452	124	114	1
-9028	-5516	13564	89	640	606	-14656	-10368	672	-1073	1035	984	-19704	-1512	-2632	-373	1338	1037	-32768	-1920	8040	192	-4707	3416	-24608	936	-18296	-2367	-3709	2675	-17192	-9448	8080	55	-1930	-29	115	121	1
-8244	-4536	16004	281	950	684	-17968	-9960	1800	-1222	1164	1158	-23184	88	1800	-500	1184	926	-32768	-26480	-12304	798	-3489	2627	-22392	-15624	-31880	-1786	-2530	2177	-2808	-13376	32767	-1182	-1328	-210	113	140	1
-9756	-2572	16620	156	1427	826	-19496	-8592	2368	-1313	1376	1309	-20608	-904	1648	-632	1000	854	-32768	-32768	-32768	1749	-1803	1452	1472	-12328	-30096	154	-22	662	-21536	-16288	30144	-1871	-28	253	108	129	1
-9944	-3644	16240	116	2106	815	-17176	-10048	1480	-1184	1710	1471	-17200	-5568	3016	-903	602	976	-32768	-16472	-20504	-479	1400	523	-11976	-10304	-26144	-275	2323	-797	-22456	-14216	3128	-1503	-623	707	110	139	1
