#Activity	cycling 
#ActivityID	9 
#Date 10-10-13-25
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9376	952	7776	510	2772	202	-10344	-736	-4848	-604	-344	12	-10872	496	4108	1069	110	485	-12468	2016	6044	974	-437	17	-6612	1188	-11548	1149	-599	1751	-10424	2080	8328	838	-490	-1699	136	126	9
-6612	2276	8200	364	1897	309	-9412	-732	-4432	-1412	-1293	112	-9316	-432	4872	798	163	750	-10760	2784	3740	1446	268	732	-6884	3288	-11180	1358	-980	1632	-11056	2732	8164	1022	-988	-1367	121	126	9
-7784	2272	8620	291	777	175	-9348	-1140	-4808	126	-435	-158	-9984	-184	5632	136	-57	322	-14960	2728	5076	1118	-17	393	-6024	4280	-12520	-689	-984	2030	-10544	1856	8272	1854	-1398	-835	108	126	9
-10384	2636	8928	-302	-98	-302	-12040	-1232	-5020	-270	69	-247	-11332	172	5636	-753	49	607	-15832	2964	5764	721	-832	405	-6000	3656	-13268	-327	-558	2222	-11064	3112	7780	2208	-1680	-110	119	127	9
-10896	5232	7680	-166	-843	-82	-12740	-2480	-7520	-1479	302	-622	-12648	-252	6220	-1980	-27	872	-17424	-320	4724	466	-1445	449	-4776	3452	-15396	410	429	2167	-11444	4888	7360	2506	-1536	229	112	127	9
-11908	-192	8796	-1046	-1945	-843	-13160	-3328	-6336	-1191	1170	-1090	-14296	-1640	5232	-2114	63	1038	-15376	-36	4664	575	-1545	752	-4804	3300	-13576	2316	632	1911	-12404	6052	6924	1885	-713	356	123	128	9
-9536	-220	11912	-548	-242	-41	-15776	-3760	-4140	145	803	-901	-17212	-3136	4432	-1091	847	1386	-11396	1340	5852	654	-2744	1780	-6152	4336	-13008	460	276	967	-13736	7344	7772	620	-365	175	123	128	9
-10488	2196	12584	302	55	673	-17656	-2940	-5208	-404	-641	-277	-17876	-3892	6684	322	11	686	-17512	1320	4504	71	-1555	1264	-6768	4936	-16676	-1369	379	80	-14812	6688	8308	-56	-251	639	130	127	9
-13468	-168	14212	68	-1629	193	-18688	-4316	-6216	-689	254	146	-18748	-2544	7084	120	-357	222	-19180	1332	6408	92	-1293	1382	-5540	5632	-17748	-359	720	-628	-16412	7024	8144	-725	-75	1427	128	127	9
-16316	3928	16576	145	-2017	116	-20504	-4760	-8216	478	482	570	-20448	-2376	7048	252	-557	-476	-20640	1736	3336	-50	-1517	1402	-4304	5936	-19792	-1026	1001	-1187	-16940	5816	8160	-927	455	2039	131	128	9
-12644	2472	16264	-628	-3256	-896	-20392	-2672	-7516	-20	301	1316	-21568	-2176	6316	543	-668	-421	-17252	1640	4524	-364	-2451	1089	-4560	4848	-18872	-419	792	-1658	-17292	5656	8632	-1045	1298	2110	135	127	9
-15184	-4528	12680	-1094	-2631	-1917	-19980	-5768	-6956	-143	-831	1249	-20608	-1084	7412	792	-691	-1	-17520	64	5296	-1076	-2438	425	-5088	2972	-19136	-503	461	-2519	-16636	5388	10016	-793	2173	1663	133	126	9
-10656	-3556	11280	-233	-1674	-456	-19236	-4308	-6380	784	-1425	472	-19324	-1088	7896	338	-791	-73	-21684	2820	7180	-604	-862	356	-8252	3428	-17820	-207	-66	-2688	-17016	3648	10928	-1065	2175	1505	135	125	9
