#Activity	walking 
#ActivityID	1 
#Date 10-20-15-37
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
17564	-9548	13192	721	-5803	-937	-13432	-5600	592	494	-1222	326	-30288	4696	-18456	908	-2768	-1618	-7656	7536	13184	71	500	-284	-19224	-40	-8040	-1425	536	-318	-21912	896	-9688	-777	2392	-652	110	105	1
11672	-10692	11940	53	-5114	-1288	-5280	2848	-3016	1120	-2683	253	-22280	4744	-15648	143	-3131	-974	-7360	7096	12792	67	623	-292	-18112	-7856	-6808	-204	422	193	-15952	-4400	-2952	-842	2557	231	114	87	1
2164	-12272	13412	-80	-5268	-1857	-3632	1576	-4736	2	-3550	732	-13296	3592	-14864	393	-3373	-682	-8200	6520	12808	66	689	-286	-18592	136	-4792	1550	330	310	-13648	-1024	-2760	-151	2969	380	114	75	1
-5052	-12224	13280	-80	-5858	-2617	-4848	-1000	-5576	-186	-4446	496	-5768	4976	-14744	592	-2980	-826	-8200	8464	11520	51	661	-278	-15624	7664	-2544	1453	416	186	-15440	-432	-1984	1066	3072	368	103	72	1
-5688	-9316	11024	-149	-6111	-3180	-5264	-416	-5416	-99	-5159	356	-4256	3984	-15336	396	-2467	-925	-7912	8352	11488	-58	581	-352	-15592	6216	-1968	457	372	8	-14256	-40	-1976	1485	2732	568	107	74	1
-7552	-9324	11944	-170	-5906	-3474	-6784	-2400	-5992	849	-6027	245	-4216	3000	-15168	368	-2095	-801	-8080	8128	11736	-140	588	-505	-16464	848	-2280	537	533	35	-13104	2936	760	665	2234	437	117	92	1
-11536	-9652	16664	-348	-5798	-3524	-11144	-208	-9608	698	-6145	338	-608	3600	-13984	710	-1783	-492	-9312	5424	11632	-82	619	-517	-16048	-256	-3272	698	572	145	-12168	-416	2552	-167	1853	646	119	100	1
-19216	-12524	21640	-658	-5931	-3645	-14256	-3160	-11520	754	-6643	296	-592	2456	-14400	1413	-1607	-158	-8936	6536	11088	3	631	-443	-15208	1464	-1944	902	700	51	-16688	-2320	-1624	989	2772	849	120	106	1
-25812	-15780	24592	-599	-6073	-3871	-18424	-3744	-12776	1144	-6993	338	-1064	2952	-14440	2323	-1543	-50	-9144	8320	11160	3	661	-516	-16384	3008	-992	761	875	16	-21680	-472	-4360	1435	2350	802	120	102	1
-31744	-19336	26544	-499	-5905	-4435	-26504	-4968	-16384	1669	-7156	332	-2240	4520	-7520	2047	-1689	-60	-9304	7312	11272	-53	731	-629	-17936	448	-672	937	1122	6	-21352	-488	2208	971	1844	616	120	105	1
