#Activity	walking 
#ActivityID	1 
#Date 10-06-18-22
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-24164	14192	13816	8927	28629	490	-5740	18244	-7212	31418	7602	4443	-16008	-2516	10956	20765	3126	-78	-8688	3128	16936	-8043	29035	-11256	-25408	-6620	3200	-2410	20548	-612	-20220	-4804	12960	-2784	-11463	-3069	128	134	1
-15844	5608	19220	2614	25438	4431	-11252	16784	-4676	27412	9131	6783	-12928	7572	5724	28368	11883	590	-7264	8068	19220	-10354	32767	-17604	-29024	-15976	10772	5113	24269	793	-18840	-17652	12528	1042	-12558	-8551	123	132	1
-24532	-1604	15416	-1892	14828	14330	-22656	4708	-5588	2446	17993	-26	-20128	15704	2932	14344	10986	4822	-13344	7468	19120	-13227	32767	-24298	-32164	-11932	12264	13464	27899	2573	-21328	-15744	12956	10461	-17532	-15315	119	128	1
-26552	-24856	40	8228	6950	7647	-26016	-11052	-10336	2878	17708	-2873	-23072	-3984	-364	-11657	9293	1827	-32768	-2736	8780	-9031	32767	-32209	-26656	4312	-12104	7989	29331	3083	-19212	-2892	5988	17514	-15220	-13368	134	130	1
-12956	-4168	11088	6135	668	7490	-14228	5720	-5636	12846	10256	1549	-13980	-12256	-7264	-13151	12649	-6584	-32768	5852	8452	-8490	32767	-32768	-29424	4840	-9120	-2033	27161	430	-25904	4640	-9844	32767	-6522	-9557	133	130	1
-12136	-1480	13404	6635	-1304	6800	-14072	3552	-6228	5517	9820	488	-13364	-10092	-7144	-10753	12409	-7595	-32248	13448	21900	-5578	32767	-32768	-21496	-232	-3184	-6134	17088	3950	-32136	-1576	-15432	25002	-14134	618	132	133	1
-11460	-2652	12888	3759	-412	4114	-17740	6956	-4608	-568	9130	28	-17076	-2680	-3252	-2068	9405	-2690	-120	12448	19028	-2658	25068	-24978	-14776	912	-9412	-9025	11613	4210	-28860	-836	-12152	12715	-27687	3341	134	134	1
-10928	-3580	12160	2664	-368	2280	-17284	5456	-2692	-3924	9188	-323	-16880	-2600	-2644	-1716	9611	-2743	-27444	10064	18280	4452	-10346	-3318	-9928	-1552	-10260	3602	6938	3140	-24592	-864	-3056	7901	-30298	-80	127	130	1
-10408	-4028	11948	1711	29	1295	-17000	2276	-1272	-1063	7779	-465	-15376	-4620	1516	2902	10860	538	-4512	13428	16024	9292	-25311	9018	-10112	-2368	568	11419	-1156	3086	-25900	772	-5476	10442	-23840	1267	127	123	1
-9640	-4836	11612	1531	106	1126	-16212	1444	-1200	5583	5555	-548	-15488	-3916	1120	4944	11442	636	4056	8992	10672	8219	-24019	11923	-5644	-52	152	9067	-9788	3409	-20848	2412	-9128	10555	-19358	2215	131	120	1
