#Activity	walking 
#ActivityID	1 
#Date 08-22-18-36
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-10984	-7816	16136	1002	-17	572	-13128	-712	-14648	1774	1880	-946	-4512	8384	-9448	-2555	1462	212	-21504	32767	32767	706	5651	-4411	-24144	9008	-10976	474	3994	-950	-28048	9248	-17120	3094	-1395	270	127	129	1
-9584	-4964	15672	545	-119	240	-24664	6344	-12320	-1663	1526	-296	-20160	-1640	-14192	-3905	1421	-542	-18640	32767	32767	1447	3201	-3658	-19248	976	-20464	-2378	2915	-1353	-29176	8744	-5120	1040	-2857	1036	123	135	1
-7780	-8132	12512	284	-43	90	-17640	-1464	-6904	-4692	768	-283	-23432	-4824	-7144	-2852	1768	-1226	10512	27640	28120	-1604	-1914	-845	-23256	0	-528	-1400	1443	-670	-32768	2568	-4968	-1222	-3526	643	123	132	1
-6876	-7240	12636	175	3	100	-15808	-5632	-6104	-4742	450	-578	-15608	-4216	-3616	-1768	1760	187	9272	13280	17616	-1273	-3093	-1226	-18344	-4864	-3072	43	-171	173	-26824	-448	-4928	-1737	-3501	887	119	134	1
-6916	-7512	12648	28	95	75	-15768	-13616	-2944	-2098	448	-384	-17184	-4320	-4920	-1314	1554	1026	8280	18568	14616	-1172	-4119	-389	-12056	-1448	-4584	781	-1142	238	-23864	-2328	-4136	-624	-3328	1274	125	131	1
-7564	-7388	12344	-46	125	62	-12800	-12584	-4432	1968	861	-116	-15400	-7032	-5168	-103	1420	1444	7328	13080	12360	-1594	-4341	928	-10856	-5240	-4712	1369	-1995	253	-21464	440	-5256	960	-3219	1288	66	130	1
-7168	-7860	11520	38	150	61	-15120	-7192	-4552	3785	1041	298	-12656	-4312	-2168	666	1374	1228	4288	9216	12120	-779	-4273	2044	-12440	-4136	-6024	1930	-2954	352	-20192	2616	-6704	1235	-2968	1466	139	129	1
-7684	-8088	11724	147	146	99	-17928	3712	-2712	2565	819	212	-15232	-1096	-2024	892	1460	892	2256	10088	12824	-195	-4133	2833	-12536	-3240	-6824	1949	-3117	359	-18048	3080	-8184	417	-2744	1273	128	128	1
-7516	-7188	12296	158	123	116	-16504	3632	-2528	-699	420	-179	-17688	1504	-576	715	1504	714	-2136	10216	15952	-10	-4272	3283	-9568	-128	-8432	1287	-4739	609	-16104	2160	-9408	-604	-2632	839	122	129	1
-7456	-7276	12080	86	168	132	-15232	-3232	-1440	-2197	298	-338	-15832	1952	864	441	1596	786	-4600	10712	16928	265	-4886	3325	-9704	1312	-7280	850	-5256	911	-12552	264	-9976	-1017	-2321	523	122	127	1
-7712	-7408	12180	78	151	162	-15056	-7528	-1240	-1841	417	-229	-14104	-1416	640	6	1908	974	-6496	13312	18056	280	-5480	3152	-11432	1032	-8520	202	-5686	957	-9648	-1040	-10104	-880	-2181	401	123	131	1
-7732	-7396	12164	62	149	182	-14368	-8064	-1120	-702	574	-104	-15008	-5408	1704	-518	2175	1010	-9024	14456	19064	413	-5834	3055	-13720	-264	-8888	-110	-6209	1069	-6824	-840	-9968	-831	-1708	364	124	132	1
-7376	-7480	12564	71	146	194	-14664	-6456	-2072	216	776	-70	-16240	-6440	1256	-578	2421	960	-10712	18496	17712	593	-5811	3040	-16032	-2440	-8672	-207	-6512	1110	-4608	-1616	-9512	-1385	-1484	268	123	130	1
-7648	-7472	12380	44	140	230	-16064	-4008	-1480	369	931	-18	-18792	-3640	-3048	-277	2290	614	-12168	23792	19032	343	-5051	3260	-17592	-2704	-12584	-256	-6617	1208	-3128	-3856	-8720	-2128	-1449	6	122	132	1
-7708	-7732	12540	5	177	347	-16712	-2824	-2688	-221	947	-51	-19680	840	-2992	-14	1596	332	-18920	25288	24112	552	-4234	4400	-21880	-784	-17256	-716	-6720	1247	-3224	-4088	-5712	-2614	-1391	-203	124	130	1
-7436	-7684	12768	108	369	531	-16864	-4144	-1744	-836	912	-109	-19416	1160	-2632	-10	1527	297	-28688	23176	24864	1150	-3316	5625	-25960	1448	-18832	-1213	-6550	1042	-3848	1264	728	-2401	-1290	-86	127	128	1
-8424	-7276	12648	83	508	622	-15688	-5584	-696	-1047	1040	-3	-17216	-4744	552	-1014	1312	245	-32768	20232	22168	1370	-2599	5543	-25224	3824	-21752	-1701	-5755	518	-7880	9048	8896	-1796	-817	627	135	128	1
-8280	-7364	13108	103	716	743	-15392	-6536	-1048	-817	1286	62	-16784	-5248	256	-1250	1109	188	-32768	20192	12832	-115	-2116	4555	-19496	7168	-21712	-2306	-4265	33	-20056	6328	19160	-1187	372	988	133	129	1
-9252	-7432	13732	245	966	882	-17512	-5224	-2400	-628	1537	120	-17256	-3944	-8	-1171	1055	80	-32768	-936	4008	-194	-1570	2475	-15336	6720	-24688	-3249	-2764	-181	-20992	5736	28832	30	201	20	116	129	1
-8480	-6936	14212	306	1319	969	-18872	-2360	-3680	-719	1748	204	-18216	-3296	-600	-1068	1065	160	-32768	2424	-3736	1011	-1525	206	-10888	-2576	-26296	-1154	-864	129	-22384	5584	24320	-520	200	180	117	127	1
-8656	-6384	15016	304	1841	1002	-19360	-2968	-3312	-812	1909	348	-17856	-3432	-1184	-1008	985	354	-32768	1440	-2048	396	-219	-1295	-3256	184	-20128	1695	1326	729	-17344	4264	16264	72	-137	-222	119	128	1
-8764	-7264	14816	240	2406	1147	-19344	-4584	-2584	-598	2098	475	-19152	-3904	-248	-734	712	476	-32768	8232	2936	-256	889	-1974	-9312	1384	-20448	2948	3074	444	-12640	3672	5776	714	7	-8	112	127	1
-9208	-8488	13932	141	2837	1479	-19296	-4264	-1344	-455	2329	520	-19624	-4720	2888	-644	395	555	-23600	16520	6992	-467	1295	-2079	-17224	7192	-17728	3026	3883	355	9504	-1904	-2144	2144	1158	-384	128	127	1
-9772	-9332	13568	22	3268	1953	-19416	-3088	-88	-726	2557	504	-19152	-4656	6056	-636	-53	490	-872	6720	9840	-268	1324	-1688	-13680	3552	-13272	972	3095	110	7696	-6200	-32768	4192	4512	-1397	109	127	1
-9980	-9212	12804	-84	3748	2562	-20592	-1504	1248	-1242	2769	450	-19312	-3248	9712	-502	-922	358	32767	5920	17304	-383	4488	-1515	-32768	-15664	32767	8566	-1040	-1561	-32768	19048	1448	1467	1000	-469	121	123	1
-8312	-9288	15844	-322	4556	3356	-24744	-2704	32	-1925	2842	450	-19400	-7936	17256	-1239	-2388	30	-32768	32767	32767	-1040	3710	-2901	-10720	32767	-32768	-4355	1041	1801	-32768	28192	32767	-3969	376	4322	139	126	1
-20220	-15288	13248	84	5434	4274	-30376	-3496	4760	-3040	2660	561	-16024	-3840	5064	-1697	-1167	171	-7560	14664	19840	-710	1983	-1478	-32768	-6328	-10800	-7459	4543	-1001	-29424	-17736	-2888	-3969	3034	-1921	102	126	1
