#Activity	walking 
#ActivityID	1 
#Date 09-24-16-44
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9452	-2620	16008	-1991	19405	759	-21336	2424	-1432	1899	17698	-1325	-21896	2308	6956	-2825	5004	913	-2516	16108	12036	-32005	15578	-15532	-17304	1264	-4612	-10654	23081	3178	-10248	7468	-4008	18676	2639	6925	130	135	1
-8960	-1376	17288	-2407	27077	525	-23492	4024	-488	-955	20390	-1809	-22904	3700	11168	-4825	-1152	1308	2068	-2716	27280	-8253	30095	3336	-32768	-13328	8836	-32768	17756	-9369	-10844	7176	-6432	-8412	-1047	5041	130	131	1
-8920	-2812	20272	-3691	32767	-1778	-30200	6372	1956	-1327	23206	-935	-26104	6380	19008	-5734	-10037	1914	-32768	-30500	26860	-7019	31758	-7093	-15428	-14648	-19512	-32768	21989	-1248	-27640	5312	32767	-32768	-3003	10085	130	132	1
-5068	-8740	20676	-4913	32767	-3187	-32768	16748	8856	-7152	25067	-2110	-26896	12012	32232	3564	-27053	7876	-18064	11436	17376	2412	16146	-13317	-15400	-8392	-8456	-3414	23196	3006	-27616	-24592	-25788	-21238	16602	-5322	127	124	1
-21328	-10632	21756	-5843	32767	3364	-32280	1776	7896	-23934	26905	-2907	-14676	16824	-5068	-11903	-1057	9888	-15840	17192	14240	-10434	18380	-7387	-14876	-1884	-8432	-264	22673	2887	-7352	-6420	-10696	10841	1943	-2278	123	129	1
-32768	-14868	18124	-7175	32767	13136	-28704	-20144	-7416	-11471	27243	-3170	-24064	-2412	-376	-22212	-3981	5830	-21292	3512	17536	-8462	5909	-11050	-13220	5948	-15820	-12462	14966	5515	-9784	5824	-8320	11316	9269	4482	125	121	1
-29604	-15472	25276	3691	32767	25718	-30648	-3800	-4888	2819	26697	-4112	-31028	-2920	-13472	-14008	-6681	1904	-15184	-3508	18576	-4556	897	-4484	-20064	-6852	-15452	3798	12105	3684	-24688	8624	-9820	10434	12510	8079	124	115	1
-22204	-7236	32767	-2596	32767	21540	-23924	628	-8584	1743	21707	-4820	-32768	4404	-8528	-11397	-17026	720	-9940	4284	14372	-1643	248	-1440	-19860	-6932	-14528	7252	12025	3431	-20668	4632	-5316	6394	8634	6919	125	103	1
-31504	-4404	32767	-18958	13302	8734	-18524	-816	-11948	-1095	12313	-754	-30560	2072	-8352	-7084	-18938	732	-9092	2312	14324	-599	204	-837	-16792	4668	-8952	7942	8158	3888	-17408	4060	-4700	4640	10088	1307	122	128	1
-6996	-18528	30472	-20167	-20652	5043	-15932	-188	-3668	-12509	4462	-2043	-29552	3800	-10152	-2634	-19658	2500	-8652	1980	14408	652	1178	-200	-17480	5044	-7656	-5859	6908	2243	-16684	1032	-1700	1084	11671	2323	123	126	1
