#Activity	cycling  
#ActivityID	9  
#Date 10-10-13-39
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
1972	2124	6860	11147	9801	10884	-14196	-9680	-11528	9739	7477	837	-23400	-4564	11920	5439	-1115	-1368	-13808	1464	10196	417	3735	-427	-11456	15656	-14880	-8807	-11838	-3766	-18280	5396	11836	471	9215	-3139	141	114	9
-28188	2648	16668	9377	12173	7511	-31160	-5360	-16248	8147	9017	-3849	-25592	568	7556	7146	-4289	-3304	-13996	-192	11844	-1224	5574	-3889	-18604	1644	-12916	-13691	-7733	-3304	-14316	832	14112	2941	8225	-2801	132	120	9
-22472	9940	12632	4071	4962	2502	-15416	-5684	-16904	1924	9967	-2316	-20680	436	6692	4062	-7081	-6947	-20576	5260	10192	-1233	11661	-5871	-19064	-4784	-11972	-2684	-11155	-2412	-13572	1832	10944	4970	8270	-3829	136	126	9
-19360	11196	14036	4285	3638	2387	-11604	88	-11796	-571	12847	-1219	-16472	644	6224	3320	-5774	-6557	-19532	-1460	11688	-1438	14685	-7476	-14456	2520	-12956	2365	-10942	-1313	-13312	2428	10328	4903	8644	-5551	121	124	9
-9056	-428	8276	-1785	-803	-1920	-9932	-1704	-6048	-4594	7240	-650	-16656	1580	6428	3433	-5787	-4080	-14120	-4584	10648	-1815	15574	-7805	-13000	4380	-11212	-2406	-8419	-1454	-15068	4232	8428	3788	9641	-6100	121	127	9
-8332	-5760	7932	-592	-320	-621	-11464	-7656	-6892	-1142	2824	-2073	-17344	1528	7272	2963	-6714	-3008	-18924	-4464	4232	-1776	14233	-5849	-15244	3312	-11652	-5024	-6594	-2434	-16024	3508	8836	2428	9798	-5849	124	119	9
-13232	-40	11704	346	-2629	789	-13416	-5844	-10548	5211	2046	-3753	-18452	-644	8500	1298	-7927	-2914	-19368	728	7260	-1757	15272	-5973	-16812	1172	-10076	-165	-5746	-1983	-13908	2984	10220	1841	9944	-6550	122	109	9
-10632	5004	12148	-2160	-5559	-1624	-15224	-624	-11836	4299	2117	-1929	-21232	-1592	7372	588	-10092	-3855	-20708	2580	7236	-1324	15919	-7708	-15180	5792	-10044	-1154	-3728	-1689	-13552	2616	9996	1265	9702	-6378	123	126	9
-9988	3444	8924	-6134	-6502	-4777	-12620	-2400	-10128	-1770	199	424	-16396	-2256	6472	1079	-11362	-5442	-21436	1056	6228	-519	13518	-5586	-16504	2944	-10032	-2872	-1192	-1155	-15000	4916	10484	1914	9819	-7041	127	115	9
-10068	-2216	5096	-7293	-7955	-5562	-10376	-7644	-7924	-3450	-2310	-429	-15996	-1904	6732	493	-11986	-5386	-22360	1512	9028	-860	12817	-5533	-22228	2056	-7724	1079	118	-1392	-18148	7740	11928	498	9475	-6663	127	116	9
-9092	-4284	7948	-6825	-8080	-5301	-8776	-6216	-5868	2321	-4528	-436	-15272	-1768	4860	-369	-12559	-5232	-21472	3472	9400	-1419	13258	-6800	-22700	3020	-7812	1179	341	-1426	-18316	6868	14452	-2354	9063	-6886	133	114	9
-7600	-1176	8236	-5584	-9970	-4462	-7172	-3044	-8004	3249	-6347	1597	-13032	-2476	4476	-90	-12834	-5850	-20528	4540	6244	-1556	14615	-7673	-24144	2792	-5644	-4115	4094	-1207	-20120	5880	15956	-4481	7819	-6520	123	114	9
-3560	4984	4916	-6811	-10460	-4749	-6652	-2860	-8460	114	-7881	3349	-12476	-2904	2528	269	-13055	-6148	-23000	968	8580	-1888	15349	-9294	-24380	2112	-5156	-1655	4685	-361	-19852	4552	14456	-4147	7118	-6275	124	117	9
-7716	-280	3520	-8173	-12648	-6309	-6416	-3336	-7752	-336	-8002	3542	-9876	-1936	1524	496	-12489	-5834	-18804	2368	6632	-2369	15700	-9578	-22172	1628	-5052	704	5974	-774	-17724	4640	13748	-3545	5854	-5260	124	116	9
-6300	-880	6300	-8178	-14136	-5737	-2144	-3276	-4748	1013	-11067	4597	-7092	-96	1724	513	-11359	-5188	-21700	1076	4792	-3104	16418	-10134	-20876	4588	-6920	1	7737	-659	-16728	5200	12740	-3964	5170	-3729	120	119	9
-6456	-340	3076	-7224	-15628	-4596	-2760	-2540	-5376	2006	-12163	4927	-5588	124	2152	-94	-9817	-4696	-32116	908	3528	-4744	13817	-10400	-19156	6940	-6440	-1618	9700	60	-16764	4240	12200	-4718	4135	-2008	124	121	9
-6280	1008	3328	-8703	-16951	-5401	-3000	-688	-5400	1281	-12428	5429	-5172	-292	2100	-97	-8454	-4249	-20348	3312	3084	-6165	12801	-11198	-19320	4388	-7156	-3598	11715	1127	-16644	2744	10432	-3695	3234	-602	135	123	9
-660	4696	3524	-8715	-15389	-5313	-3460	68	-5336	1624	-13274	6118	-4684	-112	1240	-102	-6706	-3135	-23104	1492	5504	-6574	10809	-10196	-18824	1612	-5652	-542	12368	1661	-14792	1920	10804	-2667	2048	8	141	124	9
-4964	1368	1472	-10067	-15510	-6660	-2092	-528	-5492	123	-14184	6630	-3408	588	1544	-307	-4525	-2038	-23196	2024	5724	-4918	10372	-9028	-19432	1820	-4188	1425	12282	2258	-13880	2984	11960	-2345	1036	1081	105	123	9
-5084	-12	2224	-11488	-16133	-6443	-2908	-1016	-3880	-336	-14495	6900	-3308	604	1436	-445	-4169	-1874	-23268	1552	6212	-4418	10150	-9559	-21124	5168	-6596	784	13481	2665	-14664	4716	13476	-2261	-261	1778	134	127	9
-7228	3280	2040	-10140	-14176	-4858	-2312	-1032	-6484	1557	-14455	6252	-1760	2872	3292	-2719	297	-642	-29108	2940	5152	-5786	8347	-10906	-21564	5796	-7432	7	14713	3361	-16888	4968	13248	-1477	-651	2335	152	126	9
-8940	9396	1612	-8427	-13505	-3695	-2536	-588	-9824	512	-13686	5260	-2720	3088	4276	-3429	2181	555	-28184	5492	4844	-7605	4072	-11871	-19672	8444	-7212	2437	14981	4145	-17020	3072	11132	-503	-677	3064	131	129	9
-7312	6172	4712	-8168	-12537	-4066	-5904	2156	-9044	-1143	-12224	4176	-5536	2756	5428	-4233	3820	2365	-15696	2280	4340	-8962	1973	-11965	-17804	4584	-8820	-390	15959	6209	-16272	2564	9672	-263	-1470	3727	140	126	9
-6656	6860	7504	-8362	-10080	-4051	-8916	2316	-10836	-3129	-12102	3501	-8584	4008	6532	-3390	3785	3522	-18608	-4708	10268	-7647	5551	-7684	-20936	-3872	-8784	338	16238	4841	-16228	5596	9000	-936	-1723	4444	135	124	9
-8436	8312	5696	-9325	-8340	-4156	-8616	1300	-11332	-5074	-11429	2525	-10040	2084	6340	-4495	4129	5408	-25004	-5648	9448	-3963	8553	-3663	-21368	-768	-10852	4793	14722	1819	-18204	6792	10276	-3325	-2714	4838	124	129	9
-9324	3868	6004	-8585	-6027	-3883	-9436	-2552	-10928	-3000	-10727	748	-11240	1712	7036	-4741	5116	6395	-21428	-1500	7584	-1834	7640	-890	-17772	4204	-12412	3409	15378	178	-19044	4688	10668	-5479	-3505	3852	164	128	9
-12536	4192	9492	-5109	-2569	-1968	-12144	-2336	-11440	-578	-10935	-2	-12628	1360	8020	-6596	6210	6994	-18140	356	7768	-2389	5036	32	-18356	7500	-9988	-2817	16437	1057	-18072	2568	10728	-6372	-4746	2996	136	129	9
-9952	1572	11368	-3443	-440	-941	-14880	-552	-10136	-646	-10556	-545	-17504	1860	8304	-8099	4863	7404	-20160	2000	5836	-3271	4908	-1667	-18480	6200	-9204	-5285	14579	1994	-18352	1976	11876	-5489	-5803	2962	151	131	9
-16768	1492	14584	-1902	1548	-52	-16788	-2340	-12524	-2300	-10627	-279	-15228	-1240	9644	-8823	5760	7749	-18704	6764	7876	-4214	2559	-1840	-16372	4664	-9104	-2983	12212	2926	-18476	1556	10128	-3229	-6226	3438	134	129	9
-9452	3616	10632	-2419	4772	1069	-17512	280	-10504	-4996	-10456	-651	-18072	376	6968	-8478	4971	8599	-19452	3716	6364	-4968	-1766	-2667	-13748	6320	-11844	-365	10460	3826	-17036	2044	9232	-705	-6970	4246	141	130	9
-11664	4664	11164	-1768	6605	2567	-15040	-3672	-9096	-5053	-10429	-842	-15088	-1988	7612	-9721	3797	9423	-20624	-1520	6492	-5419	-7190	-1302	-11968	3420	-12864	117	10073	4119	-14288	3452	9380	234	-7552	4981	120	132	9
-13620	1116	10048	-224	7919	3743	-14136	-4180	-8416	-5008	-9742	-948	-13816	-4088	7368	-9193	5616	10329	-18368	-1524	4308	-2794	-9359	2842	-12752	1552	-12920	3544	9656	3427	-13556	3772	9644	219	-7946	5151	126	130	9
-13256	52	10668	63	7479	4089	-15196	-4112	-8032	-3811	-7773	-577	-14096	-5956	5656	-7933	7450	9780	-13008	868	4168	-966	-11524	7026	-12728	2996	-12300	5386	8845	2580	-14528	4740	9552	-108	-8486	4715	136	130	9
-14116	5368	11732	2222	9202	5622	-17256	-5436	-8304	-4366	-7130	1184	-16616	-6508	6432	-6216	7271	10045	-11056	4024	9292	43	-11274	8043	-12860	4536	-8488	5456	6215	2775	-14768	5100	9368	-282	-8564	4564	124	132	9
-16096	2164	10288	2432	8959	5783	-18372	-4532	-6500	-5290	-5609	1719	-16936	-7476	7640	-4073	7417	10810	-10096	1348	8036	529	-10730	8631	-12460	5012	-6696	532	3754	1655	-16552	8672	10244	-2418	-9927	5145	124	130	9
-17112	-984	15144	3964	9100	7214	-19336	-5224	-3724	-4944	-3853	1457	-17308	-6368	9072	-2026	7557	9628	-10948	3520	7056	997	-12105	9441	-12740	7144	-10000	-5823	2127	137	-16300	7436	10556	-2583	-10730	6621	128	130	9
-17596	1456	17548	4831	9011	8391	-18716	-4876	-4696	-2867	-2475	845	-18348	-4624	10468	-1542	7755	8300	-8612	6768	7568	1639	-11278	10159	-12760	6128	-9296	-4126	510	94	-15144	5212	9580	-2512	-11866	7626	129	129	9
-13364	6608	9260	4876	8782	9258	-21920	-1948	-5720	-4263	709	3010	-18972	-4728	10524	-1651	7296	8139	-7028	1636	4644	1381	-11850	9927	-10400	5224	-7788	-3812	-2191	-695	-13784	5788	8892	-2489	-12658	7680	137	127	9
-22484	564	15904	6181	8940	9603	-21880	-3912	-2052	-4317	1511	2093	-18120	-5572	13604	-582	6327	8392	-6440	4660	4408	855	-11663	9148	-6972	4440	-7944	-4372	-5082	-2108	-12020	4544	8288	-2424	-12675	7922	121	132	9
-16112	1164	17568	6896	12125	10441	-23852	-1760	-1296	-1369	3761	1233	-20348	-3788	14820	1555	5907	7959	-6044	3784	5860	854	-11601	9267	-6388	5216	-8120	-2863	-7455	-3323	-11564	4848	6688	-2080	-12374	8338	125	130	9
-15852	8528	10092	5878	13263	10249	-23904	-336	-4780	-2915	5647	1460	-20520	-2300	13836	679	4241	7523	-5412	364	4208	1222	-13240	9988	-6420	5940	-8716	-3873	-9133	-4084	-10772	4480	5872	-1780	-11924	9045	124	129	9
-21692	5252	15228	5893	13312	9913	-23280	-828	-3852	-3348	6119	1249	-18848	-2724	13252	-813	4262	7978	-7584	4636	732	1656	-12078	9603	-4664	4940	-6832	-4261	-10764	-4716	-8324	2764	4724	-1878	-11093	9376	122	138	9
-21568	1708	13892	5449	13731	10264	-21960	-3740	-2512	-5870	8406	46	-18416	-3380	12664	-444	3473	7088	-9532	2008	976	1552	-13595	10488	-1080	4508	-6420	-5301	-11563	-4880	-5864	1044	3624	-1565	-9252	9305	116	144	9
-20612	4240	13140	5233	12534	9892	-22584	-3468	-3020	-4560	10468	-57	-18064	-3992	12336	-92	2201	5520	-5580	2280	1300	1349	-14903	10163	84	3384	-6276	-4317	-12589	-4806	-4248	-88	2708	-322	-6789	8651	117	133	9
-21592	2916	11248	6331	11777	10337	-21428	-3792	-3868	-2775	12485	-734	-17572	-2080	10560	850	947	4056	-964	176	-428	2151	-14121	9321	1144	816	-6300	-4705	-13355	-4823	-2356	-1500	2288	1103	-4108	7479	116	151	9
-20020	4424	9364	6872	10264	10920	-18096	-2996	-4676	-4007	13521	-1328	-15236	-644	9320	1960	618	3753	-9980	-2744	-1212	3931	-14443	9865	1612	-712	-6972	-3788	-13620	-4558	-1116	-1188	1936	1294	-1424	5511	120	142	9
-22032	5512	10704	6111	7347	9864	-15740	804	-8304	-8394	12933	-1891	-13160	-1756	9924	1650	996	3532	-9232	-4832	-216	4920	-13721	10587	232	-2176	-7912	445	-13287	-4258	-2720	-1872	2660	1083	1083	3900	123	137	9
-24484	3908	12888	6177	5196	9626	-18344	-5208	-3744	-9591	9690	-4048	-15000	-3720	11276	1780	1303	2340	-8412	-3440	-1384	5567	-14337	11266	-624	-720	-8416	4289	-12231	-3390	-4172	-1848	3304	1385	2801	2424	119	144	9
-16760	2632	14924	4742	2596	7257	-25560	-2696	-3992	-7668	13409	-2813	-17536	-5624	10364	2094	1732	1061	-7692	-204	1456	6268	-15097	11166	-3392	792	-6512	3338	-12497	-1979	-5348	-2324	5736	2390	4478	918	122	144	9
-16056	2928	16272	6339	3691	6924	-23200	-3504	-4544	-4072	16918	-839	-18660	-4100	9024	2050	1334	-76	-10184	32	3480	6880	-13789	10670	-5060	1996	-8624	-1560	-12033	-919	-6612	-584	7656	3110	5719	-179	130	121	9
-19472	2380	13244	6730	4248	6004	-22512	-2732	-4788	-790	17769	13	-19200	-3504	8816	1932	346	-1089	-7940	-4140	3252	7588	-10641	9524	-9376	-336	-10976	-5494	-11654	-843	-8228	436	8992	3477	6702	-1748	130	97	9
-20400	3696	14152	7753	4622	5599	-19984	-5132	-6212	917	17308	-1593	-19320	-3968	8840	2880	-705	-723	-10868	1752	7288	7620	-7575	9637	-12532	-2648	-10388	-1455	-11831	-571	-9428	308	9356	2819	7277	-2875	123	135	9
-14788	64	15612	8100	5532	5283	-20352	-8132	-8488	11327	19940	-4080	-18352	-6208	9544	3468	-991	530	-12476	616	8772	8005	-4460	8271	-11192	1180	-11508	-2413	-12483	484	-10236	-756	10732	3558	7873	-3472	124	120	9
-16652	5072	15056	6389	3534	3835	-22356	-3564	-9692	8062	20995	-3706	-20632	-4724	9028	6570	-2251	45	-11876	1684	6372	7161	-1566	5625	-11884	1316	-11304	-3109	-12658	1714	-12248	-616	10704	5310	8552	-4000	129	135	9
-20320	1872	16892	4761	1538	1444	-22824	-2728	-7304	4414	19957	-1136	-20252	-3084	7356	7668	-4342	-629	-11028	2864	6204	7081	1752	3377	-12720	836	-12304	-3224	-11958	1805	-12872	888	9480	6570	9048	-4519	129	110	9
-14572	4768	12800	4035	1823	1512	-19456	-4088	-7668	726	15312	-1379	-20280	-2512	6836	7648	-5542	-1821	-16148	-2408	8820	6968	3467	1973	-12844	1036	-14016	-3391	-11557	1989	-13100	2060	9848	7437	9432	-5231	125	123	9
-12192	-1468	11812	3282	1598	760	-16952	-4180	-6696	-1949	11086	-1143	-18876	-3072	7292	8195	-6530	-2373	-14732	-1828	11204	5896	5095	409	-13248	52	-12228	-569	-11569	2130	-13304	2676	8820	9190	9617	-6343	125	126	9
